rank,name,url,score,criteria_score,mod_adj,completeness,uncertainty,pop_risk,primary_driver,c1,c2,c3,c4,c5,c6,c7,rationale
94,Awesome UK Government Datasets,https://github.com/i-dot-ai/awesome-gov-datasets,52.0,52.0,0,0.85,LOW,MEDIUM,criteria,0,16,14,4,8,10,1,"Awesome UK Government Datasets primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — open source and community governance at 16 is the strongest signal."
95,Frankenstein Bill,https://gordonguthrie.github.io/frankensteinbill,52.0,52.0,0,0.85,LOW,MEDIUM,criteria,0,14,12,6,8,10,3,"Frankenstein Bill operates in Digital government, Legislative technology, Service design, Software development, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
96,Abstract Wikipedia,https://meta.wikimedia.org/wiki/abstract_wikipedia,52.0,52.0,0,0.85,LOW,HIGH,criteria,5,18,9,2,5,10,4,"Abstract Wikipedia primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — open source and community governance at 18 is the strongest signal."
97,Public AI Inference Utility,https://publicai.co,52.0,52.0,0,0.95,LOW,HIGH,criteria,5,12,10,4,8,8,6,"Public AI Inference Utility operates in emerging_tech, digital_rights, which my criteria see partially. Moderate fit across criteria — open source and community governance at 12 is the strongest signal."
98,Go Vocal,https://www.govocal.com,52.0,52.0,0,0.9,LOW,MEDIUM,criteria,5,6,20,0,6,10,6,"Go Vocal primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — making government processes legible at 20 is the strongest signal."
99,Mastodon C,https://www.mastodonc.com,52.0,52.0,0,0.9,LOW,HIGH,criteria,2,8,18,6,8,8,3,"Mastodon C primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — making government processes legible at 18 is the strongest signal."
100,Bellingcat Online Investigation Toolkit,https://bellingcat.gitbook.io/toolkit,51.0,51.0,0,0.9,LOW,HIGH,criteria,5,16,9,4,2,12,4,"Bellingcat Online Investigation Toolkit operates in media_journalism, digital_rights, disinformation, cybersecurity, civic_data, which my criteria see partially. Moderate fit across criteria — open source and community governance at 16 is the strongest signal."
101,PlaceCal,https://github.com/geeksforsocialchange/placecal,51.0,51.0,0,0.7,MEDIUM,LOW,criteria,5,16,11,4,5,10,1,"PlaceCal operates in participatory_democracy, civic_data, which my criteria see partially. Moderate fit across criteria — open source and community governance at 16 is the strongest signal."
102,Stanford Participatory Budgeting Platform,https://github.com/stanfordcdt/pb,51.0,51.0,0,0.8,LOW,HIGH,criteria,0,14,20,4,6,8,0,"Stanford Participatory Budgeting Platform primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — making government processes legible at 20 is the strongest signal."
103,OpenBudgets.eu,https://openbudgets.eu,51.0,51.0,0,0.85,LOW,MEDIUM,criteria,5,6,18,4,6,12,1,"OpenBudgets.eu primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — making government processes legible at 18 is the strongest signal."
104,Open Referral UK,https://openreferraluk.org,51.0,51.0,0,0.9,LOW,MEDIUM,criteria,5,12,10,6,8,10,1,"Open Referral UK operates in community services, social care, open data standards, local government digital, which my criteria see partially. Moderate fit across criteria — open source and community governance at 12 is the strongest signal."
105,Unpaywall Browser Extension,https://unpaywall.org/products/extension,51.0,51.0,0,0.75,LOW,LOW,criteria,5,12,11,6,5,8,5,"Unpaywall Browser Extension operates in civic_data, media_journalism, digital_rights, which my criteria see partially. Moderate fit across criteria — open source and community governance at 12 is the strongest signal."
106,Teaching Public Service in the Digital Age,https://www.teachingpublicservice.digital,51.0,51.0,0,0.7,MEDIUM,LOW,criteria,5,12,12,0,11,6,6,"Teaching Public Service in the Digital Age operates in govtech, civic_data, which my criteria see partially. Moderate fit across criteria — open source and community governance at 12 is the strongest signal."
107,docs.plus,https://docs.plus,50.0,50.0,0,0.65,MEDIUM,none,criteria,0,14,16,4,5,8,4,"docs.plus operates in participatory_democracy, civic_data, which my criteria see partially. Moderate fit across criteria — making government processes legible at 16 is the strongest signal."
108,Community Notes (Birdwatch) Analysis Tool,https://github.com/travisbrown/birdwatch,50.0,50.0,0,0.85,LOW,HIGH,criteria,0,12,12,6,8,7,6,"Community Notes (Birdwatch) Analysis Tool operates in misinformation, platform accountability, social media transparency, disinformati, which my criteria see partially. Moderate fit across criteria — open source and community governance at 12 is the strongest signal."
109,Logos,https://logos.co,50.0,50.0,0,0.8,LOW,MEDIUM,criteria,0,14,15,6,2,10,4,"Logos operates in digital_rights, participatory_democracy, emerging_tech, which my criteria see partially. Moderate fit across criteria — making government processes legible at 15 is the strongest signal."
110,PolicyKit,https://policykit.org,50.0,50.0,0,0.8,LOW,HIGH,criteria,5,18,13,0,5,6,4,"PolicyKit operates in participatory_democracy, govtech, which my criteria see partially. Moderate fit across criteria — open source and community governance at 18 is the strongest signal."
111,Modular Politics,https://arxiv.org/abs/2005.13701,49.0,49.0,0,0.65,MEDIUM,none,criteria,5,6,15,6,2,10,6,"Modular Politics operates in participatory_democracy, govtech, which my criteria see partially. Moderate fit across criteria — making government processes legible at 15 is the strongest signal."
112,Humanitarian Data Exchange,https://data.humdata.org,49.0,49.0,0,1.0,LOW,MEDIUM,criteria,2,8,12,6,8,10,4,"Humanitarian Data Exchange primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — making government processes legible at 12 is the strongest signal."
113,Democracy Club Developer API,https://developers.democracyclub.org.uk/api/v1,49.0,49.0,0,0.9,LOW,MEDIUM,criteria,0,14,14,4,8,10,0,"Democracy Club Developer API operates in election_information, voter_access, civic_participation, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
114,Participa (Podemos),https://github.com/podemos-info/participa,49.0,49.0,0,0.85,LOW,HIGH,criteria,5,14,15,4,3,8,1,"Participa (Podemos) operates in participatory democracy, political party membership, online voting, crowdfunding, which my criteria see partially. Moderate fit across criteria — making government processes legible at 15 is the strongest signal."
115,Moral Machine,https://moralmachine.net,49.0,49.0,0,0.9,LOW,HIGH,criteria,2,10,11,8,3,12,4,"Moral Machine operates in emerging_tech, civic_data, which my criteria see partially. Moderate fit across criteria — technology as community infrastructure at 12 is the strongest signal."
116,ORCID,https://orcid.org,49.0,49.0,0,0.9,LOW,HIGH,criteria,0,10,12,4,8,12,4,"ORCID operates in civic_data, digital_rights, which my criteria see partially. Moderate fit across criteria — making government processes legible at 12 is the strongest signal."
117,Shareyourpaper.org,https://shareyourpaper.org,49.0,49.0,0,0.65,MEDIUM,none,criteria,2,14,14,2,8,6,4,"Shareyourpaper.org operates in civic_data, digital_rights, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
118,The Government Says,https://thegovernmentsays.com,49.0,49.0,0,0.85,LOW,MEDIUM,criteria,5,12,14,4,8,7,0,"The Government Says operates in civic_data, govtech, media_journalism, which my criteria see partially. Moderate fit across criteria — making government processes legible at 14 is the strongest signal."
119,AlgorithmWatch,https://algorithmwatch.org,48.8,58.8,-10,1.0,LOW,HIGH,criteria,7,10,20,4,11,4,4,"AlgorithmWatch operates in algorithmic accountability, AI governance, digital rights, discrimination, platf, which my criteria see partially. Moderate fit across criteria — making government processes legible at 20 is the strongest signal."
120,UK Housing Data Standards,https://hact.org.uk/tools-and-services/uk-housing-data-standards,48.2,40.2,8,0.9,LOW,HIGH,criteria,2,6,8,8,8,8,1,"UK Housing Data Standards operates in housing, social housing, data governance, digital transformation, regulatory com, which my criteria see partially. Moderate fit across criteria — making government processes legible at 8 is the strongest signal."
121,PlanIT,https://planit.org.uk,48.1,43.1,5,0.9,LOW,HIGH,criteria,7,6,16,4,3,8,0,"PlanIT operates in participatory_democracy, govtech, civic_data, which my criteria see partially. Moderate fit across criteria — making government processes legible at 16 is the strongest signal."
122,Rahvaalgatus,https://github.com/rahvaalgatus/rahvaalgatus,48.0,48.0,0,0.7,MEDIUM,LOW,criteria,5,14,13,4,5,8,0,"Rahvaalgatus operates in participatory_democracy, govtech, civic_data, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
123,GRIM (Global Risk Simulator),https://github.com/sentinelteam/grim,48.0,48.0,0,0.85,LOW,HIGH,criteria,5,14,0,6,8,10,6,"GRIM (Global Risk Simulator) operates in global catastrophic risk, AI safety, emergency preparedness, foresight, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
124,Give Food,https://www.givefood.org.uk,48.0,48.0,0,0.95,LOW,HIGH,criteria,5,10,12,4,8,10,0,"Give Food operates in civic_data, advocacy_tech, which my criteria see partially. Moderate fit across criteria — making government processes legible at 12 is the strongest signal."
125,The Commons Social Change Library,https://commonslibrary.org,47.2,39.2,8,0.65,MEDIUM,none,criteria,5,8,11,0,3,8,5,"The Commons Social Change Library operates in participatory_democracy, advocacy_tech, civic_data, which my criteria see partially. Moderate fit across criteria — making government processes legible at 11 is the strongest signal."
126,Consent-O-Matic,https://github.com/cavi-au/consent-o-matic,47.1,47.1,0,0.7,MEDIUM,LOW,criteria,0,14,7,6,5,12,4,"Consent-O-Matic operates in digital_rights, civic_data, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
127,The Circuit,https://thecircuit.cc,47.1,47.1,0,0.9,LOW,MEDIUM,criteria,9,4,14,8,5,8,0,"The Circuit operates in criminal justice, judicial accountability, racial equity, court transparency, which my criteria see partially. Moderate fit across criteria — making government processes legible at 14 is the strongest signal."
128,oTree,https://www.otree.org,47.1,47.1,0,0.85,LOW,HIGH,criteria,0,14,7,0,11,10,6,"oTree operates in research infrastructure, behavioral economics, experimental design, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
129,CoTech,https://coops.tech,46.2,38.2,8,0.75,LOW,LOW,criteria,2,10,13,4,2,8,0,"CoTech operates in participatory_democracy, govtech, digital_rights, which my criteria see partially. Moderate fit across criteria — making government processes legible at 13 is the strongest signal."
130,Turkopticon,https://turkopticon.ucsd.edu,46.2,38.2,8,0.75,LOW,LOW,criteria,0,14,7,2,5,6,5,"Turkopticon operates in digital_rights, advocacy_tech, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
131,Activist Handbook,https://activisthandbook.org,46.1,46.1,0,0.65,MEDIUM,none,criteria,2,12,13,0,8,6,6,"Activist Handbook operates in participatory_democracy, advocacy_tech, digital_rights, which my criteria see partially. Moderate fit across criteria — making government processes legible at 13 is the strongest signal."
132,Bluesky,https://bsky.app,46.1,46.1,0,0.8,LOW,HIGH,criteria,0,8,9,4,8,12,6,"Bluesky operates in digital_rights, media_journalism, disinformation, which my criteria see partially. Moderate fit across criteria — technology as community infrastructure at 12 is the strongest signal."
133,Groupthink (OpenPolitics Votebot),https://github.com/openpolitics/groupthink,46.1,46.1,0,0.8,LOW,MEDIUM,criteria,2,16,15,0,3,10,1,"Groupthink (OpenPolitics Votebot) operates in open policymaking, collaborative democracy, manifesto writing, civic participati, which my criteria see partially. Moderate fit across criteria — open source and community governance at 16 is the strongest signal."
134,LittleSis,https://littlesis.org,46.1,46.1,0,0.9,LOW,HIGH,criteria,2,14,13,4,5,8,1,"LittleSis operates in corporate accountability, government accountability, power mapping, campaign fin, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
135,SecureDrop,https://securedrop.org,46.1,46.1,0,0.8,LOW,HIGH,criteria,0,12,9,4,8,8,6,"SecureDrop operates in media_journalism, digital_rights, cybersecurity, which my criteria see partially. Moderate fit across criteria — open source and community governance at 12 is the strongest signal."
136,GOV.UK Forms,https://www.forms.service.gov.uk,46.1,46.1,0,0.85,LOW,MEDIUM,criteria,7,6,14,4,8,8,0,"GOV.UK Forms primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — making government processes legible at 14 is the strongest signal."
137,Members' Interests,https://membersinterests.org.uk,45.2,40.2,5,0.85,LOW,HIGH,criteria,4,4,18,4,3,8,0,"Members' Interests operates in civic_data, participatory_democracy, govtech, which my criteria see partially. Moderate fit across criteria — making government processes legible at 18 is the strongest signal."
138,MapIt,https://mapit.mysociety.org,45.1,45.1,0,0.9,LOW,MEDIUM,criteria,2,8,18,0,8,10,0,"MapIt primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — making government processes legible at 18 is the strongest signal."
139,Metaculus,https://metaculus.com,45.1,45.1,0,0.9,LOW,HIGH,criteria,2,8,9,6,5,10,6,"Metaculus operates in civic_data, emerging_tech, which my criteria see partially. Moderate fit across criteria — technology as community infrastructure at 10 is the strongest signal."
140,Nym,https://nymtech.net,45.1,45.1,0,0.75,LOW,LOW,criteria,0,14,7,4,5,12,4,"Nym operates in digital_rights, cybersecurity, emerging_tech, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
141,Objector.ai,https://objector.ai,45.1,45.1,0,0.75,LOW,MEDIUM,criteria,5,6,18,6,3,8,0,"Objector.ai operates in participatory_democracy, advocacy_tech, govtech, which my criteria see partially. Moderate fit across criteria — making government processes legible at 18 is the strongest signal."
142,UrbanistAI,https://site.urbanistai.com,45.1,45.1,0,0.85,LOW,MEDIUM,criteria,5,4,20,0,6,6,5,"UrbanistAI primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — making government processes legible at 20 is the strongest signal."
143,Agencies for Good,https://www.agenciesforgood.org,44.3,36.3,8,0.75,LOW,LOW,criteria,2,8,13,6,0,8,0,"Agencies for Good operates in govtech, advocacy_tech, participatory_democracy, which my criteria see partially. Moderate fit across criteria — making government processes legible at 13 is the strongest signal."
144,Neighbourhood Warmth,https://www.mysociety.org/climate/neighbourhood-warmth,44.3,36.3,8,0.75,LOW,LOW,criteria,2,6,16,4,3,6,0,"Neighbourhood Warmth operates in civic_data, participatory_democracy, which my criteria see partially. Moderate fit across criteria — making government processes legible at 16 is the strongest signal."
145,Pastecal,https://github.com/kazad/pastecal,44.1,44.1,0,0.7,MEDIUM,LOW,criteria,7,12,7,2,5,8,4,"Pastecal operates in civic_data, participatory_democracy, which my criteria see partially. Moderate fit across criteria — open source and community governance at 12 is the strongest signal."
146,Agreement Engine,https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,44.1,44.1,0,0.7,MEDIUM,LOW,criteria,2,14,13,0,2,8,6,"Agreement Engine operates in participatory_democracy, govtech, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
147,Viewpoints,https://viewpoints.xyz,44.1,44.1,0,0.75,LOW,LOW,criteria,5,8,11,4,3,8,6,"Viewpoints operates in participatory_democracy, civic_data, which my criteria see partially. Moderate fit across criteria — making government processes legible at 11 is the strongest signal."
148,ОПОРА (Opora),https://www.oporaua.org,44.1,44.1,0,0.85,LOW,MEDIUM,criteria,5,10,18,4,5,3,0,"ОПОРА (Opora) operates in participatory_democracy, civic_data, advocacy_tech, disinformation, media_journa, which my criteria see partially. Moderate fit across criteria — making government processes legible at 18 is the strongest signal."
149,PatCit,https://github.com/cverluise/patcit,43.2,40.2,3,0.75,LOW,LOW,criteria,0,14,5,6,2,10,4,"PatCit operates in innovation policy, science and technology policy, open data, patent analytics, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
150,EDGAR,https://github.com/bellingcat/edgar,43.1,43.1,0,0.75,LOW,LOW,criteria,0,16,9,4,5,10,0,"EDGAR operates in government_transparency, financial_accountability, corporate_accountability, which my criteria see partially. Moderate fit across criteria — open source and community governance at 16 is the strongest signal."
151,rsky,https://github.com/blacksky-algorithms/rsky,43.1,43.1,0,0.75,LOW,LOW,criteria,0,14,5,4,5,10,6,"rsky operates in digital_rights, emerging_tech, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
152,The DAO (Standard DAO Framework),https://github.com/vbuterin/dao,43.1,43.1,0,0.7,MEDIUM,LOW,criteria,0,14,11,6,2,8,3,"The DAO (Standard DAO Framework) operates in emerging_tech, participatory_democracy, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
153,Harmonica,https://harmonica.chat,43.1,43.1,0,0.8,LOW,MEDIUM,criteria,0,4,20,2,6,6,6,"Harmonica operates in participatory_democracy, govtech, civic_data, which my criteria see partially. Moderate fit across criteria — making government processes legible at 20 is the strongest signal."
154,Security First / Umbrella,https://secfirst.org,43.1,43.1,0,0.9,LOW,HIGH,criteria,0,14,7,4,5,10,4,"Security First / Umbrella operates in digital security, physical security, press freedom, human rights, activist safet, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
155,Strike Map,https://strikemap.org,43.1,43.1,0,0.75,LOW,LOW,criteria,5,8,9,4,5,10,3,"Strike Map operates in civic_data, advocacy_tech, participatory_democracy, which my criteria see partially. Moderate fit across criteria — technology as community infrastructure at 10 is the strongest signal."
156,Open Access – Transparency International UK,https://openaccess.transparency.org.uk,42.3,37.3,5,0.85,LOW,HIGH,criteria,7,0,14,4,3,10,0,"Open Access – Transparency International UK operates in civic_data, govtech, advocacy_tech, which my criteria see partially. Moderate fit across criteria — making government processes legible at 14 is the strongest signal."
157,Bluesky Social,https://github.com/bluesky-social,42.2,42.2,0,0.8,LOW,HIGH,criteria,5,14,0,0,8,10,6,"Bluesky Social operates in digital_infrastructure, social_media, decentralized_networks, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
158,Data Observation Toolkit (DOT),https://github.com/datakind/data-observation-toolkit,42.2,42.2,0,0.85,LOW,MEDIUM,criteria,0,12,5,4,8,8,6,"Data Observation Toolkit (DOT) operates in public health, data integrity, humanitarian data, health systems, which my criteria see partially. Moderate fit across criteria — open source and community governance at 12 is the strongest signal."
159,Journalist Studio,https://journaliststudio.google.com,42.2,42.2,0,0.8,LOW,HIGH,criteria,2,6,5,6,8,10,6,"Journalist Studio operates in media_journalism, civic_data, digital_rights, disinformation, which my criteria see partially. Moderate fit across criteria — technology as community infrastructure at 10 is the strongest signal."
160,The Engine Room Library,https://library.theengineroom.org,42.2,42.2,0,0.7,MEDIUM,LOW,criteria,2,12,5,6,5,10,3,"The Engine Room Library operates in civil society technology, responsible data, human rights tech, open contracting,, which my criteria see partially. Moderate fit across criteria — open source and community governance at 12 is the strongest signal."
161,Theft Bisect,https://onodi.co/bisect,42.2,42.2,0,0.85,LOW,MEDIUM,criteria,5,10,9,4,5,10,0,"Theft Bisect operates in advocacy_tech, civic_data, which my criteria see partially. Moderate fit across criteria — open source and community governance at 10 is the strongest signal."
162,Open Letter,https://openletter.earth,42.2,42.2,0,0.6,MEDIUM,none,criteria,5,4,11,6,3,8,6,"Open Letter operates in participatory_democracy, advocacy_tech, civic_data, which my criteria see partially. Moderate fit across criteria — making government processes legible at 11 is the strongest signal."
163,Campaign Tracker,https://www.campaigntracker.nl/en,42.2,42.2,0,0.95,LOW,MEDIUM,criteria,5,6,18,4,8,2,0,"Campaign Tracker primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — making government processes legible at 18 is the strongest signal."
164,CrowdJustice,https://www.crowdjustice.com,42.2,42.2,0,0.8,LOW,HIGH,criteria,9,4,15,0,3,6,6,"CrowdJustice operates in advocacy_tech, participatory_democracy, which my criteria see partially. Moderate fit across criteria — making government processes legible at 15 is the strongest signal."
165,CharmVerse,https://charmverse.io,41.2,41.2,0,0.7,MEDIUM,LOW,criteria,2,12,11,0,5,6,6,"CharmVerse operates in participatory_democracy, govtech, which my criteria see partially. Moderate fit across criteria — open source and community governance at 12 is the strongest signal."
166,Find local consultations,https://gov.uk/find-local-consultations,41.2,41.2,0,0.7,MEDIUM,MEDIUM,criteria,5,4,20,4,3,6,0,"Find local consultations operates in participatory_democracy, govtech, civic_data, which my criteria see partially. Moderate fit across criteria — making government processes legible at 20 is the strongest signal."
167,Kialo,https://kialo.com,41.2,41.2,0,0.8,LOW,MEDIUM,criteria,2,6,11,6,3,8,6,"Kialo operates in participatory_democracy, civic_data, which my criteria see partially. Moderate fit across criteria — making government processes legible at 11 is the strongest signal."
168,Libertrium,https://liberopinion.com,41.2,41.2,0,0.65,MEDIUM,none,criteria,5,4,20,4,3,6,0,"Libertrium operates in participatory_democracy, govtech, civic_data, which my criteria see partially. Moderate fit across criteria — making government processes legible at 20 is the strongest signal."
169,Open Data Communities,https://opendatacommunities.org,41.2,41.2,0,0.75,LOW,MEDIUM,criteria,7,0,18,4,3,10,0,"Open Data Communities primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — making government processes legible at 18 is the strongest signal."
170,Community Tech,https://www.communitytech.network,41.2,41.2,0,0.7,MEDIUM,LOW,criteria,7,6,13,6,0,10,0,"Community Tech operates in participatory_democracy, civic_data, digital_rights, which my criteria see partially. Moderate fit across criteria — making government processes legible at 13 is the strongest signal."
171,MP Twitter Bios,https://www.mptwitterbios.co.uk,41.2,41.2,0,0.75,LOW,LOW,criteria,2,14,11,4,3,8,0,"MP Twitter Bios operates in civic_data, participatory_democracy, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
172,GOV.UK Pay,https://www.payments.service.gov.uk,41.2,41.2,0,0.85,LOW,MEDIUM,criteria,5,6,11,4,8,8,0,"GOV.UK Pay primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — making government processes legible at 11 is the strongest signal."
173,UK Policy Dojo,https://github.com/mikekelly/policy-dojo,40.2,40.2,0,0.8,LOW,MEDIUM,criteria,0,14,11,2,5,8,1,"UK Policy Dojo operates in AI in government, policy analysis, deliberative democracy, open policymaking, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
174,youtube-dl,https://github.com/ytdl-org/youtube-dl,40.2,40.2,0,0.7,MEDIUM,LOW,criteria,0,12,7,6,5,8,3,"youtube-dl operates in digital_rights, media_journalism, which my criteria see partially. Moderate fit across criteria — open source and community governance at 12 is the strongest signal."
175,GrantNav,https://grantnav.threesixtygiving.org,40.2,40.2,0,0.85,LOW,MEDIUM,criteria,5,4,12,4,8,8,0,"GrantNav operates in civic_data, govtech, which my criteria see partially. Moderate fit across criteria — making government processes legible at 12 is the strongest signal."
176,sourceAFRICA,https://sourceafrica.net,40.2,40.2,0,0.85,LOW,MEDIUM,criteria,5,10,9,4,5,8,0,"sourceAFRICA operates in investigative journalism, press freedom, transparency and accountability, open d, which my criteria see partially. Moderate fit across criteria — open source and community governance at 10 is the strongest signal."
177,Democracy Fund Open Source,https://www.dfos.com,40.2,40.2,0,0.65,MEDIUM,none,criteria,0,10,20,0,3,8,0,"Democracy Fund Open Source operates in Civic engagement, voting access, election administration, which my criteria see partially. Moderate fit across criteria — making government processes legible at 20 is the strongest signal."
178,Anna's Archive,https://annas-archive.pm,39.2,39.2,0,0.75,LOW,LOW,criteria,0,12,13,0,5,6,4,"Anna's Archive (A non-profit, open-source digital library preserving access to knowledge through shadow library aggr) scores low against my specific criteria. The highest-scoring criterion is making government processes legible at only 13 points — nothing here pulls strongly."
179,The Data Trusts Initiative,https://datatrusts.uk,39.2,39.2,0,0.8,LOW,MEDIUM,criteria,0,2,20,6,3,8,1,"The Data Trusts Initiative (Working at the interface of technology, policy and the law to create data trusts that empower indivi) scores low against my specific criteria. The highest-scoring criterion is making government processes legible at only 20 points — nothing here pulls strongly."
180,UK Parliament Developer Portal,https://developer.parliament.uk,39.2,39.2,0,0.75,LOW,LOW,criteria,5,2,18,2,3,10,0,UK Parliament Developer Portal (APIs and data for accessing UK Parliament information) scores low against my specific criteria. The highest-scoring criterion is making government processes legible at only 18 points — nothing here pulls strongly.
181,DAO Governance Surfaces,https://github.com/notchia/dao-governance-surfaces,39.2,39.2,0,0.75,LOW,LOW,criteria,0,10,7,4,7,8,4,DAO Governance Surfaces (Extract and label the governance surface of a set of DAO smart contracts) scores low against my specific criteria. The highest-scoring criterion is open source and community governance at only 10 points — nothing here pulls strongly.
182,Radicle,https://radicle.xyz,39.2,39.2,0,0.7,MEDIUM,LOW,criteria,0,14,5,4,5,8,4,"Radicle (A sovereign, peer-to-peer code forge built on Git) scores low against my specific criteria. The highest-scoring criterion is open source and community governance at only 14 points — nothing here pulls strongly."
183,River Sentiment Dashboard,https://riversentiment.app,39.2,39.2,0,0.85,LOW,MEDIUM,criteria,5,4,14,4,5,8,0,River Sentiment Dashboard (Displays social media sentiment about rivers alongside ecological status data for 450+ rivers in the) scores low against my specific criteria. The highest-scoring criterion is making government processes legible at only 14 points — nothing here pulls strongly.
184,Deliberation & Technology (DelibTech) Network,https://www.demnext.org/projects/delibtech-network,39.2,39.2,0,0.65,MEDIUM,none,criteria,5,6,11,4,2,6,6,Deliberation & Technology (DelibTech) Network (International network of technologists and practitioners building and studying technology to enhance) scores low against my specific criteria. The highest-scoring criterion is making government processes legible at only 11 points — nothing here pulls strongly.
185,meet.coop,https://www.meet.coop,39.2,41.2,-2,0.75,LOW,LOW,criteria,0,10,11,6,2,7,6,meet.coop (The Online Meeting Cooperative - surveillance-free video conferencing powered by renewable energy on) scores low against my specific criteria. The highest-scoring criterion is making government processes legible at only 11 points — nothing here pulls strongly.
186,GOV.UK Notify,https://www.notifications.service.gov.uk,39.2,39.2,0,0.9,LOW,HIGH,criteria,5,6,9,4,8,8,0,"GOV.UK Notify (A free notification service for UK government, local authorities, and NHS to send emails, text messa) scores low against my specific criteria. The highest-scoring criterion is making government processes legible at only 9 points — nothing here pulls strongly."
187,OpenSanctions,https://www.opensanctions.org,39.0,49.0,-10,0.9,LOW,HIGH,criteria,0,10,14,2,8,12,4,OpenSanctions (Supreme Data on Supreme Leaders - open source sanctions and politically exposed persons data platfor) scores low against my specific criteria. The highest-scoring criterion is making government processes legible at only 14 points — nothing here pulls strongly.
188,Aragon,https://aragon.org,38.2,38.2,0,0.75,LOW,LOW,criteria,2,8,10,0,7,6,6,Aragon (The Home of Onchain Organizations – governance and ownership infrastructure for DAOs and protocols) scores low against my specific criteria. The highest-scoring criterion is making government processes legible at only 10 points — nothing here pulls strongly.
189,CivicPress,https://civicpress.io,38.2,38.2,0,0.75,LOW,LOW,criteria,5,10,9,4,5,6,0,CivicPress (Open infrastructure for transparent local government) scores low against my specific criteria. The highest-scoring criterion is open source and community governance at only 10 points — nothing here pulls strongly.
190,Fatebook,https://fatebook.io,38.2,38.2,0,0.85,LOW,HIGH,criteria,0,6,7,4,8,8,6,"Fatebook (Rapid predictions, anywhere) scores low against my specific criteria. The highest-scoring criterion is implementation maturity at only 8 points — nothing here pulls strongly."
191,whatsmeow,https://github.com/tulir/whatsmeow,38.2,38.2,0,0.55,MEDIUM,none,criteria,5,12,0,6,5,8,3,whatsmeow (Go library for the WhatsApp web multidevice API) scores low against my specific criteria. The highest-scoring criterion is open source and community governance at only 12 points — nothing here pulls strongly.
192,Granitt,https://granitt.io,38.2,38.2,0,0.75,LOW,LOW,criteria,5,2,20,0,3,6,3,Granitt (Government transparency and civic engagement platform) scores low against my specific criteria. The highest-scoring criterion is making government processes legible at only 20 points — nothing here pulls strongly.
193,Timecounts,https://timecounts.org,38.2,38.2,0,0.7,MEDIUM,LOW,criteria,5,6,11,4,0,8,5,Timecounts (The Modern Volunteer Management Solution) scores low against my specific criteria. The highest-scoring criterion is making government processes legible at only 11 points — nothing here pulls strongly.
194,Pageviews Analysis,https://pageviews.wmcloud.org,37.3,37.3,0,0.75,LOW,LOW,criteria,0,12,3,4,5,10,4,Pageviews Analysis (Tool for analyzing and comparing pageview statistics across Wikipedia articles) scores low against my specific criteria. The highest-scoring criterion is open source and community governance at only 12 points — nothing here pulls strongly.
195,Spartacus,https://spartacus.app,37.3,37.3,0,0.7,MEDIUM,LOW,criteria,5,6,11,0,2,8,6,Spartacus (Build critical mass with conditional commitments that only activate when enough people join in) scores low against my specific criteria. The highest-scoring criterion is making government processes legible at only 11 points — nothing here pulls strongly.
