project_url,project_name,criterion,evidence_field,evidence_value,interpretation,score,max_score,justification
https://all-our-ideas.citizens.is,All Our Ideas,C6,government_partnerships,Iceland government consultation; pairwise voting for policy priorities; binding elements,Formal government consultation using pairwise comparison = "collaborates" level,9,12,Iceland government consultation deployment = "collaborates" level on IAP2; formal policy input mechanism; strong C6
https://citizenos.com,Citizen OS,C1,policy_outcomes,Estonia e-governance integration; formal democratic voting mechanisms,Formal democratic discussion and voting mechanisms with government integration — high C1,8,12,Estonia e-governance integration = formal democratic mechanism; voting mechanisms redistribute decision-making authority
https://citizenos.com,Citizen OS,C2,communities_served,organisations; communities; NGOs; political parties; local governments,Organisations broadly — medium C2; no specific named excluded population,7,20,Serves organisations and civic groups broadly; no specific named excluded population with named exclusion mechanism; medium C2
https://citizenos.com,Citizen OS,C3,government_partnerships,Estonia integration; multi-country deployment; documented engagement across contexts,Multi-country documented engagement — one to two genuine stages,7,12,Estonia and other country deployments document genuine participatory engagement; multi-context deployment
https://citizenos.com,Citizen OS,C4,documented_limitations,digital literacy requirement; language barriers acknowledged,Documents structural barriers — medium C4,6,20,Explicitly acknowledges digital literacy and language barriers as limitations; honest structural self-examination; medium C4
https://citizenos.com,Citizen OS,C5,known_funders,European Commission; OSF; some institutional backing,Institutional backing — moderate C5,3,6,European Commission/OSF backing = institutional support; underdog_signal=true partially offsets
https://citizenos.com,Citizen OS,C6,governance_model,formal democratic voting mechanisms; "involves/consults" deployment history,Formal democratic discussion and voting = "involves" to "collaborates" level,7,12,Formal voting mechanisms = substantive democratic depth; "involves/consults" spectrum with some "collaborates" elements
https://climateaction.tech,ClimateAction.tech,C1,movement_building_utility,tech workers organising for climate justice; collective action model,Tech worker collective action addresses systemic issue — medium C1,4,12,Tech workers organising for climate addresses power asymmetry in tech industry; limited formal mechanism
https://climateaction.tech,ClimateAction.tech,C2,communities_served,tech workers; climate advocates; cooperative network members,Tech workers as named community — medium-low C2,6,20,Tech workers/climate advocates named but not a population excluded by specific named mechanism; medium C2
https://climateaction.tech,ClimateAction.tech,C3,community_ownership,true; 100% volunteer; cooperative network structure,Fully volunteer community-governed network — strong C3,8,12,100% volunteer cooperative network = strongest form of community ownership and multi-stage engagement; community governs itself; strong C3
https://climateaction.tech,ClimateAction.tech,C4,documented_limitations,volunteer model; informal governance; capacity constraints documented,Honest documentation of volunteer model limitations — medium C4,7,20,Explicitly documents volunteer model constraints and informal governance; honest about capacity; medium-high C4
https://climateaction.tech,ClimateAction.tech,C5,known_funders,no known funders; 100% volunteer; no paid staff,No institutional funding — maximum C5,6,6,No known funders; 100% volunteer; no paid staff = maximum structural underdog signal
https://climateaction.tech,ClimateAction.tech,C6,community_ownership,true; cooperative structure; community-governed; self-governance model,Cooperative self-governance = "collaborates" level on IAP2 spectrum,7,12,Cooperative community governance = genuine "collaborates" level; strong C6 for cooperative democratic structure
https://gender-pay-gap.service.gov.uk,Gender Pay Gap Service,C1,policy_outcomes,mandatory gender pay gap reporting for 250+ employee firms; Equality Act 2010 regulatory mechanism,Formal mandatory disclosure mechanism formally requiring pay transparency — high C1,8,12,Mandatory regulatory disclosure = formal mechanism; Equality Act 2010 legal basis; directly corrects information asymmetry about pay inequality
https://gender-pay-gap.service.gov.uk,Gender Pay Gap Service,C2,communities_served,employers; job seekers; women workers; researchers,Women workers excluded by gender pay gap = specific named population with specific named mechanism — medium-high C2,12,20,Women workers = specific named population; gender pay gap = specific named exclusion mechanism; strong C2; disparity_tracking=true
https://gender-pay-gap.service.gov.uk,Gender Pay Gap Service,C3,contributor_governance,government-controlled; no public contribution model,Government-controlled with no community participatory design — low C3,4,12,Government-administered with no community design participation; low C3
https://gender-pay-gap.service.gov.uk,Gender Pay Gap Service,C4,documented_limitations,250+ employee threshold excludes SMEs; no intersectional tracking; snapshot reporting only,Documents structural limitations including intersectionality gap — medium C4,7,20,Explicitly documents 250+ threshold limitation and lack of intersectional tracking; honest about significant scope gaps; medium C4
https://gender-pay-gap.service.gov.uk,Gender Pay Gap Service,C5,known_funders,UK Government; government-operated,Government-operated — low C5,2,6,Government-funded and operated; not a grassroots or underdog project
https://gender-pay-gap.service.gov.uk,Gender Pay Gap Service,C6,governance_model,mandatory reporting mechanism; government-administered; annual transparency,Mandatory transparency mechanism = "informs/involves" level — government requires disclosure,4,12,Mandatory reporting creates public accountability information; "informs/involves" level; government does not share decision-making but requires employer accountability
https://annas-archive.org,Anna's Archive,C1,scraped_description,shadow library; redistributes access to academic knowledge behind paywalls,Redistributes access to knowledge currently restricted by paywalls — medium C1,6,12,Directly challenges copyright-based restriction of knowledge access; structural redistribution of epistemic access; medium-high C1
https://annas-archive.org,Anna's Archive,C2,communities_served,researchers; students; academics without institutional access,Researchers/students excluded from academic knowledge by specific named mechanism (paywalls/copyright) — medium-high C2,12,20,Named populations (researchers/students without institutional access) with named exclusion mechanism (academic paywalls); strong C2
https://annas-archive.org,Anna's Archive,C3,contributor_governance,minimal documented process; solo/anarchic model,Underdog protection floor applied (completeness 0.35 < 0.4); C3 floored at 4,4,12,Floor applied per underdog protection rule; solo project with limited community design evidence
https://annas-archive.org,Anna's Archive,C4,documented_limitations,copyright gray zone; legal exposure documented,Documents legal exposure as limitation — medium C4,7,20,Honest documentation of copyright gray zone and legal exposure; form of critical self-examination about operating outside legal framework
https://annas-archive.org,Anna's Archive,C5,underdog_signal,true; solo/grassroots; no funders; legal exposure; dead_link suggests instability,Solo grassroots with maximum structural disadvantage — maximum C5,6,6,Solo/grassroots; no institutional funders; legal exposure; dead_link instability; maximum underdog signal
https://annas-archive.org,Anna's Archive,C6,governance_model,C6 suspended per underdog protection (completeness 0.35 < 0.4); no formal governance,C6 suspended per underdog protection rules,0,12,Underdog protection: completeness 0.35 < 0.4 triggers C6 suspension; no formal governance evidence available
https://atlasofsurveillance.org,Atlas of Surveillance,C1,movement_building_utility,documents surveillance power asymmetry; enables awareness and advocacy,Documents surveillance power asymmetry to enable accountability — medium C1,7,12,Explicitly documents surveillance as power asymmetry; provides data for accountability campaigns; medium C1 for awareness-enabling rather than formal mechanism
https://atlasofsurveillance.org,Atlas of Surveillance,C2,communities_served,communities affected by police surveillance; researchers; journalists; advocacy orgs,Communities affected by police surveillance as named group — medium C2,10,20,Communities affected by police surveillance = specific named population; mechanism (police surveillance) named; medium-high C2
https://atlasofsurveillance.org,Atlas of Surveillance,C3,community_ownership,EFF project; limited documented co-design with affected communities,Professional EFF project with limited community co-design — low-medium C3,4,12,EFF-produced research; limited documented co-design with affected communities; one stage with community inputs
https://atlasofsurveillance.org,Atlas of Surveillance,C4,disparity_tracking,tracks disparities in surveillance by demographics; strong power analysis methodology,Strong disparity tracking and power analysis — high C4,10,20,Tracks surveillance disparities by demographics; explicit power analysis of who is surveilled and why; strong C4
https://atlasofsurveillance.org,Atlas of Surveillance,C5,known_funders,EFF; stable NGO backing,EFF backing — moderate C5,3,6,EFF = established digital rights NGO; not grassroots but not major institutional power
https://atlasofsurveillance.org,Atlas of Surveillance,C6,movement_building_utility,information_resource; transparency tool; informs advocacy,Transparency tool informing advocacy = "informs" level,3,12,Data transparency tool informing advocacy campaigns = "informs/consults" on IAP2 spectrum; low C6
https://aleph.occrp.org,Aleph (OCCRP),C1,policy_outcomes,PM resignation; regulatory responses; Panama/Pandora Papers documented outcomes,Investigative journalism enabling accountability with documented policy outcomes — high C1,9,12,Panama Papers PM resignation + regulatory responses = documented formal outcomes; accountability journalism with highest documented impact
https://aleph.occrp.org,Aleph (OCCRP),C2,communities_served,investigative journalists; civil society researchers; activists,Investigative journalists = high-capability group not excluded population — medium C2,7,20,Journalists and researchers are specific group but not excluded by a named mechanism; medium C2
https://aleph.occrp.org,Aleph (OCCRP),C3,contributor_governance,professional investigative journalism platform; limited community co-design,Professional platform with limited participatory design — low-medium C3,4,12,Professional investigative tool; limited documented community co-design with affected populations
https://aleph.occrp.org,Aleph (OCCRP),C4,documented_limitations,USAID ~50% funding; editorial independence risk; controversies documented; failure_modes listed,Excellent honest self-examination including controversial funding dependency — high C4,10,20,Documents USAID dependency creating editorial independence risk; failure modes listed; controversies documented; honest strong C4
https://aleph.occrp.org,Aleph (OCCRP),C5,known_funders,USAID ~50%; NED/OSF/Omidyar also; significant institutional backing,USAID dominance = major institutional dependency — very low C5,2,6,USAID ~50% = significant US government institutional backing; editorial independence risk documented; lowest C5 range
https://aleph.occrp.org,Aleph (OCCRP),C6,movement_building_utility,information_resource for investigative journalism; data access tool,Data access tool informing investigative journalism = "informs" level,3,12,Data access tool for professional investigators = "informs" level; no direct community governance mechanism
https://data.humdata.org,Humanitarian Data Exchange,C1,movement_building_utility,improves coordination for humanitarian populations; formal coordination platform,Formal coordination platform improving access for humanitarian communities — medium C1,6,12,Formal platform improving humanitarian coordination; medium C1 for improving access rather than formal structural correction
https://data.humdata.org,Humanitarian Data Exchange,C2,communities_served,humanitarian organizations; NGOs; communities in crisis,Humanitarian communities in active crisis zones = specific named populations — medium-high C2,9,20,Humanitarian communities in crisis = specific named population excluded from data access; mechanism (data silos/coordination failures in crises) partially named; medium-high C2
https://data.humdata.org,Humanitarian Data Exchange,C3,government_partnerships,OCHA-hosted; multi-organization engagement; humanitarian sector involvement,Multi-organization humanitarian engagement — one genuine stage,5,12,OCHA + multiple humanitarian org engagement = one genuine participatory stage; limited documented community co-design
https://data.humdata.org,Humanitarian Data Exchange,C4,documented_limitations,data quality varies; limited connectivity regions; geographic coverage gaps,Documents structural coverage limitations — medium C4,7,20,Explicitly documents geographic coverage gaps and connectivity limitations; honest acknowledgment of regions underserved; medium C4
https://data.humdata.org,Humanitarian Data Exchange,C5,known_funders,OCHA (UN); major UN institutional backing,UN/OCHA = major institutional backing — very low C5,2,6,UN/OCHA funding = major multilateral institutional backing; not a grassroots project
https://data.humdata.org,Humanitarian Data Exchange,C6,movement_building_utility,information_resource; humanitarian coordination infrastructure,Humanitarian data sharing platform = "informs/consults" level,3,12,Coordination infrastructure for humanitarian sector = "informs/consults" level; limited community governance mechanism
https://cybersecurityfordemocracy.org,Cybersecurity for Democracy,C1,policy_outcomes,directly cited in EU DSA legislative process; policy influence documented,Policy influence on major EU platform regulation — high C1,7,12,EU DSA directly cited = documented policy outcome; medium-high C1 for indirect policy influence
https://cybersecurityfordemocracy.org,Cybersecurity for Democracy,C2,communities_served,researchers studying platform harms; civil society; affected communities broadly,Researchers and civil society — medium C2,7,20,Research focus means primary beneficiaries are researchers/civil society rather than directly excluded communities; medium C2
https://cybersecurityfordemocracy.org,Cybersecurity for Democracy,C3,government_partnerships,multi-institution academic consortium; policy research engagement,Academic research consortium — one genuine stage,5,12,Multi-institution research = one genuine stage of engagement; limited community participatory design
https://cybersecurityfordemocracy.org,Cybersecurity for Democracy,C4,disparity_tracking,true; geographic and demographic analysis; limitations documented (US/EU focus),Strong disparity tracking with honest documentation of US/EU focus — high C4,9,20,Explicit disparity tracking across demographics; documents US/EU focus as limitation; strong self-critical C4
https://cybersecurityfordemocracy.org,Cybersecurity for Democracy,C5,known_funders,NSF; Omidyar; Mozilla; academic funding,Foundation/NSF backing — moderate C5,3,6,NSF/Omidyar/Mozilla = established academic-foundation context; not grassroots
https://cybersecurityfordemocracy.org,Cybersecurity for Democracy,C6,movement_building_utility,information_resource; policy research informing governance,Research informing policy = "informs/consults" level,4,12,Research informing EU policy = "informs/consults" level; academic research influence on governance
https://www.bellingcat.com/resources/how-tos,Bellingcat OSINT Toolkit,C1,policy_outcomes,MH17 prosecutions; Navalny sanctions; directly_cited in outcomes,Investigative accountability with directly cited policy outcomes — high C1,8,12,MH17 criminal prosecutions + Navalny sanctions directly cited = highest documented accountability journalism impact; strong C1
https://www.bellingcat.com/resources/how-tos,Bellingcat OSINT Toolkit,C2,communities_served,investigative journalists; human rights researchers,Professional investigators — medium C2; not excluded populations,6,20,Serves professional journalists and researchers; high-capability group not excluded by named mechanism; medium C2
https://www.bellingcat.com/resources/how-tos,Bellingcat OSINT Toolkit,C3,contributor_governance,professional toolkit; limited community participatory design,Professional resource with limited participatory design — low-medium C3,4,12,Professional OSINT toolkit; limited documented co-design with affected communities
https://www.bellingcat.com/resources/how-tos,Bellingcat OSINT Toolkit,C4,documented_limitations,independence questions documented; failure_modes listed; controversies acknowledged,Strong honest documentation of independence controversies — high C4,9,20,Explicitly documents independence questions and NED/OSF controversy; honest self-examination; strong C4
https://www.bellingcat.com/resources/how-tos,Bellingcat OSINT Toolkit,C5,known_funders,NED/OSF funding; multiple prestigious awards; major institutional profile,Institutional prestige and backing — very low C5,2,6,NED/OSF funding + multiple prestigious awards = major institutional profile; not a grassroots underdog
https://www.bellingcat.com/resources/how-tos,Bellingcat OSINT Toolkit,C6,movement_building_utility,information_resource; tools for investigators,Professional investigation toolkit = "informs" level,2,12,Professional toolkit informing accountability journalism = "informs" level; no community governance dimension
https://www.cotech.uk,CoTech,C1,governance_model,cooperative tech network; values-aligned ownership model,Cooperative ownership redistributes tech economy power — medium C1,5,12,Cooperative network model for tech businesses addresses ownership power asymmetry; medium C1 for structural redistribution within tech economy
https://www.cotech.uk,CoTech,C2,communities_served,organisations seeking values-aligned tech; cooperative businesses; social enterprises,Cooperative businesses — medium C2; not specifically excluded populations,6,20,Cooperative businesses and social enterprises as served community; not populations excluded by specific named mechanisms; medium C2
https://www.cotech.uk,CoTech,C3,community_ownership,true; member-supported cooperative network; mutual governance,Cooperative member governance — one genuine stage,6,12,Member-supported cooperative structure = genuine community governance; one solid participatory stage
https://www.cotech.uk,CoTech,C4,documented_limitations,limited funding transparency; informal governance constraints,Some limitation documentation — medium-low C4,5,12,Some honest limitations documented about scale and governance; moderate C4
https://www.cotech.uk,CoTech,C5,known_funders,member-supported; limited external funding,Member-supported with limited external funding — medium C5,4,6,Member-supported model = limited external funding dependency; medium C5 for sustainable but limited capacity
https://www.cotech.uk,CoTech,C6,governance_model,cooperative governance structure; member-governed network; collaborative ownership model,Cooperative member governance = "collaborates" level on IAP2 spectrum,8,12,Cooperative democratic member governance = genuine "collaborates" level; strong C6 for cooperative democratic structure
https://getodk.org,ODK (Open Data Kit),C1,movement_building_utility,infrastructure; enables data collection for accountability; health surveillance; election monitoring,Data collection infrastructure enabling accountability — medium C1,5,12,Enables accountability-oriented data collection across health/elections/humanitarian contexts; medium C1 for enabling infrastructure
https://getodk.org,ODK (Open Data Kit),C2,communities_served,health workers; election monitors; NGOs; humanitarian organizations; resource-constrained environments,Serves communities in resource-constrained environments — medium C2,7,20,Health workers and election monitors in Global South = specific communities; "resource-constrained environments" partially names the exclusion; medium C2
https://getodk.org,ODK (Open Data Kit),C3,community_ownership,true; community-based governance; regular community forums; GitHub contribution model,Community governance and forums — one to two genuine stages,6,12,community_ownership=true + regular community forums = genuine participatory governance; open contribution lifecycle
https://getodk.org,ODK (Open Data Kit),C4,documented_limitations,technical capacity required; mobile network dependency; data security in sensitive contexts,Documents structural limitations honestly — medium C4,6,20,Documents technical capacity requirement and connectivity limitations; honest about structural barriers; medium C4
https://getodk.org,ODK (Open Data Kit),C5,known_funders,Google.org; World Bank; USAID; Gates Foundation; Omidyar,Major institutional funders — very low C5,3,6,Google.org/World Bank/USAID/Gates/Omidyar = major institutional backing; not a grassroots project despite community governance
https://getodk.org,ODK (Open Data Kit),C6,movement_building_utility,infrastructure; data collection tool; not direct democratic mechanism,Data collection infrastructure = "informs" level,3,12,Data collection infrastructure = "informs" level at most; not a direct democratic governance mechanism
https://communityrule.info,CommunityRule,C1,movement_building_utility,governance toolkit; helps communities govern themselves,Governance toolkit redistributing governance knowledge to communities — medium C1,5,12,Governance toolkit enables community self-governance; medium C1 for knowledge redistribution
https://communityrule.info,CommunityRule,C2,communities_served,online communities; cooperatives; nonprofits; local innovation labs,Communities broadly — medium C2; generic community governance tool,5,20,Serves communities broadly; no specific named excluded population with named mechanism; medium C2
https://communityrule.info,CommunityRule,C3,government_partnerships,local innovation lab partnerships; community-driven governance,Community governance engagement — one genuine stage,6,12,Partnership with local innovation labs + community-driven governance = genuine engagement; one solid lifecycle stage
https://communityrule.info,CommunityRule,C4,documented_limitations,English-speaking focus; limited long-term evaluation; limitations acknowledged,Documents scope and evaluation limitations — medium C4,7,20,Explicitly documents English-speaking focus and limited long-term evaluation; honest limitation documentation; medium C4
https://communityrule.info,CommunityRule,C5,known_funders,Mozilla; Knight Foundation; Omidyar Network,Major foundation backing — low C5,3,6,Mozilla/Knight/Omidyar = major foundation backing; not a grassroots project
https://communityrule.info,CommunityRule,C6,governance_model,governance toolkit for community self-governance; formal governance templates; "involves" to "collaborates",Governance toolkit enabling communities to structure their own governance = "involves to collaborates" level,7,12,Governance toolkit explicitly enables community self-governance = "involves/collaborates" level; strong C6
https://thedecelerator.org,The Decelerator,C1,movement_building_utility,free support for civil society endings; addresses power dynamics in organizational closure,Addresses power asymmetry facing civil society orgs in endings — medium C1,4,12,Provides support addressing power dynamics around organizational endings; medium C1 for addressing structural challenge
https://thedecelerator.org,The Decelerator,C2,communities_served,civil society organizations; charities; social enterprises facing endings,Civil society orgs facing endings — medium C2,6,20,Civil society orgs facing closures = specific niche group; not maximally excluded by named mechanism; medium C2
https://thedecelerator.org,The Decelerator,C3,community_ownership,documented engagement model; participatory support process,Participatory support process = one genuine stage,6,12,Participatory support model for organizational endings; documented engagement; one genuine stage
https://thedecelerator.org,The Decelerator,C4,documented_limitations,modest scale; UK only; fixed end date; limitations documented,Honest documentation of structural limitations — medium C4,7,20,Explicitly documents scale, UK-only scope, and time-limited nature; honest self-examination of constraints; medium C4
https://thedecelerator.org,The Decelerator,C5,underdog_signal,true; small team; time-limited; Pears/PHF/Esmee Fairbairn funders,Small team with time-limited project — medium C5,5,6,Small team; time-limited project; underdog_signal=true; some foundation backing reduces from max
https://thedecelerator.org,The Decelerator,C6,governance_model,participatory support model; enables civil society to navigate endings with agency,Participatory support for organizational transition = "involves/consults" level,5,12,Participatory support model gives civil society orgs agency in closures = "involves" level; medium C6
https://democracyclub.org.uk/projects/api,Democracy Club Developer API,C1,policy_outcomes,UK elections API used in multiple elections; voter information access,Formal voter information mechanism used in elections — medium C1,6,12,API used in UK elections to provide voter information = formal mechanism; medium C1 for enabling information access
https://democracyclub.org.uk/projects/api,Democracy Club Developer API,C2,communities_served,voters; civic tech organisations; developers; electoral commission,Voters broadly — medium-low C2,5,20,Voters as broadly defined primary beneficiaries; no specific named excluded population with mechanism; medium C2
https://democracyclub.org.uk/projects/api,Democracy Club Developer API,C3,community_ownership,true; volunteer-led community; engagement across multiple UK elections,Community-owned volunteer-led with election deployment — two genuine stages,8,12,community_ownership=true + volunteer community across elections = strong community lifecycle; multi-stage engagement
https://democracyclub.org.uk/projects/api,Democracy Club Developer API,C4,documented_limitations,data completeness limitations documented,Some limitation documentation — medium-low C4,5,20,Documents data completeness limitations; some honest acknowledgment; limited structural self-examination
https://democracyclub.org.uk/projects/api,Democracy Club Developer API,C5,known_funders,Omidyar; Google.org; Mozilla; Electoral Commission; volunteer community,Foundation + government backing — moderate C5; volunteer model partially offsets,4,6,Foundation and Electoral Commission backing = established institutional support; volunteer model partially offsets
https://democracyclub.org.uk/projects/api,Democracy Club Developer API,C6,movement_building_utility,direct_organizer_tool; enables voter information access; multiple elections,Voter information enabling democratic participation = "involves/informs" level,5,12,Enables voter information access across elections = "involves/informs" on IAP2 spectrum; strong civic engagement mechanism
https://commonslibrary.org,The Commons Social Change Library,C1,movement_building_utility,direct_organizer_tool; knowledge resources for activists/campaigners,Knowledge resources for activists — medium C1,5,12,Provides knowledge for activists to challenge power; medium C1 for knowledge-based tool
https://commonslibrary.org,The Commons Social Change Library,C2,communities_served,activists; community organizers; social movement practitioners,Activists/organizers as named community — medium C2,8,20,Named community of activists and campaigners; exclusion mechanism (lack of strategic resources) implied; medium C2
https://commonslibrary.org,The Commons Social Change Library,C3,contributor_governance,community curation model; Shuttleworth/Omidyar backing; engagement with activist community,Community curation = one genuine stage,5,12,Community-curated resource library = genuine participatory engagement; limited evidence of multi-stage co-design
https://commonslibrary.org,The Commons Social Change Library,C4,documented_limitations,scope limitations; coverage gaps; some self-reflection,Some honest documentation — medium C4,6,20,Documents coverage gaps; some self-reflection on what is covered; medium C4
https://commonslibrary.org,The Commons Social Change Library,C5,known_funders,Shuttleworth Foundation; Omidyar Network; established foundation backing,Foundation backing — moderate C5,4,6,Shuttleworth/Omidyar = established foundation backing; underdog signal for scale
https://commonslibrary.org,The Commons Social Change Library,C6,governance_model,library model; information resource; community curation,Library resource = "informs" level on IAP2 spectrum,4,12,Information library for activists = "informs" level; limited democratic governance mechanism
https://creativecommons.org,Creative Commons,C1,governance_model,redistribution of copyright; 2B+ licensed works; legal framework for knowledge commons,Formal legal mechanism redistributing copyright power — medium-high C1,7,12,2B+ licensed works = structural redistribution of intellectual property rights; formal legal mechanism; medium-high C1
https://creativecommons.org,Creative Commons,C2,communities_served,creators; public; researchers broadly,Generic creator/public beneficiaries — medium-low C2,5,20,Serves creators and public broadly; no specific named excluded population with named exclusion mechanism; medium-low C2
https://creativecommons.org,Creative Commons,C3,contributor_governance,governance through CC chapters and advisory committees; community engagement,Advisory committee and chapter governance = one genuine stage,4,12,Advisory committees and chapters = some community engagement; one stage with limited depth; medium-low C3
https://creativecommons.org,Creative Commons,C4,documented_limitations,AI training controversy documented; enforcement responsibility on rights holders; no central registry,Honest documentation of AI training controversy and enforcement limitations — medium-high C4,8,20,Documents AI training controversy and contradictions in enforcement; acknowledges structural limitations honestly; medium-high C4
https://creativecommons.org,Creative Commons,C5,known_funders,Gates Foundation; Wellcome; Chan Zuckerberg,Major philanthropic institutional backing — very low C5,2,6,Gates/Wellcome/Chan Zuckerberg = major global philanthropy; not a grassroots project
https://creativecommons.org,Creative Commons,C6,governance_model,legal licensing framework; "informs" level; enables but does not govern,Licensing framework enabling knowledge commons = "informs/involves" level,4,12,Licensing framework = "informs/involves" level; enables knowledge sharing but no direct community governance mechanism
https://arxiv.org/abs/2005.13701,arXiv,C1,movement_building_utility,information_resource; open access to scientific knowledge; formal redistribution of academic access,Open access platform redistributing access to scientific knowledge — medium C1,5,12,Free distribution of scientific preprints = redistribution of academic knowledge access; medium C1 for structural open access
https://arxiv.org/abs/2005.13701,arXiv,C2,communities_served,researchers; academics; scientists; students,Researchers/academics broadly — medium C2,5,20,Researchers and academics broadly; notes language representation limitation but does not name specific excluded populations with mechanism; medium C2
https://arxiv.org/abs/2005.13701,arXiv,C3,contributor_governance,volunteer moderators; subject advisory boards; Cornell University oversight,Volunteer moderation with advisory boards — one genuine stage,5,12,Community volunteer moderation + advisory boards = genuine participatory governance; one solid stage with some limitations
https://arxiv.org/abs/2005.13701,arXiv,C4,documented_limitations,not peer-reviewed; language representation of non-English research; moderation transparency debates,Documents limitations including language representation gap — medium C4,7,20,Documents non-peer-review status; acknowledges non-English language research underrepresentation; honest limitation documentation; medium C4
https://arxiv.org/abs/2005.13701,arXiv,C5,known_funders,Simons Foundation; Cornell University; member institutions,Academic/foundation institutional backing — moderate C5,3,6,Simons/Cornell = established academic-institutional backing; not grassroots
https://arxiv.org/abs/2005.13701,arXiv,C6,governance_model,volunteer moderation; subject advisory boards; community governance of standards,Advisory board governance = "involves" level on IAP2 spectrum,4,12,Advisory boards and community moderators = "involves" level; formal governance structure for academic preprint platform
https://mysociety.org/data,mySociety Datasets and APIs,C1,policy_outcomes,UK FOI Act; parliamentary transparency; policy outcomes documented,Parliamentary transparency infrastructure with policy outcomes — medium-high C1,7,12,FOI Act policy outcomes + parliamentary transparency infrastructure = medium-high C1 for formal information access mechanisms
https://mysociety.org/data,mySociety Datasets and APIs,C2,communities_served,researchers; journalists; campaigners; developers,Researchers/journalists broadly — medium-low C2,5,20,Researchers and journalists broadly; no specific named excluded population with named mechanism; medium-low C2
https://mysociety.org/data,mySociety Datasets and APIs,C3,contributor_governance,open source community maintainers; volunteer contributors; mySociety governance,Community maintainers = one genuine stage,4,12,Open source community + mySociety governance = one stage of genuine engagement; limited participatory design with affected communities
https://mysociety.org/data,mySociety Datasets and APIs,C4,documented_limitations,geographic coverage gaps documented; political economy of what gets measured,Documents geographic limitations honestly — medium C4,6,20,Geographic coverage gaps acknowledged; honest about structural limitations in what data exists; medium C4
https://mysociety.org/data,mySociety Datasets and APIs,C5,known_funders,Omidyar; OSF; UK FCDO; established NGO,Well-established NGO with major funders — low-moderate C5,3,6,mySociety = well-established NGO with Omidyar/OSF/FCDO backing; not grassroots
https://mysociety.org/data,mySociety Datasets and APIs,C6,movement_building_utility,information_resource; transparency data and APIs; parliamentary data access,Data transparency infrastructure = "informs" level,4,12,Transparency data and APIs = "informs" level on IAP2 spectrum; enables accountability journalism but not direct governance mechanism
https://diia.gov.ua,Diia,C1,policy_outcomes,digital passports as legal equivalents; 15M+ users; formal government service delivery,Formal government service delivery mechanism redistributing digital access — medium-high C1,8,12,Digital passports as legal equivalents = formal mechanism; 15M+ users = scale; redistributes access to government services formally
https://diia.gov.ua,Diia,C2,communities_served,Ukrainian citizens; businesses broadly,Ukrainian citizens broadly — medium C2,7,20,Ukrainian citizens broadly served; wartime context gives some specificity but not named excluded population with mechanism; medium C2
https://diia.gov.ua,Diia,C3,government_partnerships,government-led; limited participatory design; wartime emergency context,Government-led with limited community participatory design — low-medium C3,4,12,Government-operated platform with limited documented community co-design; wartime emergency constrains participatory process
https://diia.gov.ua,Diia,C4,controversies,wartime data centralisation under emergency powers; privacy concerns documented,Documents wartime privacy concerns — medium C4,7,20,Wartime data centralisation controversy documented; privacy concerns named; honest acknowledgment of trade-off; medium C4
https://diia.gov.ua,Diia,C5,known_funders,Ukrainian government; government-operated,Government-operated — very low C5,2,6,Government-funded and operated; not a grassroots or independent project
https://diia.gov.ua,Diia,C6,movement_building_utility,government service delivery; "informs/consults" level; formal service access,Government service delivery = "informs/consults" level,5,12,Delivers formal government services = "informs/consults" on IAP2 spectrum; enables service access but not decision-making participation
https://www.turn2us.org.uk/benefits-calculator,Turn2Us Benefits Calculator,C1,movement_building_utility,information_resource; enables access to entitlements; DWP integration,Enables access to welfare entitlements — medium C1,5,12,Enables claiming of formal entitlements = medium C1 for enabling access; limited structural correction
https://www.turn2us.org.uk/benefits-calculator,Turn2Us Benefits Calculator,C2,communities_served,low-income households; benefit claimants; social workers,Low-income households/benefit claimants as named population — medium C2,10,20,Low-income households/benefit claimants = named population; complex welfare system = implied but not maximally named exclusion mechanism; medium C2
https://www.turn2us.org.uk/benefits-calculator,Turn2Us Benefits Calculator,C3,contributor_governance,DWP partnership; limited community participatory design,Government partnership model — low C3,3,12,DWP partnership = institutional collaboration; limited documented community co-design with claimants
https://www.turn2us.org.uk/benefits-calculator,Turn2Us Benefits Calculator,C4,documented_limitations,UK only; accuracy depends on user input; no disparity tracking,Minimal limitation documentation — low-medium C4,4,20,UK-only scope; accuracy limitation acknowledged; no disparity tracking; limited structural self-examination
https://www.turn2us.org.uk/benefits-calculator,Turn2Us Benefits Calculator,C5,known_funders,DWP partnership; established charity,Government partnership = institutional backing — moderate C5,3,6,DWP partnership funding = institutional backing; established charity structure
https://www.turn2us.org.uk/benefits-calculator,Turn2Us Benefits Calculator,C6,movement_building_utility,information_resource; benefits eligibility information; enables claim initiation,Benefits eligibility information = "informs" level,4,12,Benefits calculator = "informs" level; enables citizens to know entitlements but does not redistribute decision-making power
https://coralproject.net,Coral,C1,movement_building_utility,information_resource; comment infrastructure for newsrooms,Comment infrastructure with limited direct power-correcting mechanism — low-medium C1,4,12,Comment infrastructure for newsrooms; limited direct mechanism for structural power correction
https://coralproject.net,Coral,C2,communities_served,newsrooms; journalists; readers broadly,Newsrooms as primary users — low C2,3,20,Newsrooms and journalists as primary users; not excluded populations with named mechanism; low C2
