"project_url","project_name","criterion","evidence_field","evidence_value","interpretation","score","max_score","justification"
"https://www.shineyoureye.org","ShineYourEye","C6","governance_model","foundation","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","1","12","Informs level IAP2. Governance: foundation"
"https://www.shineyoureye.org","ShineYourEye","modifier_M1","modifier","M1","Civic accountability tool for Nigerian electoral and parliamentary context","7","","Applied M1 (+7): Civic accountability tool for Nigerian electoral and parliamentary context"
"https://www.shineyoureye.org","ShineYourEye","modifier_M3","modifier","M3","Grassroots voter information platform with elections monitoring","6","","Applied M3 (+6): Grassroots voter information platform with elections monitoring"
"https://www.communitytech.network","Community Tech","C1","political_relevance_summary","Addresses barriers to meaningful citizen participation in democratic decision-making by providing tools for public engagement and deliberation.","Power asymmetry named; mechanism partially specified; some formal response mechanism present","7","12","Partial power asymmetry identification. Addresses barriers to meaningful citizen participation in democratic decision-making by providing tools for public engagement and deliberation."
"https://www.communitytech.network","Community Tech","C2","communities_served","community organisations; local communities; citizens","Broad population implied; mechanism general; no documented participatory design process","10","20","Broad population implied without mechanism specificity. Served: community organisations; local communities; citizens"
"https://www.communitytech.network","Community Tech","C3","governance_model","project_of_larger_org","Some participation documented; primarily delivery-stage or consultation-only","6","12","Some participation, limited to delivery or consultation. Governance: project_of_larger_org"
"https://www.communitytech.network","Community Tech","C4","documented_limitations","{'description': ""Report 'Tech for Today - and for Tomorrow' calls on UK government to ensure technology and innovation work for everyone across Britain"", 'link': None, 'year': None}","Generic limitations referenced; output focus rather than outcomes; minimal self-critique","8","20","Generic limitations, output focus. Limitations: {'description': ""Report 'Tech for Today - and for Tomorrow' calls on UK government to ensure technology and innovation work for everyone across Britai"
"https://www.communitytech.network","Community Tech","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. True"
"https://www.communitytech.network","Community Tech","C6","governance_model","project_of_larger_org","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: project_of_larger_org"
"https://www.communitytech.network","Community Tech","modifier_M1","modifier","M1","Digital exclusion as power asymmetry; builds capacity in underserved communities","7","","Applied M1 (+7): Digital exclusion as power asymmetry; builds capacity in underserved communities"
"https://www.communitytech.network","Community Tech","modifier_M3","modifier","M3","Network for grassroots tech capacity building","6","","Applied M3 (+6): Network for grassroots tech capacity building"
"https://www.crowdjustice.com","CrowdJustice","C1","political_relevance_summary","Addresses barriers to meaningful citizen participation in democratic decision-making by providing tools for public engagement and deliberation.","Power asymmetry named; mechanism partially specified; some formal response mechanism present","7","12","Partial power asymmetry identification. Addresses barriers to meaningful citizen participation in democratic decision-making by providing tools for public engagement and deliberation."
"https://www.crowdjustice.com","CrowdJustice","C2","communities_served","citizens; campaigners; legal advocates; civil rights organizations","Broad population implied; mechanism general; no documented participatory design process","10","20","Broad population implied without mechanism specificity. Served: citizens; campaigners; legal advocates; civil rights organizations"
"https://www.crowdjustice.com","CrowdJustice","C3","governance_model","LLC","Some participation documented; primarily delivery-stage or consultation-only","6","12","Some participation, limited to delivery or consultation. Governance: LLC"
"https://www.crowdjustice.com","CrowdJustice","C4","documented_limitations","Page content unavailable - JavaScript required","Generic limitations referenced; output focus rather than outcomes; minimal self-critique","6","20","Generic limitations, output focus. Limitations: Page content unavailable - JavaScript required"
"https://www.crowdjustice.com","CrowdJustice","C5","underdog_signal","For-profit/social enterprise","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. For-profit/social enterprise"
"https://www.crowdjustice.com","CrowdJustice","C6","governance_model","LLC","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: LLC"
"https://www.crowdjustice.com","CrowdJustice","modifier_M1","modifier","M1","Cost of justice as access barrier; crowdfunding enables challenges against powerful actors","8","","Applied M1 (+8): Cost of justice as access barrier; crowdfunding enables challenges against powerful actors"
"https://www.crowdjustice.com","CrowdJustice","modifier_M3","modifier","M3","Funded significant public interest cases including landmark judicial reviews","7","","Applied M3 (+7): Funded significant public interest cases including landmark judicial reviews"
"https://www.givefood.org.uk","Give Food","C1","political_relevance_summary","Give Food addresses civic data access and transparency. UK charity using data to highlight and alleviate local food insecurity.","Power asymmetry named; mechanism partially specified; some formal response mechanism present","7","12","Partial power asymmetry identification. Give Food addresses civic data access and transparency. UK charity using data to highlight and alleviate local food insecurity."
"https://www.givefood.org.uk","Give Food","C2","communities_served","citizens; food banks; journalists; researchers; campaigners","Broad population implied; mechanism general; no documented participatory design process","10","20","Broad population implied without mechanism specificity. Served: citizens; food banks; journalists; researchers; campaigners"
"https://www.givefood.org.uk","Give Food","C3","governance_model","foundation","Some participation documented; primarily delivery-stage or consultation-only","6","12","Some participation, limited to delivery or consultation. Governance: foundation"
"https://www.givefood.org.uk","Give Food","C4","documented_limitations","Data coverage varies by region; some areas have incomplete food bank listings; Relies on self-reported data from food banks and donors; Does not capture informal food assistance networks","Generic limitations referenced; output focus rather than outcomes; minimal self-critique","7","20","Generic limitations, output focus. Limitations: Data coverage varies by region; some areas have incomplete food bank listings; Relies on self-reported data from food banks and donors; Does not captu"
"https://www.givefood.org.uk","Give Food","C5","underdog_signal","True","Underdog features present; small-medium org; some structural exclusion focus","3","6","Moderate underdog features. True"
"https://www.givefood.org.uk","Give Food","C6","governance_model","foundation","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","1","12","Informs level IAP2. Governance: foundation"
"https://www.givefood.org.uk","Give Food","modifier_M1","modifier","M1","Food insecurity data gap as policy invisibility mechanism","7","","Applied M1 (+7): Food insecurity data gap as policy invisibility mechanism"
"https://www.givefood.org.uk","Give Food","modifier_M3","modifier","M3","Open data for food bank visibility enabling advocacy and policy change","6","","Applied M3 (+6): Open data for food bank visibility enabling advocacy and policy change"
"https://www.loomio.org","Loomio","C1","political_relevance_summary","Loomio addresses enabling broader democratic participation and improving government service delivery and transparency. It has documented policy impact.","Power imbalance implied; mechanism underspecified; informal or indirect response only","6","12","Implied rather than named power asymmetry. Loomio addresses enabling broader democratic participation and improving government service delivery and transparency. It has documented policy impact"
"https://www.loomio.org","Loomio","C2","communities_served","membership organizations; governance boards; self-managing companies; political movements; cooperatives; nonprofits","Broad population implied; mechanism general; no documented participatory design process","10","20","Broad population implied without mechanism specificity. Served: membership organizations; governance boards; self-managing companies; political movements; cooperatives; nonprofits"
"https://www.loomio.org","Loomio","C3","governance_model","LLC","Multiple lifecycle stages documented; genuine decision-making at some stages","7","12","Multiple participation stages. Governance: LLC"
"https://www.loomio.org","Loomio","C4","documented_limitations","Limited evidence on long-term decision quality outcomes; Primarily used by already-engaged communities; Scalability challenges for very large groups","Generic limitations referenced; output focus rather than outcomes; minimal self-critique","6","20","Generic limitations, output focus. Limitations: Limited evidence on long-term decision quality outcomes; Primarily used by already-engaged communities; Scalability challenges for very large groups"
"https://www.loomio.org","Loomio","C5","underdog_signal","For-profit/social enterprise","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. For-profit/social enterprise"
"https://www.loomio.org","Loomio","C6","governance_model","LLC","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","3","12","Informs level IAP2. Governance: LLC"
"https://www.loomio.org","Loomio","modifier_M1","modifier","M1","Deliberative infrastructure for collective decision-making","6","","Applied M1 (+6): Deliberative infrastructure for collective decision-making"
"https://www.loomio.org","Loomio","modifier_M3","modifier","M3","Co-op model with documented adoption in civic and union contexts","6","","Applied M3 (+6): Co-op model with documented adoption in civic and union contexts"
"https://vframe.io","VFRAME","C1","political_relevance_summary","VFRAME addresses digital rights and online freedoms. Computer vision for OSINT: detecting illegal munitions and documenting war crimes through AI-powered video analysis.","Power asymmetry named; mechanism partially specified; some formal response mechanism present","8","12","Partial power asymmetry identification. VFRAME addresses digital rights and online freedoms. Computer vision for OSINT: detecting illegal munitions and documenting war crimes through AI-powered video analysis."
"https://vframe.io","VFRAME","C2","communities_served","human rights researchers; journalists; war crimes investigators; NGOs","Broad population implied; mechanism general; no documented participatory design process","10","20","Broad population implied without mechanism specificity. Served: human rights researchers; journalists; war crimes investigators; NGOs"
"https://vframe.io","VFRAME","C3","governance_model","project_of_larger_org","Some participation documented; primarily delivery-stage or consultation-only","6","12","Some participation, limited to delivery or consultation. Governance: project_of_larger_org"
"https://vframe.io","VFRAME","C4","documented_limitations","Requires high-quality video source material; Synthetic data generation dependent on accurate 3D models; Limited to specific object classes currently trained","Generic limitations referenced; output focus rather than outcomes; minimal self-critique","6","20","Generic limitations, output focus. Limitations: Requires high-quality video source material; Synthetic data generation dependent on accurate 3D models; Limited to specific object classes currently t"
"https://vframe.io","VFRAME","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. True"
"https://vframe.io","VFRAME","C6","governance_model","project_of_larger_org","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","1","12","Informs level IAP2. Governance: project_of_larger_org"
"https://vframe.io","VFRAME","modifier_M1","modifier","M1","Open source weapons documentation tool against state violence and impunity","7","","Applied M1 (+7): Open source weapons documentation tool against state violence and impunity"
"https://vframe.io","VFRAME","modifier_M3","modifier","M3","Used by journalists and human rights organisations for accountability","6","","Applied M3 (+6): Used by journalists and human rights organisations for accountability"
"https://www.objector.ai","Objector.ai","C1","political_relevance_summary","Objector.ai addresses gaps in democratic participation by providing tools or platforms that enable citizens and communities to engage more directly in governance and decision-making processes.","Power asymmetry named; mechanism partially specified; some formal response mechanism present","7","12","Partial power asymmetry identification. Objector.ai addresses gaps in democratic participation by providing tools or platforms that enable citizens and communities to engage more directly in governance and decision-making processes."
"https://www.objector.ai","Objector.ai","C2","communities_served","citizens; community groups; individuals objecting to planning applications","Excluded populations named; some mechanism specificity; limited participatory design evidence","11","20","Populations named with partial mechanism. Served: citizens; community groups; individuals objecting to planning applications"
"https://www.objector.ai","Objector.ai","C3","governance_model","LLC","Some participation documented; primarily delivery-stage or consultation-only","6","12","Some participation, limited to delivery or consultation. Governance: LLC"
"https://www.objector.ai","Objector.ai","C4","documented_limitations","Limited to UK planning system; Requires users to upload planning documents manually; Effectiveness depends on quality of AI policy interpretation","Generic limitations referenced; output focus rather than outcomes; minimal self-critique","8","20","Generic limitations, output focus. Limitations: Limited to UK planning system; Requires users to upload planning documents manually; Effectiveness depends on quality of AI policy interpretation"
"https://www.objector.ai","Objector.ai","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. True"
"https://www.objector.ai","Objector.ai","C6","governance_model","LLC","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: LLC"
"https://www.objector.ai","Objector.ai","modifier_M1","modifier","M1","Planning system opacity as mechanism excluding residents from development decisions","5","","Applied M1 (+5): Planning system opacity as mechanism excluding residents from development decisions"
"https://www.objector.ai","Objector.ai","modifier_M3","modifier","M3","AI-assisted tool for local planning objectors","4","","Applied M3 (+4): AI-assisted tool for local planning objectors"
"https://www.whatdotheyknow.com","WhatDoTheyKnow","C1","political_relevance_summary","WhatDoTheyKnow addresses government technology and public service delivery. Make freedom of information requests and see responses from UK public authorities.","Power asymmetry named; mechanism partially specified; some formal response mechanism present","7","12","Partial power asymmetry identification. WhatDoTheyKnow addresses government technology and public service delivery. Make freedom of information requests and see responses from UK public authorities."
"https://www.whatdotheyknow.com","WhatDoTheyKnow","C2","communities_served","journalists; researchers; citizens; campaigners; civil society organizations","Broad population implied; mechanism general; no documented participatory design process","10","20","Broad population implied without mechanism specificity. Served: journalists; researchers; citizens; campaigners; civil society organizations"
"https://www.whatdotheyknow.com","WhatDoTheyKnow","C3","governance_model","project_of_larger_org","Some participation documented; primarily delivery-stage or consultation-only","6","12","Some participation, limited to delivery or consultation. Governance: project_of_larger_org"
"https://www.whatdotheyknow.com","WhatDoTheyKnow","C4","documented_limitations","Limited to UK jurisdiction; Dependent on public authority compliance with Freedom of Information Act","Generic limitations referenced; output focus rather than outcomes; minimal self-critique","7","20","Generic limitations, output focus. Limitations: Limited to UK jurisdiction; Dependent on public authority compliance with Freedom of Information Act"
"https://www.whatdotheyknow.com","WhatDoTheyKnow","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. True"
"https://www.whatdotheyknow.com","WhatDoTheyKnow","C6","governance_model","project_of_larger_org","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: project_of_larger_org"
"https://www.whatdotheyknow.com","WhatDoTheyKnow","modifier_M1","modifier","M1","FOI as mechanism against institutional opacity","5","","Applied M1 (+5): FOI as mechanism against institutional opacity"
"https://www.whatdotheyknow.com","WhatDoTheyKnow","modifier_M3","modifier","M3","Significant FOI request volume documented; public interest disclosures","4","","Applied M3 (+4): Significant FOI request volume documented; public interest disclosures"
"https://www.watchduty.org","Watch Duty","C1","political_relevance_summary","Watch Duty addresses civic data access and transparency. Real-time wildfire maps and alerts powered by volunteer first responders.","Power imbalance implied; mechanism underspecified; informal or indirect response only","6","12","Implied rather than named power asymmetry. Watch Duty addresses civic data access and transparency. Real-time wildfire maps and alerts powered by volunteer first responders."
"https://www.watchduty.org","Watch Duty","C2","communities_served","residents in wildfire-prone areas; first responders; firefighters; dispatchers","Broad population implied; mechanism general; no documented participatory design process","9","20","Broad population implied without mechanism specificity. Served: residents in wildfire-prone areas; first responders; firefighters; dispatchers"
"https://www.watchduty.org","Watch Duty","C3","governance_model","foundation","Some participation documented; primarily delivery-stage or consultation-only","5","12","Some participation, limited to delivery or consultation. Governance: foundation"
"https://www.watchduty.org","Watch Duty","C4","documented_limitations","Not documented","Claims made without critique; output-only framing; no failure acknowledgement","5","20","Weak self-examination. Limitations: Not documented"
"https://www.watchduty.org","Watch Duty","C5","underdog_signal","Nonprofit/charity","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. Nonprofit/charity"
"https://www.watchduty.org","Watch Duty","C6","governance_model","foundation","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: foundation"
"https://www.watchduty.org","Watch Duty","modifier_M1","modifier","M1","Wildfire information asymmetry leaving at-risk communities without real-time alerts","5","","Applied M1 (+5): Wildfire information asymmetry leaving at-risk communities without real-time alerts"
"https://www.watchduty.org","Watch Duty","modifier_M5","modifier","M5","Emergency rapid response utility for fire evacuation","5","","Applied M5 (+5): Emergency rapid response utility for fire evacuation"
"https://www.mysociety.org/climate/neighbourhood-warmth","Neighbourhood Warmth","C1","political_relevance_summary","Neighbourhood Warmth addresses making civic data accessible and actionable and enabling broader democratic participation.","Power imbalance implied; mechanism underspecified; informal or indirect response only","6","12","Implied rather than named power asymmetry. Neighbourhood Warmth addresses making civic data accessible and actionable and enabling broader democratic participation."
"https://www.mysociety.org/climate/neighbourhood-warmth","Neighbourhood Warmth","C2","communities_served","homeowners; local authorities; local energy service cooperatives; citizens","Broad population implied; mechanism general; no documented participatory design process","9","20","Broad population implied without mechanism specificity. Served: homeowners; local authorities; local energy service cooperatives; citizens"
"https://www.mysociety.org/climate/neighbourhood-warmth","Neighbourhood Warmth","C3","governance_model","project_of_larger_org","Some participation documented; primarily delivery-stage or consultation-only","5","12","Some participation, limited to delivery or consultation. Governance: project_of_larger_org"
"https://www.mysociety.org/climate/neighbourhood-warmth","Neighbourhood Warmth","C4","documented_limitations","Project appears to be in early/prototype stage with limited deployment data; No published metrics on team formation, participation, or energy outcomes","Generic limitations referenced; output focus rather than outcomes; minimal self-critique","7","20","Generic limitations, output focus. Limitations: Project appears to be in early/prototype stage with limited deployment data; No published metrics on team formation, participation, or energy outcomes"
"https://www.mysociety.org/climate/neighbourhood-warmth","Neighbourhood Warmth","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. True"
"https://www.mysociety.org/climate/neighbourhood-warmth","Neighbourhood Warmth","C6","governance_model","project_of_larger_org","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: project_of_larger_org"
"https://www.mysociety.org/climate/neighbourhood-warmth","Neighbourhood Warmth","modifier_M1","modifier","M1","Energy poverty information gap as policy invisibility mechanism","4","","Applied M1 (+4): Energy poverty information gap as policy invisibility mechanism"
"https://www.donotpay.com","DoNotPay","C1","political_relevance_summary","DoNotPay addresses civic data access and transparency. AI-powered legal assistance and consumer advocacy platform.","Power imbalance implied; mechanism underspecified; informal or indirect response only","6","12","Implied rather than named power asymmetry. DoNotPay addresses civic data access and transparency. AI-powered legal assistance and consumer advocacy platform."
"https://www.donotpay.com","DoNotPay","C2","communities_served","consumers; citizens; individuals seeking legal assistance","Broad population implied; mechanism general; no documented participatory design process","8","20","Broad population implied without mechanism specificity. Served: consumers; citizens; individuals seeking legal assistance"
"https://www.donotpay.com","DoNotPay","C3","governance_model","LLC","Some participation documented; primarily delivery-stage or consultation-only","5","12","Some participation, limited to delivery or consultation. Governance: LLC"
"https://www.donotpay.com","DoNotPay","C4","documented_limitations","Limited to specific legal domains; Not a substitute for licensed attorney advice; Regulatory restrictions on AI-generated legal documents","Claims made without critique; output-only framing; no failure acknowledgement","5","20","Weak self-examination. Limitations: Limited to specific legal domains; Not a substitute for licensed attorney advice; Regulatory restrictions on AI-generated legal documents"
"https://www.donotpay.com","DoNotPay","C5","underdog_signal","For-profit/social enterprise","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. For-profit/social enterprise"
"https://www.donotpay.com","DoNotPay","C6","governance_model","LLC","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: LLC"
"https://www.donotpay.com","DoNotPay","modifier_M1","modifier","M1","Legal cost asymmetry addressed at margins; well-funded commercial context limits underdog status","2","","Applied M1 (+2): Legal cost asymmetry addressed at margins; well-funded commercial context limits underdog status"
"https://www.demnext.org/projects/delibtech-network","Deliberation & Technology (DelibTech) Network","C1","political_relevance_summary","Deliberation & Technology (DelibTech) Network addresses democratic participation and citizen engagement. International network of technologists and practitioners building and studying technology to enhance deliberation and digital infrastructure for deliberative democracy.","Power imbalance implied; mechanism underspecified; informal or indirect response only","5","12","Implied rather than named power asymmetry. Deliberation & Technology (DelibTech) Network addresses democratic participation and citizen engagement. International network of technologists and pr"
"https://www.demnext.org/projects/delibtech-network","Deliberation & Technology (DelibTech) Network","C2","communities_served","technologists; practitioners; experts; citizens' assembly organizers","Broad population implied; mechanism general; no documented participatory design process","7","20","Broad population implied without mechanism specificity. Served: technologists; practitioners; experts; citizens' assembly organizers"
"https://www.demnext.org/projects/delibtech-network","Deliberation & Technology (DelibTech) Network","C3","governance_model","project_of_larger_org","Some participation documented; primarily delivery-stage or consultation-only","5","12","Some participation, limited to delivery or consultation. Governance: project_of_larger_org"
"https://www.demnext.org/projects/delibtech-network","Deliberation & Technology (DelibTech) Network","C4","documented_limitations","Not documented","Claims made without critique; output-only framing; no failure acknowledgement","5","20","Weak self-examination. Limitations: Not documented"
"https://www.demnext.org/projects/delibtech-network","Deliberation & Technology (DelibTech) Network","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. True"
"https://www.demnext.org/projects/delibtech-network","Deliberation & Technology (DelibTech) Network","C6","governance_model","project_of_larger_org","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: project_of_larger_org"
"https://www.mpwatch.org","MP Watch","C1","political_relevance_summary","MP Watch addresses enabling broader democratic participation and empowering advocacy and civic campaigning.","Power imbalance implied; mechanism underspecified; informal or indirect response only","5","12","Implied rather than named power asymmetry. MP Watch addresses enabling broader democratic participation and empowering advocacy and civic campaigning."
"https://www.mpwatch.org","MP Watch","C2","communities_served","citizens; campaigners; MPs; constituents","Broad population implied; mechanism general; no documented participatory design process","7","20","Broad population implied without mechanism specificity. Served: citizens; campaigners; MPs; constituents"
"https://www.mpwatch.org","MP Watch","C3","governance_model","Centralized advocacy organization","Some participation documented; primarily delivery-stage or consultation-only","4","12","Some participation, limited to delivery or consultation. Governance: Centralized advocacy organization"
"https://www.mpwatch.org","MP Watch","C4","documented_limitations","Not documented","Claims made without critique; output-only framing; no failure acknowledgement","5","20","Weak self-examination. Limitations: Not documented"
"https://www.mpwatch.org","MP Watch","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. True"
"https://www.mpwatch.org","MP Watch","C6","governance_model","Centralized advocacy organization","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: Centralized advocacy organization"
"https://www.wikidata.org","Wikidata","C1","political_relevance_summary","Wikidata addresses civic data access and transparency. A free and open knowledge base that can be read and edited by both machines and humans.","Power imbalance implied; mechanism underspecified; informal or indirect response only","4","12","Implied rather than named power asymmetry. Wikidata addresses civic data access and transparency. A free and open knowledge base that can be read and edited by both machines and humans."
"https://www.wikidata.org","Wikidata","C2","communities_served","researchers; journalists; citizens; developers; knowledge workers","Broad population implied; mechanism general; no documented participatory design process","8","20","Broad population implied without mechanism specificity. Served: researchers; journalists; citizens; developers; knowledge workers"
"https://www.wikidata.org","Wikidata","C3","governance_model","project_of_larger_org","Some participation documented; primarily delivery-stage or consultation-only","5","12","Some participation, limited to delivery or consultation. Governance: project_of_larger_org"
"https://www.wikidata.org","Wikidata","C4","documented_limitations","Data quality varies by language and topic; Vandalism and misinformation risks; Coverage gaps in non-Western topics","Claims made without critique; output-only framing; no failure acknowledgement","5","20","Weak self-examination. Limitations: Data quality varies by language and topic; Vandalism and misinformation risks; Coverage gaps in non-Western topics"
"https://www.wikidata.org","Wikidata","C5","underdog_signal","Nonprofit/charity","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. Nonprofit/charity"
"https://www.wikidata.org","Wikidata","C6","governance_model","project_of_larger_org","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: project_of_larger_org"
"https://www.deliberaide.com","deliberAIde","C1","political_relevance_summary","deliberAIde addresses democratic participation and citizen engagement. Human-Centred AI That Supports Dialogue at Every Step.","Power imbalance implied; mechanism underspecified; informal or indirect response only","5","12","Implied rather than named power asymmetry. deliberAIde addresses democratic participation and citizen engagement. Human-Centred AI That Supports Dialogue at Every Step."
"https://www.deliberaide.com","deliberAIde","C2","communities_served","governments; organizations; communities; citizens","Broad population implied; mechanism general; no documented participatory design process","9","20","Broad population implied without mechanism specificity. Served: governments; organizations; communities; citizens"
"https://www.deliberaide.com","deliberAIde","C3","governance_model","LLC","Some participation documented; primarily delivery-stage or consultation-only","5","12","Some participation, limited to delivery or consultation. Governance: LLC"
"https://www.deliberaide.com","deliberAIde","C4","documented_limitations","Language model biases in non-English contexts; potential for algorithmic bias in theme clustering; limited transparency on training data","Claims made without critique; output-only framing; no failure acknowledgement","5","20","Weak self-examination. Limitations: Language model biases in non-English contexts; potential for algorithmic bias in theme clustering; limited transparency on training data"
"https://www.deliberaide.com","deliberAIde","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. True"
"https://www.deliberaide.com","deliberAIde","C6","governance_model","LLC","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: LLC"
"https://www.deliberaide.com","deliberAIde","modifier_M4","modifier","M4","AI-mediated deliberation with engagement capture and homogenisation risk","-4","","Applied M4 (-4): AI-mediated deliberation with engagement capture and homogenisation risk"
"https://www.consoc.io","Consciousness Evolution Operating System (ConSoc)","C1","political_relevance_summary","Addresses challenges in cooperative digital infrastructure by serving civic actors.","Generic inequality reference; no specific mechanism named; no formal contestation pathway","3","12","Weak or absent power asymmetry framing. Addresses challenges in cooperative digital infrastructure by serving civic actors."
"https://www.consoc.io","Consciousness Evolution Operating System (ConSoc)","C2","communities_served","civic technology practitioners","Broad population implied; mechanism general; no documented participatory design process","6","20","Broad population implied without mechanism specificity. Served: civic technology practitioners"
"https://www.consoc.io","Consciousness Evolution Operating System (ConSoc)","C3","governance_model","Not documented","Some participation documented; primarily delivery-stage or consultation-only","4","12","Some participation, limited to delivery or consultation. Governance: Not documented"
"https://www.consoc.io","Consciousness Evolution Operating System (ConSoc)","C4","documented_limitations","Not documented","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Not documented"
"https://www.consoc.io","Consciousness Evolution Operating System (ConSoc)","C5","underdog_signal","Not documented","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. Not documented"
"https://www.consoc.io","Consciousness Evolution Operating System (ConSoc)","C6","governance_model","Addresses challenges in cooperative digital infrastructure by serving civic actors.","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: Addresses challenges in cooperative digital infrastructure by serving civic actors."
"https://www.welivedit.ai","We Live It","C1","political_relevance_summary","We Live It addresses civic technology. AI-powered platform for community-driven urban planning and civic engagement.","Generic inequality reference; no specific mechanism named; no formal contestation pathway","3","12","Weak or absent power asymmetry framing. We Live It addresses civic technology. AI-powered platform for community-driven urban planning and civic engagement."
"https://www.welivedit.ai","We Live It","C2","communities_served","Urban residents, city planners, community organizations","Broad population implied; mechanism general; no documented participatory design process","6","20","Broad population implied without mechanism specificity. Served: Urban residents, city planners, community organizations"
"https://www.welivedit.ai","We Live It","C3","governance_model","LLC","Some participation documented; primarily delivery-stage or consultation-only","4","12","Some participation, limited to delivery or consultation. Governance: LLC"
"https://www.welivedit.ai","We Live It","C4","documented_limitations","Not documented","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Not documented"
"https://www.welivedit.ai","We Live It","C5","underdog_signal","For-profit/social enterprise","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. For-profit/social enterprise"
"https://www.welivedit.ai","We Live It","C6","governance_model","LLC","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: LLC"
"https://www.fixmystreet.com","FixMyStreet","C1","political_relevance_summary","FixMyStreet addresses democratic participation and citizen engagement. Report, view, and discuss local street problems with UK councils.","Power imbalance implied; mechanism underspecified; informal or indirect response only","4","12","Implied rather than named power asymmetry. FixMyStreet addresses democratic participation and citizen engagement. Report, view, and discuss local street problems with UK councils."
"https://www.fixmystreet.com","FixMyStreet","C2","communities_served","citizens; local councils; developers","Broad population implied; mechanism general; no documented participatory design process","7","20","Broad population implied without mechanism specificity. Served: citizens; local councils; developers"
"https://www.fixmystreet.com","FixMyStreet","C3","governance_model","project_of_larger_org","Some participation documented; primarily delivery-stage or consultation-only","5","12","Some participation, limited to delivery or consultation. Governance: project_of_larger_org"
"https://www.fixmystreet.com","FixMyStreet","C4","documented_limitations","Dependent on council responsiveness and integration; Coverage varies significantly by local authority; Limited ability to track actual problem resolution vs. reporting","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Dependent on council responsiveness and integration; Coverage varies significantly by local authority; Limited ability to track actual problem resolut"
"https://www.fixmystreet.com","FixMyStreet","C5","underdog_signal","Nonprofit/charity","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. Nonprofit/charity"
"https://www.fixmystreet.com","FixMyStreet","C6","governance_model","project_of_larger_org","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","3","12","Informs level IAP2. Governance: project_of_larger_org"
