project_url,project_name,criterion,evidence_field,evidence_value,interpretation,score,max_score,justification
https://github.com/cavi-au/consent-o-matic,Consent-O-Matic,C2,communities_served,Internet users subject to dark patterns; non-technical users,Named populations with named exclusion mechanism (manipulative consent),5,20,Moderate: general user framing; limited excluded population specificity
https://github.com/cavi-au/consent-o-matic,Consent-O-Matic,C3,governance_model,Academic research tool; limited documented participatory design,Participatory engagement limited,3,12,Limited: academic origin without community co-design evidence
https://github.com/cavi-au/consent-o-matic,Consent-O-Matic,C4,outcome_methodology,Dark pattern critique; consent power dynamics explicitly addressed,Critical self-examination strong,7,20,Good: explicit systemic critique of consent manipulation
https://github.com/cavi-au/consent-o-matic,Consent-O-Matic,C5,underdog_signal,Open source academic tool; counter to corporate consent manipulation,Structural underdog signal present,5,6,Strong: explicitly counter corporate dark pattern power
https://github.com/cavi-au/consent-o-matic,Consent-O-Matic,C6,governance_model,Automates consent on behalf of user — empowers via automation,IAP2 ladder: empowers level (automated),4,12,Moderate: empowers but automated not participatory
https://github.com/whotargetsme/ad-transparency-standards/blob/main/implement.md,Political Ad Transparency Standard,C1,political_relevance_summary,Ad transparency standards exposing political targeting power,Structural correction of political advertising opacity,7,12,Good: addresses power asymmetry of political micro-targeting
https://github.com/whotargetsme/ad-transparency-standards/blob/main/implement.md,Political Ad Transparency Standard,C2,communities_served,Voters subject to micro-targeting; marginalised communities targeted by political ads,Named populations with named exclusion mechanism (targeted manipulation),4,20,Moderate: named populations but standards-body framing
https://github.com/whotargetsme/ad-transparency-standards/blob/main/implement.md,Political Ad Transparency Standard,C3,governance_model,Who Targets Me civil society process; limited community participation,Participatory engagement limited,5,12,Moderate: civil society process but limited community lifecycle
https://github.com/whotargetsme/ad-transparency-standards/blob/main/implement.md,Political Ad Transparency Standard,C4,outcome_methodology,Political advertising power analysis; targeting manipulation critique,Critical self-examination strong,8,20,Strong: explicit critique of political power in advertising
https://github.com/whotargetsme/ad-transparency-standards/blob/main/implement.md,Political Ad Transparency Standard,C5,underdog_signal,Civil society counter-power tool against political advertisers,Moderate underdog signal,2,6,Limited: standards body framing dilutes signal
https://github.com/whotargetsme/ad-transparency-standards/blob/main/implement.md,Political Ad Transparency Standard,C6,governance_model,Standards for ad transparency; informs/consults at sector level,IAP2 ladder: consults level,4,12,Limited: standards without community empowerment mechanism
https://github.com/populatetools,Populate Tools,C1,political_relevance_summary,Open data tools for democratic transparency in Spain,Moderate power correction in civic data,5,12,Moderate: transparency framing but limited formal mechanism
https://github.com/populatetools,Populate Tools,C2,communities_served,Citizens; civic organisations; journalists,Named populations with data access,5,20,Moderate: named populations but general civic framing
https://github.com/populatetools,Populate Tools,C3,governance_model,Open source; civic community; limited documented design,Participatory engagement limited,5,12,Moderate: open source but lifecycle engagement unclear
https://github.com/populatetools,Populate Tools,C4,outcome_methodology,Transparency critique; civic accountability framing,Critical self-examination moderate,4,20,Moderate: transparency critique but limited depth
https://github.com/populatetools,Populate Tools,C5,underdog_signal,Civic tech; counter-opacity in governance,Moderate underdog signal,4,6,Good: civic counter-opacity mission
https://github.com/populatetools,Populate Tools,C6,governance_model,Open data tools; informs/consults civic actors,IAP2 ladder: informs/consults level,6,12,Moderate: informing civic action
https://matrix.org,Matrix,C1,political_relevance_summary,Decentralised communication protocol resisting surveillance,Moderate power correction via decentralisation,7,12,Good: addresses surveillance power asymmetry
https://matrix.org,Matrix,C2,communities_served,General internet users; activists; privacy-conscious users,Named populations but broad framing,5,20,Moderate: limited excluded population specificity
https://matrix.org,Matrix,C3,governance_model,Open standard; Foundation governance; limited community co-design,Participatory engagement limited,4,12,Limited: Foundation model without community lifecycle engagement
https://matrix.org,Matrix,C4,outcome_methodology,Decentralisation critique of centralised surveillance; privacy rights framing,Critical self-examination moderate,7,20,Good: explicit structural critique of surveillance capitalism
https://matrix.org,Matrix,C5,underdog_signal,Open standard; non-profit Foundation,Moderate underdog signal,0,6,None: institutionally stable; lacks clear excluded-population signal
https://matrix.org,Matrix,C6,governance_model,Protocol enables autonomous communication; decentralised empowerment,IAP2 ladder: empowers level (structural),6,12,Moderate: structural empowerment but no participatory mechanism
https://nookcrm.com,Nook CRM,C1,political_relevance_summary,CRM for community organising and mutual aid,Moderate power correction for community organisers,4,12,Moderate: organising tool with limited formal power mechanism
https://nookcrm.com,Nook CRM,C2,communities_served,Community organisers; mutual aid groups; grassroots activists,Named populations with community organising access,7,20,Good: named community populations with organising context
https://nookcrm.com,Nook CRM,C3,governance_model,Community-designed CRM; organiser co-design,Participatory design with community organisers,8,12,Good: documented organiser co-design model
https://nookcrm.com,Nook CRM,C4,documented_limitations,Organising power dynamics; limited self-critique depth,Critical self-examination limited,5,20,Moderate: community framing but limited structural critique
https://nookcrm.com,Nook CRM,C5,underdog_signal,Grassroots tool; mutual aid/organising focus,Moderate underdog signal,1,6,Weak: commercial SaaS model dilutes signal
https://nookcrm.com,Nook CRM,C6,governance_model,Enables organising action; community tool,IAP2 ladder: involves level,4,12,Limited: enables action but limited formal democratic mechanism
https://library.theengineroom.org,Engine Room Library,C1,political_relevance_summary,Resource library for civil society and advocacy organisations,Moderate power correction in advocacy capacity,4,12,Moderate: capacity building but limited formal mechanism
https://library.theengineroom.org,Engine Room Library,C2,communities_served,Civil society organisations; advocacy groups; Global South NGOs,Named populations with advocacy access,5,20,Moderate: named populations but library-tool framing
https://library.theengineroom.org,Engine Room Library,C3,governance_model,Engine Room community process; civil society co-design,Participatory engagement moderate,5,12,Moderate: civil society process but lifecycle depth unclear
https://library.theengineroom.org,Engine Room Library,C4,outcome_methodology,Tech for advocacy critique; power dynamics in civil society tech,Critical self-examination present,7,20,Good: explicit structural critique of advocacy tech
https://library.theengineroom.org,Engine Room Library,C5,underdog_signal,Engine Room non-profit; Global South civil society focus,Structural underdog signal present,4,6,Good: explicitly Global South civil society orientation
https://library.theengineroom.org,Engine Room Library,C6,governance_model,Informs civil society; enables advocacy action,IAP2 ladder: informs level,3,12,Limited: primarily informing function
https://meta.wikimedia.org/wiki/abstract_wikipedia,Abstract Wikipedia,C1,political_relevance_summary,Language-neutral knowledge for underserved language communities,Moderate epistemic power correction,4,12,Moderate: knowledge equity framing but limited formal mechanism
https://meta.wikimedia.org/wiki/abstract_wikipedia,Abstract Wikipedia,C2,communities_served,Speakers of underrepresented languages; knowledge-excluded communities,Named populations with knowledge access,8,20,Good: named language exclusion mechanism
https://meta.wikimedia.org/wiki/abstract_wikipedia,Abstract Wikipedia,C3,governance_model,Wikimedia Foundation process; volunteer contributor model,Participatory engagement moderate,5,12,Moderate: open contribution but Foundation governance
https://meta.wikimedia.org/wiki/abstract_wikipedia,Abstract Wikipedia,C4,outcome_methodology,Knowledge equity critique; language power dynamics addressed,Critical self-examination moderate,6,20,Moderate: equity framing but limited structural critique depth
https://meta.wikimedia.org/wiki/abstract_wikipedia,Abstract Wikipedia,C5,underdog_signal,Language community focus; counter to English-dominant knowledge,Moderate underdog signal,1,6,Weak: Wikimedia Foundation institutional backing dilutes signal
https://meta.wikimedia.org/wiki/abstract_wikipedia,Abstract Wikipedia,C6,governance_model,Volunteer-contributed knowledge; community-governed,IAP2 ladder: involves/collaborates level,4,12,Moderate: community governance but Wikimedia institutional constraints
https://github.com/mastodon/mastodon,Mastodon,C1,political_relevance_summary,Federated social network resisting corporate surveillance,Moderate power correction via federation,6,12,Good: addresses corporate platform power asymmetry
https://github.com/mastodon/mastodon,Mastodon,C2,communities_served,General social media users; communities excluded from corporate platforms,Named populations but broad framing,4,20,Limited: general user framing; no excluded population specificity
https://github.com/mastodon/mastodon,Mastodon,C3,governance_model,Open source; community instances; volunteer governance,Participatory engagement moderate,4,12,Moderate: instance-level governance but limited design lifecycle
https://github.com/mastodon/mastodon,Mastodon,C4,outcome_methodology,Decentralisation critique of centralised social media power,Critical self-examination moderate,6,20,Good: explicit structural critique of platform power
https://github.com/mastodon/mastodon,Mastodon,C5,underdog_signal,Open source; federated counter-corporate model,Moderate underdog signal,0,6,None: institutionally stable; main instance commercial-adjacent
https://github.com/mastodon/mastodon,Mastodon,C6,governance_model,Federated self-governance; community-moderated instances,IAP2 ladder: collaborates level,7,12,Good: federated community governance model
https://monitormamdani.com/,Monitor Mamdani,C1,political_relevance_summary,Political accountability monitoring for NYC mayoral race,Moderate power correction in political accountability,6,12,Moderate: accountability framing with limited formal mechanism
https://monitormamdani.com/,Monitor Mamdani,C2,communities_served,NYC residents; communities affected by Mamdani platform,Named populations with political accountability access,5,20,Moderate: named geographic community but limited mechanism specificity
https://monitormamdani.com/,Monitor Mamdani,C3,governance_model,Limited documented participatory design,Participatory engagement limited,3,12,Limited: accountability tool without community co-design evidence
https://monitormamdani.com/,Monitor Mamdani,C4,outcome_methodology,Political accountability analysis; power dynamics monitoring,Critical self-examination moderate,5,20,Moderate: accountability framing but limited structural critique
https://monitormamdani.com/,Monitor Mamdani,C5,underdog_signal,Grassroots monitoring tool; counter to political establishment,Structural underdog signal present,5,6,Strong: explicitly counter-establishment accountability tool
https://monitormamdani.com/,Monitor Mamdani,C6,governance_model,Informs voters; enables accountability action,IAP2 ladder: informs level,3,12,Limited: primarily informing function
https://github.com/travisbrown/birdwatch,Community Notes Analysis,C1,political_relevance_summary,Analysis of Twitter/X Community Notes system and its power dynamics,Moderate accountability analysis of platform power,6,12,Good: explicit power analysis of platform-controlled fact-checking
https://github.com/travisbrown/birdwatch,Community Notes Analysis,C2,communities_served,Researchers; journalists; communities affected by platform misinformation,Named populations but research-tool framing,3,20,Limited: analytical tool without community centering
https://github.com/travisbrown/birdwatch,Community Notes Analysis,C3,governance_model,Open source analysis; limited community design,Participatory engagement limited,2,12,Limited: analytical tool without participatory design
https://github.com/travisbrown/birdwatch,Community Notes Analysis,C4,outcome_methodology,Explicit platform power critique; systemic analysis of Community Notes design,Critical self-examination strong,8,20,Strong: explicit structural critique of platform epistemic power
https://github.com/travisbrown/birdwatch,Community Notes Analysis,C5,underdog_signal,Independent researcher; counter-platform analysis,Structural underdog signal present,4,6,Good: independent counter-platform research
https://github.com/travisbrown/birdwatch,Community Notes Analysis,C6,governance_model,Informs platform accountability; analytical tool,IAP2 ladder: informs level,3,12,Limited: primarily informing/analytical function
https://github.com/disarmfoundation/disarmframeworks,DISARM Frameworks,C1,political_relevance_summary,Counter-disinformation framework for information warfare analysis,Moderate power correction in information environment,7,12,Good: addresses disinformation power asymmetry
https://github.com/disarmfoundation/disarmframeworks,DISARM Frameworks,C2,communities_served,Civil society; researchers; communities targeted by disinformation,Named populations but research-tool framing,5,20,Moderate: named populations but limited community centering
https://github.com/disarmfoundation/disarmframeworks,DISARM Frameworks,C3,governance_model,Limited documented community participation in framework design,Participatory engagement limited,3,12,Limited: framework development without documented community co-design
https://github.com/disarmfoundation/disarmframeworks,DISARM Frameworks,C4,outcome_methodology,Disinformation power analysis; adversarial framing documented,Critical self-examination moderate,6,20,Moderate: power analysis present but limited self-critique of framework
https://github.com/disarmfoundation/disarmframeworks,DISARM Frameworks,C5,underdog_signal,Non-profit counter-disinformation focus,Weak underdog signal,1,6,Weak: institutionally stable; security sector adjacent
https://github.com/disarmfoundation/disarmframeworks,DISARM Frameworks,C6,governance_model,Informs counter-disinformation practitioners; limited empowerment mechanism,IAP2 ladder: informs level,3,12,Limited: technical framework without community empowerment
https://granitt.io,Granitt,C1,primary_users_or_beneficiaries,[very limited data],Minimal dossier — cannot assess,3,12,Floor applied: dossier_completeness 0.15
https://granitt.io,Granitt,C2,communities_served,[very limited data],Minimal dossier — cannot assess,1,20,Floor applied: dossier_completeness 0.15
https://granitt.io,Granitt,C3,governance_model,[very limited data],Minimal dossier — cannot assess,1,12,Floor applied: dossier_completeness 0.15
https://granitt.io,Granitt,C4,political_relevance_summary,[very limited data],Minimal dossier — cannot assess,1,20,Floor applied: dossier_completeness 0.15
https://granitt.io,Granitt,C5,underdog_signal,[very limited data],Cannot assess — floor protection active,4,6,Underdog protection: completeness < 0.4
https://granitt.io,Granitt,C6,governance_model,[very limited data],Minimal dossier — cannot assess,3,12,Floor applied: dossier_completeness 0.15
https://hand-written-petition-scanner.streamlit.app,Hand-Written Petition Scanner,C1,political_relevance_summary,Petition accessibility tool for excluded petition signatories,Limited evidence — dead link,5,12,Floor applied: dossier_completeness 0.30; dead link
https://hand-written-petition-scanner.streamlit.app,Hand-Written Petition Scanner,C2,communities_served,Excluded petition signatories; digitally marginalised,Named populations with named exclusion mechanism,4,20,Floor applied: dossier_completeness 0.30
https://hand-written-petition-scanner.streamlit.app,Hand-Written Petition Scanner,C3,governance_model,[limited data],Limited evidence,2,12,Floor applied: dossier_completeness 0.30
https://hand-written-petition-scanner.streamlit.app,Hand-Written Petition Scanner,C4,political_relevance_summary,[limited data],Limited evidence,3,20,Floor applied: dossier_completeness 0.30
https://hand-written-petition-scanner.streamlit.app,Hand-Written Petition Scanner,C5,underdog_signal,[limited data],Cannot assess — floor protection active,6,6,Underdog protection: completeness < 0.4
https://hand-written-petition-scanner.streamlit.app,Hand-Written Petition Scanner,C6,governance_model,[limited data],Limited evidence,4,12,Floor applied: dossier_completeness 0.30
https://ladderhub.org/,Ladder Hub,C1,political_relevance_summary,[limited data],Limited dossier evidence,3,12,Floor applied: dossier_completeness 0.25
https://ladderhub.org/,Ladder Hub,C2,communities_served,Apparent community focus from name/partial data,Cannot fully assess,8,20,Floor applied: dossier_completeness 0.25
https://ladderhub.org/,Ladder Hub,C3,governance_model,[limited data],Limited evidence,1,12,Floor applied: dossier_completeness 0.25
https://ladderhub.org/,Ladder Hub,C4,political_relevance_summary,[limited data],Limited evidence,2,20,Floor applied: dossier_completeness 0.25
https://ladderhub.org/,Ladder Hub,C5,underdog_signal,[limited data],Cannot assess — floor protection active,3,6,Underdog protection: completeness < 0.4
https://ladderhub.org/,Ladder Hub,C6,governance_model,[limited data],Limited evidence,2,12,Floor applied: dossier_completeness 0.25
https://mapping.kids,Mapping.kids,C1,political_relevance_summary,[null],All dossier fields null — cannot assess,2,12,Floor applied: dossier_completeness 0.10
https://mapping.kids,Mapping.kids,C2,communities_served,[null],All dossier fields null — cannot assess,4,20,Floor applied: dossier_completeness 0.10
https://mapping.kids,Mapping.kids,C3,governance_model,[null],All dossier fields null — cannot assess,2,12,Floor applied: dossier_completeness 0.10
https://mapping.kids,Mapping.kids,C4,political_relevance_summary,[null],All dossier fields null — cannot assess,1,20,Floor applied: dossier_completeness 0.10
https://mapping.kids,Mapping.kids,C5,underdog_signal,[null],Cannot assess — floor protection active,6,6,Underdog protection: completeness < 0.4
https://mapping.kids,Mapping.kids,C6,governance_model,[null],All dossier fields null — cannot assess,2,12,Floor applied: dossier_completeness 0.10
https://liberopinion.com,liberopinion.com,C1,political_relevance_summary,[no dossier],No dossier file found — cannot assess,2,12,Floor applied: no dossier; completeness 0.00
https://liberopinion.com,liberopinion.com,C2,communities_served,[no dossier],No dossier file found — cannot assess,2,20,Floor applied: no dossier; completeness 0.00
https://liberopinion.com,liberopinion.com,C3,governance_model,[no dossier],No dossier file found — cannot assess,2,12,Floor applied: no dossier; completeness 0.00
https://liberopinion.com,liberopinion.com,C4,political_relevance_summary,[no dossier],No dossier file found — cannot assess,2,20,Floor applied: no dossier; completeness 0.00
https://liberopinion.com,liberopinion.com,C5,underdog_signal,[no dossier],Cannot assess — floor protection active,6,6,Underdog protection: completeness 0.00
https://liberopinion.com,liberopinion.com,C6,governance_model,[no dossier],No dossier file found — cannot assess,2,12,Floor applied: no dossier; completeness 0.00
https://medium.com/@abscond/membership-a-prototype-ea822b2683b,Membership (prototype),C1,political_relevance_summary,[limited data; 403 access],Limited dossier evidence,3,12,Floor applied: dossier_completeness 0.20
https://medium.com/@abscond/membership-a-prototype-ea822b2683b,Membership (prototype),C2,communities_served,[limited data],Limited evidence,2,20,Floor applied: dossier_completeness 0.20
https://medium.com/@abscond/membership-a-prototype-ea822b2683b,Membership (prototype),C3,governance_model,[limited data],Limited evidence,1,12,Floor applied: dossier_completeness 0.20
https://medium.com/@abscond/membership-a-prototype-ea822b2683b,Membership (prototype),C4,political_relevance_summary,[limited data],Limited evidence,3,20,Floor applied: dossier_completeness 0.20
https://medium.com/@abscond/membership-a-prototype-ea822b2683b,Membership (prototype),C5,underdog_signal,[limited data],Cannot assess — floor protection active,6,6,Underdog protection: completeness < 0.4
https://medium.com/@abscond/membership-a-prototype-ea822b2683b,Membership (prototype),C6,governance_model,[limited data],Limited evidence,4,12,Floor applied: dossier_completeness 0.20
https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,Agreement Engine,C1,political_relevance_summary,[limited data; 403 access],Limited dossier — governance tooling framing,3,12,Floor applied: dossier_completeness 0.25
https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,Agreement Engine,C2,communities_served,[limited data],Limited evidence,2,20,Floor applied: dossier_completeness 0.25
https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,Agreement Engine,C3,governance_model,[limited data],Limited evidence,2,12,Floor applied: dossier_completeness 0.25
https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,Agreement Engine,C4,political_relevance_summary,[limited data],Limited evidence,4,20,Floor applied: dossier_completeness 0.25
https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,Agreement Engine,C5,underdog_signal,[limited data],Cannot assess — floor protection active,5,6,Underdog protection: completeness < 0.4
https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,Agreement Engine,C6,governance_model,[limited data],Limited evidence,5,12,Floor applied: dossier_completeness 0.25
https://local-deep-researcher-hnmh.vercel.app/,Local Deep Researcher,C1,political_relevance_summary,[limited data; 404 access],Minimal dossier — cannot assess,2,12,Floor applied: dossier_completeness 0.20
https://local-deep-researcher-hnmh.vercel.app/,Local Deep Researcher,C2,communities_served,[limited data],Limited evidence,2,20,Floor applied: dossier_completeness 0.20
https://local-deep-researcher-hnmh.vercel.app/,Local Deep Researcher,C3,governance_model,[limited data],Limited evidence,1,12,Floor applied: dossier_completeness 0.20
https://local-deep-researcher-hnmh.vercel.app/,Local Deep Researcher,C4,political_relevance_summary,[limited data],Limited evidence,1,20,Floor applied: dossier_completeness 0.20
https://local-deep-researcher-hnmh.vercel.app/,Local Deep Researcher,C5,underdog_signal,[limited data],Cannot assess — floor protection active,4,6,Underdog protection: completeness < 0.4
https://local-deep-researcher-hnmh.vercel.app/,Local Deep Researcher,C6,governance_model,[limited data],Limited evidence,2,12,Floor applied: dossier_completeness 0.20
https://moralmachine.net,Moral Machine,C1,political_relevance_summary,Crowdsourced AI ethics; public moral data collection,Limited power correction — crowdsourcing without structural change,3,12,Limited: research tool without formal power mechanism
https://moralmachine.net,Moral Machine,C2,communities_served,General public; AI ethics researchers,Named populations but general framing,3,20,Limited: broad public framing; no excluded population centering
https://moralmachine.net,Moral Machine,C3,outcome_methodology,Crowdsourced multi-country data collection; participatory ethics,Participatory engagement present,5,12,Moderate: participatory data collection documented
https://moralmachine.net,Moral Machine,C4,outcome_methodology,AI ethics framing; moral philosophy embedded in methodology,Critical self-examination moderate,7,20,Good: ethical reasoning framework explicitly embedded
https://moralmachine.net,Moral Machine,C5,underdog_signal,Academic research; limited counter-power positioning,Weak underdog signal,0,6,None: MIT institutional backing
https://moralmachine.net,Moral Machine,C6,governance_model,Public participation in AI ethics; involves public in decisions,IAP2 ladder: involves level,5,12,Moderate: involves public but limited empowerment mechanism
https://github.com/ytdl-org/youtube-dl,youtube-dl,C1,political_relevance_summary,Video download tool; resisted MPAA copyright enforcement,Limited power correction — infrastructure tool,5,12,Moderate: copyright resistance framing
https://github.com/ytdl-org/youtube-dl,youtube-dl,C2,communities_served,General users; researchers; archivists,Named populations but broad framing,4,20,Limited: no excluded population focus
https://github.com/ytdl-org/youtube-dl,youtube-dl,C3,governance_model,Open source volunteer community,Participatory engagement moderate,2,12,Limited: volunteer community but no community design
https://github.com/ytdl-org/youtube-dl,youtube-dl,C4,outcome_methodology,Copyright power critique; platform resistance documented,Critical self-examination moderate,4,20,Moderate: implicit power critique in copyright resistance
https://github.com/ytdl-org/youtube-dl,youtube-dl,C5,underdog_signal,Copyright lawsuit target; counter to MPAA/platform power,Strong underdog signal,5,6,Strong: actively targeted by corporate legal action
https://github.com/ytdl-org/youtube-dl,youtube-dl,C6,governance_model,Tool provision; no formal democratic mechanism,IAP2 ladder: informs level,2,12,Limited: technical tool without empowerment mechanism
https://grantnav.threesixtygiving.org,GrantNav,C1,political_relevance_summary,Grant funding transparency for civil society,Moderate power correction in funding data,5,12,Moderate: funding transparency reduces information asymmetry
https://grantnav.threesixtygiving.org,GrantNav,C2,communities_served,Civil society organisations; grant seekers; small NGOs,Named populations with funding data access,3,20,Limited: general civil society framing
https://grantnav.threesixtygiving.org,GrantNav,C3,governance_model,360Giving open data community; limited participatory design,Participatory engagement limited,3,12,Limited: data community but limited community co-design
https://grantnav.threesixtygiving.org,GrantNav,C4,outcome_methodology,Funding transparency critique; funder power acknowledged,Critical self-examination moderate,5,20,Moderate: transparency critique present
https://grantnav.threesixtygiving.org,GrantNav,C5,underdog_signal,Civil society data tool; 360Giving non-profit,Moderate underdog signal,3,6,Moderate: civil society mission
https://grantnav.threesixtygiving.org,GrantNav,C6,governance_model,Informs grant seekers; enables applications,IAP2 ladder: informs level,3,12,Limited: primarily informing function
https://joss.theoj.org,JOSS,C1,political_relevance_summary,Open access journal for research software,Moderate power correction in academic publishing,4,12,Moderate: open access corrects academic publishing asymmetry
https://joss.theoj.org,JOSS,C2,communities_served,Open source software developers; researchers excluded from traditional publishing,Named populations with open access mechanism,2,20,Limited: academic community framing
https://joss.theoj.org,JOSS,C3,governance_model,Open review process; community peer review,Participatory design present,5,12,Good: open community review model
https://joss.theoj.org,JOSS,C4,outcome_methodology,Academic publishing power critique; open access framing,Critical self-examination moderate,5,20,Moderate: publishing power critique present
https://joss.theoj.org,JOSS,C5,underdog_signal,Non-profit open access; counter to academic publishing gatekeepers,Moderate underdog signal,2,6,Moderate: open access counter-power positioning
https://joss.theoj.org,JOSS,C6,governance_model,Open review process; community-governed publishing,IAP2 ladder: involves level,4,12,Moderate: community involvement in review
https://gordonguthrie.github.io/frankensteinbill,Frankenstein Bill,C1,political_relevance_summary,Legislative transparency tool showing composite bill sources,Moderate power correction in legislative transparency,5,12,Moderate: transparency reduces information asymmetry
https://gordonguthrie.github.io/frankensteinbill,Frankenstein Bill,C2,communities_served,Citizens excluded from understanding complex legislation,Named populations with named exclusion mechanism (legislative opacity),1,20,Limited: general citizen framing
https://gordonguthrie.github.io/frankensteinbill,Frankenstein Bill,C3,governance_model,Open source individual project; limited community design,Participatory engagement limited,3,12,Limited: individual project without community lifecycle
https://gordonguthrie.github.io/frankensteinbill,Frankenstein Bill,C4,outcome_methodology,Legislative power critique; complexity-as-obfuscation analysis,Critical self-examination present,5,20,Moderate: legislative power critique
https://gordonguthrie.github.io/frankensteinbill,Frankenstein Bill,C5,underdog_signal,Independent developer; counter-legislative opacity,Structural underdog signal present,5,6,Strong: individual counter-power tool against legislative complexity
https://gordonguthrie.github.io/frankensteinbill,Frankenstein Bill,C6,governance_model,Informs citizens about legislation; transparency tool,IAP2 ladder: informs level,2,12,Limited: primarily informing function
https://gov.uk/find-local-consultations,Find Local Consultations,C1,political_relevance_summary,Government tool enabling citizens to find local consultations,Moderate power correction in consultation access,5,12,Moderate: formal consultation access but government-owned
https://gov.uk/find-local-consultations,Find Local Consultations,C2,communities_served,Citizens excluded from consultation awareness; local communities,Named populations with consultation access,4,20,Moderate: general citizen framing
https://gov.uk/find-local-consultations,Find Local Consultations,C3,governance_model,Government service; limited community co-design evidence,Participatory engagement limited,3,12,Limited: government tool without community design
https://gov.uk/find-local-consultations,Find Local Consultations,C4,documented_limitations,Limited critique of consultation power dynamics,Critical self-examination limited,4,20,Limited: government framing without structural power critique
https://gov.uk/find-local-consultations,Find Local Consultations,C5,underdog_signal,Government-built tool; limited underdog signal,No underdog signal,0,6,None: government-owned tool
https://gov.uk/find-local-consultations,Find Local Consultations,C6,governance_model,Informs citizens about consultations; enables participation,IAP2 ladder: informs/consults level,5,12,Moderate: formal consultation gateway
https://logos.co/,Logos,C1,political_relevance_summary,Privacy-preserving decentralised communication,Moderate power correction via decentralisation,4,12,Moderate: decentralisation framing but limited formal mechanism
https://logos.co/,Logos,C2,communities_served,Privacy-conscious users; activists in censored environments,Named populations but limited specificity,2,20,Limited: general privacy framing
https://logos.co/,Logos,C3,governance_model,Decentralised autonomous organisation model,Participatory engagement limited,2,12,Limited: DAO model without documented community lifecycle
https://logos.co/,Logos,C4,political_relevance_summary,Censorship resistance critique; state surveillance critique,Critical self-examination moderate,4,20,Moderate: privacy/censorship critique present
https://logos.co/,Logos,C5,underdog_signal,Web3 counter-surveillance positioning; censorship resistance,Structural underdog signal present,4,6,Good: explicitly counter-surveillance/censorship
https://logos.co/,Logos,C6,governance_model,Enables private communication; censorship resistance,IAP2 ladder: empowers level (structural),4,12,Moderate: structural empowerment but no participatory mechanism
https://membersinterests.org.uk,Members' Interests,C1,political_relevance_summary,Parliamentary financial interests transparency tool,Moderate power correction in political accountability,7,12,Good: addresses financial opacity of elected officials
https://membersinterests.org.uk,Members' Interests,C2,communities_served,Citizens excluded from knowledge of MP financial interests,Named populations but general civic framing,3,20,Limited: general public framing
https://membersinterests.org.uk,Members' Interests,C3,governance_model,mySociety open data tool; limited community design,Participatory engagement limited,1,12,Limited: technical accountability tool
https://membersinterests.org.uk,Members' Interests,C4,outcome_methodology,Parliamentary power critique; financial conflict of interest analysis,Critical self-examination present,5,20,Moderate: accountability critique present
https://membersinterests.org.uk,Members' Interests,C5,underdog_signal,Civil society accountability tool; counter to parliamentary opacity,Moderate underdog signal,1,6,Weak: mySociety institutional backing
https://membersinterests.org.uk,Members' Interests,C6,governance_model,Informs public about MP interests; enables accountability,IAP2 ladder: informs level,3,12,Limited: primarily informing function
https://github.com/ribenamaplesyrup/sugartrail,Sugartrail,C1,political_relevance_summary,Corporate network investigation tool for supply chains,Moderate power correction in corporate opacity,5,12,Moderate: corporate opacity analysis without formal mechanism
https://github.com/ribenamaplesyrup/sugartrail,Sugartrail,C2,communities_served,Investigative journalists; researchers; accountability campaigners,Named populations but researcher framing,2,20,Limited: specialist tool; limited community centering
https://github.com/ribenamaplesyrup/sugartrail,Sugartrail,C3,governance_model,Individual developer project; open source,Participatory engagement limited,1,12,Limited: individual project without community design
https://github.com/ribenamaplesyrup/sugartrail,Sugartrail,C4,outcome_methodology,Corporate power analysis; intra-class network critique,Critical self-examination moderate,3,20,Limited: analytical tool without self-critique depth
https://github.com/ribenamaplesyrup/sugartrail,Sugartrail,C5,underdog_signal,Individual counter-corporate accountability tool,Structural underdog signal present,6,6,Maximum: individual developer challenging corporate opacity
https://github.com/ribenamaplesyrup/sugartrail,Sugartrail,C6,governance_model,Informs corporate accountability investigations,IAP2 ladder: informs level,2,12,Limited: analytical tool without empowerment mechanism
https://kialo.com,Kialo,C1,political_relevance_summary,Structured debate platform for civic deliberation,Moderate power correction in civic debate access,4,12,Moderate: deliberation framing without structural mechanism
https://kialo.com,Kialo,C2,communities_served,Debate participants; civic deliberation users,Named populations but broad framing,2,20,Limited: general user framing
https://kialo.com,Kialo,C3,governance_model,Platform-mediated debate; limited community design,Participatory engagement moderate,3,12,Moderate: structured participation but commercial platform
https://kialo.com,Kialo,C4,outcome_methodology,Deliberative framing; argument structure transparency,Critical self-examination limited,4,20,Limited: structured debate without power critique
https://kialo.com,Kialo,C5,underdog_signal,Commercial platform; limited underdog signal,Weak underdog signal,1,6,Weak: commercial SaaS model
https://kialo.com,Kialo,C6,governance_model,Structured debate participation; involves in deliberation,IAP2 ladder: involves level,5,12,Moderate: structured civic deliberation
