rank,project,url,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
71,Participa (Podemos),https://github.com/podemos-info/participa,48.8,41.8,7,0.86,LOW,LOW,criteria,"Participa (Podemos) publicly acknowledges its limitations (geographic census-based voting may exclude some members, requires sms verification, outdated tech stack (rails 4.1/ruby 2.0)), a practice I consider essential for responsible technology deployment. The criteria score (41.8) reflects competent civic technology that addresses real problems, though without the systemic-change ambition or interpretability focus I most reward. I do not dismiss its value, but it sits in a part of the ranking where the connection to my core evaluation priorities is thinner."
72,The Commons Social Change Library,https://commonslibrary.org,48.8,40.8,8,0.86,LOW,LOW,criteria,"The Commons Social Change Library -- free digital library of 1500+ educational resources for activists, campaigners, and social change advocates -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. With 40.8 on criteria, this project shows genuine civic value but does not reach the top tier I reserve for projects combining open infrastructure with measurable governance impact. More evidence of participatory governance or safety-first design would be needed to move this higher in my framework."
73,ОПОРА (Opora),https://www.oporaua.org,48.8,41.8,7,0.86,LOW,LOW,criteria,"The foundation governance model at ОПОРА (Opora) tells me whether decisions about civic infrastructure are accountable -- and that governance-level analysis is where I start my evaluation. Criteria performance of 41.8 reflects a project that is doing useful work in its niche, though its connection to my core concerns around AI safety and open public systems is indirect. It occupies a lower tier not because it fails, but because the competition above it more directly addresses the governance and safety challenges I prioritize."
74,HURIDOCS,https://github.com/huridocs,48.6,48.6,0,0.71,LOW,LOW,criteria,"Recent commits (last: 2026-03-08) show HURIDOCS is actively maintained, which matters enormously for any project I would endorse as production-grade civic infrastructure. At 48.6 on criteria, it demonstrates practical civic utility without the additional safety-first or open-by-default qualities that distinguish the top-ranked projects in my framework. At this rank, the project exists in the civic technology space without strongly engaging the AI safety and open-infrastructure concerns that drive my highest scores."
75,rsky,https://github.com/blacksky-algorithms/rsky,48.6,48.6,0,0.71,LOW,LOW,criteria,"rsky -- an at protocol implementation prioritizing community safety and self-governance, written in rust -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The 48.6 criteria score signals a project with legitimate civic technology credentials, positioned in the working middle of my ranking by balancing relevance against my higher-order priorities. Its contribution is real but peripheral to the safety-aware, open-infrastructure priorities that anchor my evaluation."
76,Agencies for Good,https://www.agenciesforgood.org,48.4,40.4,8,0.86,LOW,HIGH,criteria,"Agencies for Good serves tech agencies, consultancies, freelancers, and having clearly identified beneficiaries makes impact assessment tractable in a way that vague 'for everyone' claims do not. Its criteria score of 40.4 reflects solid fundamentals -- real users, real civic purpose -- while falling short of the open-infrastructure and safety criteria that define my top tier. This carries high popularity risk -- it is well-known enough that name recognition could inflate perceived impact, so I have grounded my score in documented outcomes and technical architecture."
77,Civic Tech Field Guide,https://civictech.guide,48.2,40.2,8,0.86,LOW,LOW,criteria,"Delivered as database, platform, directory, Civic Tech Field Guide has a concrete interface layer that real users interact with -- I prefer scoring tangible tools over white papers. A criteria score of 40.2 places it in the solid middle -- it does meaningful civic work but lacks the outstanding safety-awareness or open-architecture features that would push it higher. More evidence of participatory governance or safety-first design would be needed to move this higher in my framework."
78,vTaiwan,https://github.com/g0v/vue.vtaiwan.tw,48.2,40.2,8,0.71,LOW,LOW,criteria,"As a civic tech community project, vTaiwan operates with institutional backing that shapes both its sustainability and its independence -- two factors I weigh carefully. The criteria score (40.2) reflects competent civic technology that addresses real problems, though without the systemic-change ambition or interpretability focus I most reward. It occupies a lower tier not because it fails, but because the competition above it more directly addresses the governance and safety challenges I prioritize."
79,Democracy Fund Open Source,https://www.dfos.com,47.8,39.8,8,0.86,LOW,LOW,criteria,"Democracy Fund Open Source -- open source tools and resources for civic engagement and democratic participation -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. A 39.8 criteria score means I found some civic relevance but limited evidence of the open architecture, participatory design, or safety-first approach I weight most. At this rank, the project exists in the civic technology space without strongly engaging the AI safety and open-infrastructure concerns that drive my highest scores."
80,Open Letter,https://openletter.earth,47.8,40.8,7,0.86,LOW,LOW,criteria,"Open Letter -- platform for creating and signing open letters to effect civic and political change -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. Criteria performance of 40.8 reflects a project that is doing useful work in its niche, though its connection to my core concerns around AI safety and open public systems is indirect. Its contribution is real but peripheral to the safety-aware, open-infrastructure priorities that anchor my evaluation."
81,Organise,https://www.organise.org.uk,47.6,39.6,8,0.71,LOW,LOW,criteria,"Organise -- get heard at work – a workers' network for collective action on employment issues -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The 39.6 criteria score reflects that while this project exists in the civic technology space, it does not strongly engage with the open-infrastructure or safety-aware design principles I prioritize. I do not dismiss its value, but it sits in a part of the ranking where the connection to my core evaluation priorities is thinner."
82,Principles for Public Participation in Procurement of AI,https://p4ai.net,47.6,39.6,8,0.86,LOW,LOW,criteria,"Aligned with SDG 16 – Peace, Justice and Strong Institutions, Principles for Public Participation in Procurement of AI frames its work within global development goals, though I evaluate primarily on technical architecture and governance rather than SDG labelling. At 39.6 on criteria, the project has civic purpose but scores modestly on the dimensions I weight highest -- systemic governance impact, technical openness, and risk awareness. More evidence of participatory governance or safety-first design would be needed to move this higher in my framework."
83,The DAO (Standard DAO Framework),https://github.com/vbuterin/dao,47.6,39.6,8,0.86,LOW,LOW,criteria,"The DAO (Standard DAO Framework) -- a standard dao (decentralized autonomous organization) framework written in solidity -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. Its criteria score of 39.6 tells me the project operates in a related space but does not deeply engage with the interpretability, safety, or open-governance priorities that shape my framework. It occupies a lower tier not because it fails, but because the competition above it more directly addresses the governance and safety challenges I prioritize."
84,meet.coop,https://www.meet.coop,47.6,40.6,7,0.71,LOW,MEDIUM,criteria,"meet.coop -- the online meeting cooperative - surveillance-free video conferencing powered by renewable energy on cooperatively owned infrastructure -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. A criteria score of 40.6 places it in the solid middle -- it does meaningful civic work but lacks the outstanding safety-awareness or open-architecture features that would push it higher. With moderate popularity risk, I have tried to assess substance over familiarity, weighting documented outcomes above general reputation."
85,Mastodon C,https://www.mastodonc.com,47.5,47.5,0,0.71,LOW,MEDIUM,criteria,"Deployed across United Kingdom, European Union, Mastodon C has proven it can operate in multiple regulatory and cultural contexts, which is a meaningful test of robustness. The criteria score (47.5) reflects competent civic technology that addresses real problems, though without the systemic-change ambition or interpretability focus I most reward. There is some popularity bias risk I have accounted for; my score reflects the dossier evidence more than the project's broader visibility."
86,CiviCRM,https://civicrm.org,47.4,39.4,8,0.71,LOW,MEDIUM,criteria,"CiviCRM touches AI directly -- no significant ai/machine learning components; primarily traditional database and crm functionality -- placing it squarely in the territory where my interpretability research tells me careful governance matters most. A 39.4 criteria score means I found some civic relevance but limited evidence of the open architecture, participatory design, or safety-first approach I weight most. I note moderate popularity risk and have calibrated accordingly, relying on technical and governance evidence rather than name recognition."
87,Anna's Archive,https://annas-archive.pm,47.3,47.3,0,0.86,LOW,LOW,criteria,"Anna's Archive -- a non-profit, open-source digital library preserving access to knowledge through shadow library aggregation -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. Criteria performance of 47.3 reflects a project that is doing useful work in its niche, though its connection to my core concerns around AI safety and open public systems is indirect. More evidence of participatory governance or safety-first design would be needed to move this higher in my framework."
88,Activist Handbook,https://activisthandbook.org,47.2,39.2,8,0.86,LOW,LOW,criteria,"Activist Handbook -- campaigning guides for activists -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The 39.2 criteria score reflects that while this project exists in the civic technology space, it does not strongly engage with the open-infrastructure or safety-aware design principles I prioritize. It occupies a lower tier not because it fails, but because the competition above it more directly addresses the governance and safety challenges I prioritize."
89,Agreement Engine,https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,47.2,39.2,8,0.86,LOW,LOW,criteria,"Agreement Engine -- a tool for designing and implementing digital governance agreements -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. At 39.2 on criteria, the project has civic purpose but scores modestly on the dimensions I weight highest -- systemic governance impact, technical openness, and risk awareness. At this rank, the project exists in the civic technology space without strongly engaging the AI safety and open-infrastructure concerns that drive my highest scores."
90,CoTech,https://coops.tech,47.2,39.2,8,0.71,LOW,LOW,criteria,"CoTech is genuinely community-owned, which distributes control in a way that mitigates the concentration-of-power risks I see as fundamental to safe civic technology. Its criteria score of 39.2 tells me the project operates in a related space but does not deeply engage with the interpretability, safety, or open-governance priorities that shape my framework. Its contribution is real but peripheral to the safety-aware, open-infrastructure priorities that anchor my evaluation."
91,UK Parliament Developer Portal,https://developer.parliament.uk,46.9,46.9,0,0.86,LOW,HIGH,criteria,"Running since 2014, UK Parliament Developer Portal has survived multiple funding cycles and political shifts -- longevity in civic tech is rare and tells me something real about product-community fit. A criteria score of 46.9 places it in the solid middle -- it does meaningful civic work but lacks the outstanding safety-awareness or open-architecture features that would push it higher. This carries high popularity risk -- it is well-known enough that name recognition could inflate perceived impact, so I have grounded my score in documented outcomes and technical architecture."
92,Discourse,https://www.discourse.org,46.8,38.8,8,0.71,LOW,MEDIUM,criteria,"Discourse publicly acknowledges its limitations (moderation at scale remains challenging, requires technical expertise for deployment and customization, dependency on active community management for healthy discourse), a practice I consider essential for responsible technology deployment. With 38.8 on criteria, this project occupies a lower tier -- it touches political technology but without the depth of open governance or risk-awareness I prioritize. I note moderate popularity risk and have calibrated accordingly, relying on technical and governance evidence rather than name recognition."
93,Go Vocal,https://www.govocal.com,46.8,38.8,8,0.71,LOW,LOW,criteria,"Go Vocal -- online community engagement platform for governments -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. A 38.8 criteria score means I found some civic relevance but limited evidence of the open architecture, participatory design, or safety-first approach I weight most. It occupies a lower tier not because it fails, but because the competition above it more directly addresses the governance and safety challenges I prioritize."
94,RxC Quadratic Voting,https://quadraticvote.radicalxchange.org,46.8,38.8,8,0.86,LOW,HIGH,criteria,"The project of larger org governance model at RxC Quadratic Voting tells me whether decisions about civic infrastructure are accountable -- and that governance-level analysis is where I start my evaluation. Criteria performance (38.8) places it in the lower portion of my ranking -- the connection to my core interests in AI safety, interpretability, and open public systems is tenuous. High popularity risk is a factor I have compensated for -- the brand is strong, but my score reflects what the dossier evidence actually substantiates."
95,Local Intelligence Hub,https://www.localintelligencehub.com,46.6,38.6,8,0.86,LOW,HIGH,criteria,"Local Intelligence Hub -- data platform for analyzing local mps, constituencies, public opinion and climate/nature movement engagement to support campaigning and organizing -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The 38.6 criteria score reflects that while this project exists in the civic technology space, it does not strongly engage with the open-infrastructure or safety-aware design principles I prioritize. I flag high popularity risk here: this project's reputation may exceed what the evidence strictly supports, and I have tried to score on verifiable substance rather than brand recognition."
96,CivicMatch,https://civicmatch.app,46.5,46.5,0,0.71,LOW,LOW,criteria,"CivicMatch -- connect citizens with civic opportunities and elected representatives -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The 46.5 criteria score signals a project with legitimate civic technology credentials, positioned in the working middle of my ranking by balancing relevance against my higher-order priorities. I do not dismiss its value, but it sits in a part of the ranking where the connection to my core evaluation priorities is thinner."
97,Idealist,https://idealist.org,46.0,39.0,7,0.71,LOW,LOW,criteria,"Idealist serves job seekers, nonprofit professionals, volunteers, and having clearly identified beneficiaries makes impact assessment tractable in a way that vague 'for everyone' claims do not. Its criteria score of 39.0 tells me the project operates in a related space but does not deeply engage with the interpretability, safety, or open-governance priorities that shape my framework. More evidence of participatory governance or safety-first design would be needed to move this higher in my framework."
98,dDocs,https://ddocs.new,45.7,45.7,0,0.71,LOW,MEDIUM,criteria,"dDocs -- decentralized documentation platform for civic and open governance -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. A criteria score of 45.7 places it in the solid middle -- it does meaningful civic work but lacks the outstanding safety-awareness or open-architecture features that would push it higher. I note moderate popularity risk and have calibrated accordingly, relying on technical and governance evidence rather than name recognition."
99,Pursuance Project,https://pursuanceproject.org,45.6,37.6,8,0.86,LOW,LOW,criteria,"As a nonprofit/charity project, Pursuance Project operates with institutional backing that shapes both its sustainability and its independence -- two factors I weigh carefully. With 37.6 on criteria, this project occupies a lower tier -- it touches political technology but without the depth of open governance or risk-awareness I prioritize. At this rank, the project exists in the civic technology space without strongly engaging the AI safety and open-infrastructure concerns that drive my highest scores."
100,Relational Tech Project,https://relationaltechproject.org,45.6,37.6,8,0.86,LOW,LOW,criteria,"Relational Tech Project -- tools crafted by, with, and for neighbors - made to help us care for and trust each other -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. A 37.6 criteria score means I found some civic relevance but limited evidence of the open architecture, participatory design, or safety-first approach I weight most. Its contribution is real but peripheral to the safety-aware, open-infrastructure priorities that anchor my evaluation."
101,Bellingcat Online Investigation Toolkit,https://bellingcat.gitbook.io/toolkit,45.5,45.5,0,0.86,LOW,LOW,criteria,"Bellingcat Online Investigation Toolkit makes replication materials available, lowering the barrier for other jurisdictions to adopt and adapt it -- this kind of transferability multiplies impact in a way I weight strongly. Criteria performance of 45.5 reflects a project that is doing useful work in its niche, though its connection to my core concerns around AI safety and open public systems is indirect. I do not dismiss its value, but it sits in a part of the ranking where the connection to my core evaluation priorities is thinner."
102,Political Advertising Transparency Data Standard,https://github.com/whotargetsme/ad-transparency-standards/blob/main/implement.md,45.2,39.2,6,0.86,LOW,HIGH,criteria,"Political Advertising Transparency Data Standard has been used in actual elections (2020 US Presidential Election, 2024 US Presidential Election, UK General Elections), which is about as high-stakes a deployment context as political technology gets. The 39.2 criteria score reflects that while this project exists in the civic technology space, it does not strongly engage with the open-infrastructure or safety-aware design principles I prioritize. The high popularity risk means I have been especially rigorous in separating documented evidence from reputation; a well-known name should earn its score on substance."
103,Gender Pay Gap Service,https://gender-pay-gap.service.gov.uk,45.1,33.1,12,0.86,LOW,HIGH,modifier,"Aligned with SDG 5: Gender Equality, SDG 10: Reduced Inequalities, Gender Pay Gap Service frames its work within global development goals, though I evaluate primarily on technical architecture and governance rather than SDG labelling. With +12 from modifiers, the scoring acknowledges that Gender Pay Gap Service's design choices around openness and participation are themselves a form of impact. I acknowledge high popularity risk: this project benefits from strong name recognition, and I have deliberately weighted measurable evidence over reputational halo."
104,Local Insight,https://localinsight.org,44.9,44.9,0,0.86,LOW,HIGH,criteria,"Local Insight appears in academic literature, giving me peer-reviewed evidence to assess alongside its real-world deployment claims. Its criteria score of 44.9 reflects solid fundamentals -- real users, real civic purpose -- while falling short of the open-infrastructure and safety criteria that define my top tier. High popularity risk is a factor I have compensated for -- the brand is strong, but my score reflects what the dossier evidence actually substantiates."
105,Beckton,https://richardpope.org/2017/03/05/beckton-a-tool-to-build,44.8,37.8,7,0.71,LOW,LOW,criteria,"Beckton's mission -- a conditional-commitment tool for creating groups of paying members — only charges if enough people join -- resonates with my work building AI systems for UK government where interoperability is a daily challenge. The criteria score of 37.8 reflects limited alignment with my highest priorities: safety-conscious AI deployment, open public infrastructure, and evidence of systemic democratic impact. Its contribution is real but peripheral to the safety-aware, open-infrastructure priorities that anchor my evaluation."
106,We Live It,https://www.welivedit.ai,44.8,37.8,7,0.71,LOW,LOW,criteria,"Deployed across United States, United Kingdom, Canada, We Live It has proven it can operate in multiple regulatory and cultural contexts, which is a meaningful test of robustness. With 37.8 on criteria, this project occupies a lower tier -- it touches political technology but without the depth of open governance or risk-awareness I prioritize. I do not dismiss its value, but it sits in a part of the ranking where the connection to my core evaluation priorities is thinner."
107,Fundación Ciudadanía Inteligente,https://ciudadaniai.org,44.3,36.3,8,0.86,LOW,LOW,criteria,"Fundación Ciudadanía Inteligente touches AI directly -- alianza por algoritmos inclusivos (alliance for inclusive algorithms) - global alliance to combat ai bias -- placing it squarely in the territory where my interpretability research tells me careful governance matters most. A 36.3 criteria score means I found some civic relevance but limited evidence of the open architecture, participatory design, or safety-first approach I weight most. More evidence of participatory governance or safety-first design would be needed to move this higher in my framework."
108,AISafety.info,https://aisafety.info,43.9,43.9,0,0.86,LOW,LOW,criteria,"AISafety.info -- educational resource on ai safety risks and how to help ensure beneficial ai outcomes -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. Criteria performance of 43.9 reflects a project that is doing useful work in its niche, though its connection to my core concerns around AI safety and open public systems is indirect. It occupies a lower tier not because it fails, but because the competition above it more directly addresses the governance and safety challenges I prioritize."
109,Mozilla Data Collective,https://datacollective.mozillafoundation.org,43.7,43.7,0,0.86,LOW,HIGH,criteria,"As a tool/platform, Mozilla Data Collective falls into a category where I look for evidence of open architecture, measurable outcomes, and responsible AI integration. At 43.7 on criteria, it demonstrates practical civic utility without the additional safety-first or open-by-default qualities that distinguish the top-ranked projects in my framework. High popularity risk is a factor I have compensated for -- the brand is strong, but my score reflects what the dossier evidence actually substantiates."
110,Ushahidi,https://www.ushahidi.com,43.5,35.5,8,0.71,LOW,MEDIUM,criteria,"Ushahidi -- crowdsourcing solutions to empower communities -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. At 35.5 on criteria, the project has civic purpose but scores modestly on the dimensions I weight highest -- systemic governance impact, technical openness, and risk awareness. I note moderate popularity risk and have calibrated accordingly, relying on technical and governance evidence rather than name recognition."
111,Security First / Umbrella,https://secfirst.org,43.3,43.3,0,0.86,LOW,LOW,criteria,"Security First / Umbrella is genuinely community-owned, which distributes control in a way that mitigates the concentration-of-power risks I see as fundamental to safe civic technology. Its criteria score of 43.3 reflects solid fundamentals -- real users, real civic purpose -- while falling short of the open-infrastructure and safety criteria that define my top tier. I do not dismiss its value, but it sits in a part of the ranking where the connection to my core evaluation priorities is thinner."
112,Spartacus,https://spartacus.app,42.9,34.9,8,0.71,LOW,LOW,criteria,"Spartacus -- build critical mass with conditional commitments that only activate when enough people join in -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The criteria score of 34.9 reflects limited alignment with my highest priorities: safety-conscious AI deployment, open public infrastructure, and evidence of systemic democratic impact. More evidence of participatory governance or safety-first design would be needed to move this higher in my framework."
113,Timecounts,https://timecounts.org,42.9,34.9,8,0.71,LOW,MEDIUM,criteria,"Timecounts publicly acknowledges its limitations (no published impact studies or independent verification of claimed benefits, testimonial from single organization (oceanside public library) provided but no systematic evaluation), a practice I consider essential for responsible technology deployment. With 34.9 on criteria, this project occupies a lower tier -- it touches political technology but without the depth of open governance or risk-awareness I prioritize. I note moderate popularity risk and have calibrated accordingly, relying on technical and governance evidence rather than name recognition."
114,MapIt,https://mapit.mysociety.org,42.7,42.7,0,0.71,LOW,MEDIUM,criteria,"MapIt -- match postcodes and geographical points to administrative areas -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. With 42.7 on criteria, this project shows genuine civic value but does not reach the top tier I reserve for projects combining open infrastructure with measurable governance impact. With moderate popularity risk, I have tried to assess substance over familiarity, weighting documented outcomes above general reputation."
115,Bluesky,https://bsky.app,42.5,42.5,0,0.71,LOW,MEDIUM,criteria,"The LLC governance model at Bluesky tells me whether decisions about civic infrastructure are accountable -- and that governance-level analysis is where I start my evaluation. Criteria performance of 42.5 reflects a project that is doing useful work in its niche, though its connection to my core concerns around AI safety and open public systems is indirect. There is some popularity bias risk I have accounted for; my score reflects the dossier evidence more than the project's broader visibility."
116,Cobudget,https://cobudget.com,42.5,34.5,8,0.71,LOW,LOW,criteria,"Recent commits (last: 2026-02-25) show Cobudget is actively maintained, which matters enormously for any project I would endorse as production-grade civic infrastructure. The 34.5 criteria score reflects that while this project exists in the civic technology space, it does not strongly engage with the open-infrastructure or safety-aware design principles I prioritize. I do not dismiss its value, but it sits in a part of the ranking where the connection to my core evaluation priorities is thinner."
117,Collaborative Data Patterns,https://collaborative-data.theodi.org,42.5,34.5,8,0.86,LOW,HIGH,criteria,"Backed by Open Data Institute, Collaborative Data Patterns has a funding trail I can inspect -- understanding who pays for public technology is part of my evaluation of alignment and sustainability. At 34.5 on criteria, the project has civic purpose but scores modestly on the dimensions I weight highest -- systemic governance impact, technical openness, and risk awareness. The high popularity risk means I have been especially rigorous in separating documented evidence from reputation; a well-known name should earn its score on substance."
118,Constitute Project,https://constituteproject.org,42.5,34.5,8,0.86,LOW,HIGH,criteria,"Constitute Project serves researchers, constitutional courts, educators, and having clearly identified beneficiaries makes impact assessment tractable in a way that vague 'for everyone' claims do not. Its criteria score of 34.5 tells me the project operates in a related space but does not deeply engage with the interpretability, safety, or open-governance priorities that shape my framework. I acknowledge high popularity risk: this project benefits from strong name recognition, and I have deliberately weighted measurable evidence over reputational halo."
119,OA.Report,https://oa.report,42.5,42.5,0,0.71,LOW,LOW,criteria,"Delivered as platform, api, dashboard, OA.Report has a concrete interface layer that real users interact with -- I prefer scoring tangible tools over white papers. A criteria score of 42.5 places it in the solid middle -- it does meaningful civic work but lacks the outstanding safety-awareness or open-architecture features that would push it higher. At this rank, the project exists in the civic technology space without strongly engaging the AI safety and open-infrastructure concerns that drive my highest scores."
120,Viewpoints,https://viewpoints.xyz,42.5,34.5,8,0.71,LOW,MEDIUM,criteria,"As a for-profit/social enterprise project, Viewpoints operates with institutional backing that shapes both its sustainability and its independence -- two factors I weigh carefully. With 34.5 on criteria, this project occupies a lower tier -- it touches political technology but without the depth of open governance or risk-awareness I prioritize. With moderate popularity risk, I have tried to assess substance over familiarity, weighting documented outcomes above general reputation."
121,Your Priorities,https://yrpri.org,42.5,34.5,8,0.86,LOW,LOW,criteria,"Your Priorities has identifiable dependency risks -- moderate - relies on node.js/javascript ecosystem and postgresql database; community maintenance of open-source components -- and mapping these failure modes is central to how I think about systemic resilience in civic tech. A 34.5 criteria score means I found some civic relevance but limited evidence of the open architecture, participatory design, or safety-first approach I weight most. I do not dismiss its value, but it sits in a part of the ranking where the connection to my core evaluation priorities is thinner."
122,adhocracy+,https://adhocracy.plus,42.5,34.5,8,0.71,LOW,MEDIUM,criteria,"adhocracy+ makes replication materials available, lowering the barrier for other jurisdictions to adopt and adapt it -- this kind of transferability multiplies impact in a way I weight strongly. Criteria performance (34.5) places it in the lower portion of my ranking -- the connection to my core interests in AI safety, interpretability, and open public systems is tenuous. I note moderate popularity risk and have calibrated accordingly, relying on technical and governance evidence rather than name recognition."
123,Plinth,https://www.plinth.org.uk,42.0,42.0,0,0.71,LOW,LOW,criteria,"Plinth -- ai-powered platform helping organisations deliver, measure and fund community impact -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. At 42.0 on criteria, it demonstrates practical civic utility without the additional safety-first or open-by-default qualities that distinguish the top-ranked projects in my framework. It occupies a lower tier not because it fails, but because the competition above it more directly addresses the governance and safety challenges I prioritize."
124,Empurrando Juntas (EJ),https://sobre.ejparticipe.org,41.9,33.9,8,0.86,LOW,HIGH,criteria,"Aligned with SDG 16 – Peace, Justice and Strong Institutions, Empurrando Juntas (EJ) frames its work within global development goals, though I evaluate primarily on technical architecture and governance rather than SDG labelling. At 33.9 on criteria, the project has civic purpose but scores modestly on the dimensions I weight highest -- systemic governance impact, technical openness, and risk awareness. High popularity risk is a factor I have compensated for -- the brand is strong, but my score reflects what the dossier evidence actually substantiates."
125,GovTrack.us,https://www.govtrack.us,41.9,33.9,8,0.86,LOW,HIGH,criteria,"GovTrack.us -- tracking the u.s. congress and the white house to make a more open and accountable government -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. Its criteria score of 33.9 tells me the project operates in a related space but does not deeply engage with the interpretability, safety, or open-governance priorities that shape my framework. I flag high popularity risk here: this project's reputation may exceed what the evidence strictly supports, and I have tried to score on verifiable substance rather than brand recognition."
126,Populate Tools,https://github.com/populatetools,41.9,33.9,8,0.86,LOW,LOW,criteria,"Populate Tools's mission -- tools for civic engagement -- resonates with my work building AI systems for UK government where interoperability is a daily challenge. The criteria score of 33.9 reflects limited alignment with my highest priorities: safety-conscious AI deployment, open public infrastructure, and evidence of systemic democratic impact. I do not dismiss its value, but it sits in a part of the ranking where the connection to my core evaluation priorities is thinner."
127,Tracka,https://yourtracka.org,41.9,33.9,8,0.71,LOW,MEDIUM,criteria,"Tracka -- monitor the status of federal and state projects in your community and take action on implementation gaps -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. With 33.9 on criteria, this project occupies a lower tier -- it touches political technology but without the depth of open governance or risk-awareness I prioritize. There is some popularity bias risk I have accounted for; my score reflects the dossier evidence more than the project's broader visibility."
128,oTree,https://www.otree.org,41.9,33.9,8,0.71,LOW,LOW,criteria,"oTree touches AI directly -- otai (ai builder) feature mentioned for building experiments without coding -- placing it squarely in the territory where my interpretability research tells me careful governance matters most. A 33.9 criteria score means I found some civic relevance but limited evidence of the open architecture, participatory design, or safety-first approach I weight most. It occupies a lower tier not because it fails, but because the competition above it more directly addresses the governance and safety challenges I prioritize."
129,Creative Commons,https://creativecommons.org,41.8,41.8,0,0.86,LOW,HIGH,criteria,"Creative Commons claims documented policy outcomes including {'description': 'fourteen countries adopted national open education policies (as of 2014 state of the commons report)', 'link': 'https://creativecommons.org/2014/11/20/state-of-the-commons/', 'year': 2014}, {'description': 'open textbooks using cc licenses saved us students over $100 million (as of 2014 state of the commons report)', 'link': 'https://creativecommons.org/2014/11/20/state-of-the-commons/', 'year': 2014}, {'description': 'cc licenses adopted by wikipedia, enabling global free knowledge sharing at scale', 'link': 'https://en.wikipedia.org/wiki/creative_commons', 'year': 2009}, giving me something concrete to evaluate rather than aspirational promises. Criteria performance of 41.8 reflects a project that is doing useful work in its niche, though its connection to my core concerns around AI safety and open public systems is indirect. High popularity risk is a factor I have compensated for -- the brand is strong, but my score reflects what the dossier evidence actually substantiates."
130,Strike Map,https://strikemap.org,41.8,41.8,0,0.71,LOW,LOW,criteria,"Strike Map -- interactive mapping platform documenting labor strikes and worker organizing actions -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. At 41.8 on criteria, it demonstrates practical civic utility without the additional safety-first or open-by-default qualities that distinguish the top-ranked projects in my framework. Its contribution is real but peripheral to the safety-aware, open-infrastructure priorities that anchor my evaluation."
131,CharmVerse,https://charmverse.io,41.5,33.5,8,0.71,LOW,MEDIUM,criteria,"CharmVerse -- the network for onchain communities -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. At 33.5 on criteria, the project has civic purpose but scores modestly on the dimensions I weight highest -- systemic governance impact, technical openness, and risk awareness. I note moderate popularity risk and have calibrated accordingly, relying on technical and governance evidence rather than name recognition."
132,Wikum,https://www.csail.mit.edu/research/wikum-bridging-discussion-systems-and-wikis-collective-summarization,41.5,33.5,8,0.71,LOW,LOW,criteria,"Wikum -- tools for communities to collectively summarize large online discussions and manage embedded knowledge -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. Its criteria score of 33.5 tells me the project operates in a related space but does not deeply engage with the interpretability, safety, or open-governance priorities that shape my framework. More evidence of participatory governance or safety-first design would be needed to move this higher in my framework."
