url,name,median_composite,jurors_count,D1,D2,D3,D4,D5,D6,D7,D8,D9,controversial
"https://www.localintelligencehub.com","Local Intelligence Hub",2.65,1,2,2,3,2,2,1,3,3,3,""
"https://www.loomio.org","Loomio",2.9,1,3,4,3,3,3,2,4,3,3,"D3"
"https://www.marksoutoftenancy.com","Marks Out Of Tenancy",2.1,1,2,2,2,2,1,1,2,3,3,""
"https://www.martus.org","Martus",3.1,1,4,3,4,4,2,3,4,4,3,"D2;D4"
"https://www.mastodonc.com","Mastodon C",2.25,1,2,2,2,2,2,2,3,3,3,""
"https://www.meet.coop","meet.coop",2.65,1,3,4,2,2,2,1,4,3,3,"D1"
"https://www.mptwitterbios.co.uk","MP Twitter Bios",1.65,1,1,1,2,1,1,1,4,4,3,""
"https://www.mpwatch.org","MP Watch",1.95,1,2,2,2,1,1,2,1,3,3,""
"https://www.myaction.center","MyActionCenter",1.9,1,2,2.5,2,2,1,1,1,3,2,""
"https://www.mysociety.org/climate/neighbourhood-warmth","Neighbourhood Warmth",2,1,2,3,2,1,1,1,2,3,3,""
"https://www.notifications.service.gov.uk","GOV.UK Notify",2.35,1,1,1,2,4,3,2,3,3,4,""
"https://www.objector.ai","Objector.ai",1.8,1,3,2,2,1,1,2,1,3,3,""
"https://www.open-contracting.org","Open Contracting Partnership",3.5,1,4,3,4,4,4,4,4,3,4,""
"https://www.opencrvs.org","OpenCRVS",3,1,4,2,4,3,4,2,5,3,3,""
"https://www.openorigins.com","OpenOrigins",2,1,2,1,2,2,2,1,1,2,3,""
"https://www.openownership.org","Open Ownership",3.25,1,5,2,4,4,4,3,4,3,4,""
"https://www.opensanctions.org","OpenSanctions",2.95,1,4,1,4,4,4,3,4,3,3,""
"https://www.oporaua.org","ОПОРА (Opora)",2.7,1,3,3,3.5,3,2,3,2,2.5,3,"D2"
"https://www.organise.org.uk","Organise",2.95,1,3,3,3,4,2,3,2,3,3,""
"https://www.otree.org","oTree",2.05,1,1,1,2,3,3,2,4,3,3,""
"https://www.papertree.earth","Papertree",1.95,1,3,4,2,1,2,1,4,4,3,"D1;D2"
"https://www.parallelparliament.co.uk","Parallel Parliament",2.05,1,2,1,2,2,2,2,2,3,3,""
"https://www.payments.service.gov.uk","GOV.UK Pay",2.5,1,1,1,2,4,3,2,3,2,4,""
"https://www.plinth.org.uk","Plinth",2.15,1,2,2,2,2,2,2,1,2,3,""
"https://www.polimonitor.com","PoliMonitor",1.5,1,1,1,1,2,1,1,1,2,3,""
"https://www.polimorphic.com","Polimorphic",2.2,1,2,2,2,2,1,2,1,2,3,""
"https://www.prolific.com","Prolific",2.2,1,2,2,2,4,3,2,1,2,3,""
"https://www.publiceditor.io","Public Editor",1.75,1,2,2,2,2,1,1,1,3,2,""
"https://www.rightsdd.com","RightDD",1.75,1,2,1,2,2,1,1,1,2,3,""
"https://www.shareddigitalguides.org.uk","Shared Digital Guides",1.65,1,1,1,2,1,2,1,3,3,3,""
"https://www.shineyoureye.org","ShineYourEye",2.35,1,2,2,3,2,1,2,1,2,3,"D4"
"https://www.sign-in.service.gov.uk","GOV.UK One Login",2.5,1,2,1,3,4,4,2,3,2,3,""
"https://www.teachingpublicservice.digital","Teaching Public Service in the Digital Age",2.25,1,2,1,2,3,2,1,4,3,3,""
"https://www.theyworkforyou.com","TheyWorkForYou",2.55,1,2,1,3,4,2,2,4,3,4,""
"https://www.torproject.org","Tor Project",3.9,1,5,3,5,5,5,5,5,4,2,"D2"
"https://www.ushahidi.com","Ushahidi",3.4,1,4,3,4,5,4,3,4,3,3,""
"https://www.watchduty.org","Watch Duty",2.25,1,2,1,3,4,1,2,2,4,3,""
"https://www.welivedit.ai","We Live It",1.85,1,2,3,2,2,1,1,1,2,2,""
"https://www.whatdotheyknow.com","WhatDoTheyKnow",3.25,1,3,2,3,4,4,3,4,3,4,""
"https://www.whatgov.co.uk","WhatGov",1.85,1,2,1,2,2,1,1,3,3,3,"D4"
"https://www.wikidata.org","Wikidata",3.1,1,3,1,4,5,5,2,5,2,3,"D1;D2"
"https://www.workerinfoexchange.org","Worker Info Exchange",3.4,1,4,3,4,2,2,4,3,4,4,""
"https://www.workincharities.co.uk","WorkInCharities",1.5,1,1,1,1,2,1,1,1,2,3,""
"https://www.writetothem.com","WriteToThem",2.45,1,2,2,2,3,2,2,3,4,3,""
"https://www.yoti.com","Yoti",2.15,1,1,1,2,4,2,1,1,2,3,""
"https://yourtracka.org","Tracka",2.75,1,3,3,3,4,1,3,2,3,3,""
"https://yrpri.org","Your Priorities",2.85,1,3,4,3,4,2,3,3,3,3,"D3"
