rank,project,url,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
68,OpenElections Leaflet Scraper and Parser,https://github.com/thicknavyrain/uk_elections_leaflets,34.3,34.3,0,0.4,HIGH,none,criteria,"Using GPT-4 Vision to parse election campaign leaflets into structured data is a clever application, but this is a solo-developer hackathon project with limited maintenance resources and no documented policy impact. The AI involvement lacks any safety methodology documentation, which is a negative signal for C1. UK-only scope and thin dossier keep the score low despite the interesting concept."
69,The DAO (Standard DAO Framework),https://github.com/vbuterin/dao,34.2,38.2,-4,0.35,HIGH,medium,criteria,Vitalik Buterin's original DAO framework from 2016 is historically significant in decentralized governance but the documented smart contract vulnerabilities -- the DAO hack is the most famous failure in blockchain governance -- and the last commit a decade ago make this functionally a historical artifact. The documented limitations about governance attack vectors and token holder concentration are relevant to my complexity criteria but the project is not maintained. Modifier 4 for naive optimization of token-based governance applies weakly.
70,Hand-Written Petition Scanner,https://hand-written-petition-scanner.streamlit.app,33.3,33.3,0,0.3,HIGH,none,criteria,"OCR for handwritten petitions is a nice concept for bridging analog and digital civic participation, but the dossier is thin -- partial open-source, no deployment evidence, no policy outcomes, and the AI involvement (OCR/ML) has no documented safety methodology. The accuracy-depends-on-legibility limitation is too generic. This scores as a promising prototype with insufficient evidence."
71,Membership,https://medium.com/@abscond/membership-a-prototype-ea822b2683b,33.3,33.3,0,0.2,HIGH,none,criteria,"A Medium blog post describing a prototype for decentralized membership and governance systems gives me almost nothing to evaluate. No deployment, no institutional use, no documented limitations, no AI involvement, theoretical scope only. The dossier completeness is very low. I can see the conceptual relevance to governance infrastructure but a blog post prototype cannot score meaningfully on implementation maturity."
72,Nestr,https://nestr.io,33.3,33.3,0,0.3,HIGH,none,criteria,"Nestr is a purpose-driven collaboration platform using self-organization and AI, but the dossier explicitly notes its primary focus is workplace productivity rather than political engagement. The AI involvement is confirmed but completely undocumented in terms of safety or methodology. Proprietary, no government partnerships, no documented limitations. The civic technology connection is a stretch."
73,Ladder Hub,https://ladderhub.org/,32.4,32.4,0,0.25,HIGH,none,criteria,"The dossier for Ladder Hub is extremely thin -- a platform for economic mobility with disparity tracking mentioned but almost no substantive data. The primary_users field appears corrupted (individual characters). US-only, not open-source, no government partnerships, no limitations documented. I cannot meaningfully score this project with the available evidence."
74,Mapping.kids,https://mapping.kids,32.4,32.4,0,0.2,HIGH,none,criteria,"A platform for creating interactive maps for educational purposes has minimal civic technology relevance. The dossier is near-empty -- no open-source status, no documented limitations, no government partnerships, no methodology. My constitution cannot meaningfully evaluate an educational mapping tool for children against AI safety, institutional decision-making, or regulatory infrastructure criteria."
75,whatsmeow,https://github.com/tulir/whatsmeow,32.4,32.4,0,0.25,HIGH,none,criteria,"An unofficial Go library for the WhatsApp API has no civic technology relevance I can identify from this extremely thin dossier. No government partnerships, no policy outcomes, no documented limitations beyond terms-of-service risk. The dossier lacks even an issue_area field. My constitution cannot meaningfully score a general-purpose messaging library wrapper."
76,Local Deep Researcher,https://local-deep-researcher-hnmh.vercel.app/,31.4,31.4,0,0.15,HIGH,none,criteria,"This dossier is essentially empty -- a research tool for investigating local issues with almost no structured fields populated. No open-source status, no documented limitations, no AI involvement documented despite likely being AI-powered, no government partnerships. The dossier completeness is below 0.25, and while the homepage appears to exist, there is insufficient information to score meaningfully."
77,Pastecal,https://github.com/kazad/pastecal,31.4,31.4,0,0.35,HIGH,none,criteria,"A zero-login shared calendar tool is useful for organizing but has no meaningful connection to any of my high-weight criteria. No AI involvement, no regulatory engagement, no complexity acknowledgment, single maintainer dependency, and Firebase backend reliance. The dossier is thin and the civic tech connection is tangential at best."
78,GreenPT,https://greenpt.ai/,28.3,34.3,-6,0.45,HIGH,none,modifier,"GreenPT claims 40% lower CO2 emissions and 20-30% computing power reduction but provides no independent verification or third-party audits -- the dossier explicitly flags this. My constitution penalizes unverified claims in AI projects, and the absence of transparency about model architecture triggers both C1 concerns and Modifier 4 for naive optimization. The European hosting and privacy framing earn modest C5 marks. Proprietary, no open-source."
79,Fission Codes,https://github.com/fission-codes/fission-codes,26.5,26.5,0,0.2,HIGH,none,criteria,"Status codes for Web3 smart contracts have essentially no civic, regulatory, or institutional decision-making relevance that I can identify from this thin dossier. No AI involvement, no government partnerships, no policy outcomes, unknown last commit date. My constitution simply does not have criteria that reward this kind of developer tooling. The dossier is among the thinnest in this batch."
80,DeepSeek-V3,https://github.com/deepseek-ai/deepseek-v3,19.4,29.4,-10,0.5,HIGH,high,modifier,"DeepSeek-V3 is a massive language model with no documented safety methodology, no failure mode documentation, and content filtering aligned to Chinese regulatory requirements rather than any transparent accountability framework. My C1 criterion penalizes AI projects that lack documented safety review -- and a 671B parameter model with this profile triggers Modifier 2 (opacity, concentration of power) strongly. The open weights are notable but the civic technology connection is essentially zero. High popularity risk inflates my confidence here."
