rank,project,url,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
66,Community Tech Network,https://www.communitytech.network,28,30,-2,0.35,HIGH,none,criteria,"A UK network for community organisations with anecdotal impact and one policy report calling on government to ensure technology works for everyone. No measurable outcomes, no structured methodology, no open-source components. The disparity tracking flag is positive but undocumented. My criteria need more than a network with advocacy aspirations -- they need institutional infrastructure or evidence-based tools."
67,GovWise,https://www.govwise.ai/en,28,28,0,0.35,HIGH,none,criteria,"An AI-powered procurement tender screening tool for businesses -- not for governments or civic actors. The claimed metrics (75% time saved, 3x pipeline) are unverified. Portugal-only, closed-source, with a government partnership of unclear nature. Under C1, this is an AI tool in a consequential procurement context with no documented safety review. The primary users are commercial, not civic -- this is a B2B tool that happens to interface with public procurement data."
68,Martus,https://www.martus.org,28,30,-2,0.4,MEDIUM,none,criteria,"An open-source human rights documentation tool that is explicitly unsupported and no longer receiving security updates. The dossier advises users to 're-evaluate threat model given lack of support' -- for security software, discontinued maintenance is a critical failure. The decade-plus history and international jurisdiction provide historical credit, but C6 scores near-zero for an abandoned tool. The concept was important; the current state is not."
69,Marks Out Of Tenancy,https://www.marksoutoftenancy.com,27,28,-1,0.35,HIGH,none,criteria,"A tenant review platform with no published methodology for rating calculation, no review verification mechanisms, and no data on authenticity or moderation. For a platform that shapes landlord reputations and tenant decisions, the absence of methodological transparency is a C3 failure. Local authority partnerships provide modest C2 credit. The concept serves community information needs (C5) but without evidence of rigorous implementation."
70,PoliMonitor,https://www.polimonitor.com,26,28,-2,0.25,HIGH,none,criteria,"A political monitoring service for public affairs professionals -- essentially a commercial intelligence tool. The dossier is very thin with no methodology, no metrics, no partnerships, closed-source, UK-only. My criteria reward institutional accountability infrastructure, not commercial political intelligence. The project may have value for its users but it does not engage with C1 through C5 in ways my constitution can recognise."
71,Turbo Phonebank,https://turbophonebank.com,26,28,-2,0.35,HIGH,none,criteria,"A free phonebank tool that turns Google Sheets into calling infrastructure for campaigners. No AI, no regulatory dimension, no complexity acknowledgment -- it simply does not engage with my high-weight criteria. The dossier is thin, the project is US-only and closed-source, and single-maintainer dependency is a real risk. C6 is low given no institutional adoption evidence."
72,We Live It,https://www.welivedit.ai,26,26,0,0.15,HIGH,none,criteria,"The dossier is nearly broken -- the primary_users field appears corrupted (individual characters rather than a list). AI-powered community-driven urban planning is a relevant concept for C2 and C5, but there is essentially no evidence to score against. No methodology, no metrics, no partnerships, closed-source, no documented limitations. This approaches the abstention threshold but the concept description and issue area provide minimal structure, so I score very low rather than abstaining."
73,Public Editor,https://www.publiceditor.io,25,26,-1,0.2,HIGH,none,criteria,"Collaborative fact-checking and editorial transparency in journalism -- the concept is relevant to C5 (protecting attention) and information integrity. But the dossier is nearly empty: no methodology, no metrics, no partnerships, no open-source status, no deployment evidence. I cannot score a concept without evidence. The international scope is claimed but unsupported."
74,Shared Digital Guides,https://www.shareddigitalguides.org.uk,25,26,-1,0.25,HIGH,none,criteria,"Non-profit organisations sharing step-by-step digital tool guides is community knowledge infrastructure, but the dossier shows no formal evidence base for impact, limited to UK charity sector, and content quality depends entirely on contributors. Partial open-source is positive. But no AI dimension, no regulatory engagement, no complexity methodology, and no measurable outcomes. My criteria need more than a collaborative wiki for the charity sector."
75,MyActionCenter,https://www.myaction.center,24,26,-2,0.3,HIGH,none,criteria,"An advocacy tool requiring the NationBuilder platform and associated fees, with limited public information on effectiveness. The dependency on a proprietary platform (NationBuilder) creates an incentive misalignment flagged by Modifier 4 -- the tool serves campaigners but the value extraction flows to a commercial provider. Brazil and US operation provides some C7 credit but the dossier is too thin for confident scoring."
76,Whoisology,https://whoisology.com,24,26,-2,0.35,HIGH,none,criteria,"Archived WHOIS records for domain lookups serve cybersecurity researchers and corporate intelligence -- not civic governance. No regulatory dimension, no open-source access, no AI involvement, data updated only every few months. The dossier is thin and the project's civic technology relevance is marginal at best. My criteria simply do not have much room for commercial intelligence tools."
77,Agencies for Good,https://www.agenciesforgood.org,22,24,-2,0.3,HIGH,none,criteria,"A network connecting tech agencies with social impact organizations. The dossier shows no published impact metrics, no documented policy influence, and no civic tech outcomes. It is a coordination network rather than infrastructure or tooling. My criteria reward institutional infrastructure quality and implementation maturity -- a network with anecdotal impact and no measurable outcomes scores low across the board."
78,Papertree,https://www.papertree.earth,22,24,-2,0.2,HIGH,none,criteria,"A tree planting transparency tool with anecdotal impact, open-source code, and global scope. The dossier is extremely thin -- no communities served detail, no methodology, no partnerships, no performance metrics. The climate accountability framing is relevant to C2 in principle but without evidence of institutional adoption or methodological rigor, I cannot score it meaningfully. Open-source is the only positive signal."
79,The Guide to Major Trusts 2025/26,https://www.dsc.org.uk/publication/the-guide-to-major-trusts-2025-26/,22,24,-2,0.3,HIGH,none,criteria,"A directory of UK grant-makers is a useful reference publication for the charity sector, but it is not technology infrastructure, not open-source, not regulatory-facing, and has no AI dimension. My criteria are built to evaluate political technology projects -- a printed/digital directory of funders simply does not engage with C1 through C5 in any meaningful way. C6 gets credit for the decade-plus track record and clear audience, but that is about all."
80,MP Twitter Bios,https://www.mptwitterbios.co.uk,20,22,-2,0.25,HIGH,none,criteria,"A dataset of UK MP Twitter bios last updated November 2023 -- a static data snapshot with no ongoing maintenance, no analytical layer, no institutional partnerships. Open-source and publicly available, but the civic utility is extremely narrow. My criteria cannot reward a single-purpose archived dataset with no methodology, no complexity acknowledgment, and no institutional adoption."
81,WorkInCharities,https://www.workincharities.co.uk,16,18,-2,0.15,HIGH,none,criteria,"A job board for the charity sector. No AI dimension, no regulatory engagement, no complexity methodology, no cooperation-building mechanism, no open-source components, UK-only. The dossier is minimal and the project's relevance to political technology criteria is essentially zero. My constitution is not built to evaluate recruitment platforms."
82,Consciousness Evolution Operating System (CONSOC),https://www.consoc.io,12,14,-2,0.1,HIGH,none,criteria,"The dossier is nearly empty -- no issue area, no communities served beyond 'civic technology practitioners', closed-source, no description of what the project actually does. The name suggests something conceptual but there is nothing substantive to score against any criterion. This approaches the abstention threshold but has minimal structured fields populated, so I score it very low rather than abstaining."
