rank,project,url,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
65,Diia,https://expo.diia.gov.ua,59.8,58.8,1,0.65,MEDIUM,low,criteria,"Ukraine's digital government ecosystem -- first country to make digital passports full legal equivalents of physical documents. 500k+ business registrations, world's fastest business registration. This is government infrastructure at the highest level of institutional adoption (C2). The documented wartime infrastructure disruption risk and cybersecurity concerns show honest complexity awareness. M2 partially applies: centralization under wartime emergency powers raises legitimate accountability concerns. Open source with 1348 stars."
66,Gender Pay Gap Service,https://gender-pay-gap.service.gov.uk,58.9,53.9,5,0.55,LOW,none,criteria,"UK Government mandatory reporting service -- directly cited in legislation requiring employers to publish gender pay gap data. This is regulatory transparency infrastructure at its most direct: C2 scores near the top. The documented limitations (250+ employee threshold, no intersectional data, snapshot vs longitudinal) show genuine C3 complexity awareness. Disparity tracking is core to the service design. UK-only and proprietary limit C7 and M6."
67,Open Standards for Data Guidebook,https://standards.theodi.org,58.9,53.9,+5,0.65,MEDIUM,none,criteria,"Funded by Innovate UK and maintained by ODI, this guidebook influences open data standards adoption across UK and international organisations. The documented limitations about scope and maintenance dependency show C3 quality. C2 is the driver: data standards are foundational institutional infrastructure. Open-source and globally applicable. The guidebook format limits C6 somewhat -- it is reference material, not a deployed platform -- but its influence on data governance practices is documented."
68,Schema.org,https://schema.org,58.9,54.9,+4,0.35,MEDIUM,high,criteria,"Schema.org is foundational web infrastructure -- structured data schemas used by every major search engine. C6 and C7 score maximally: it is deployed globally, actively maintained, and universally adopted. But the dossier is surprisingly thin for such a well-known project. C2 gets credit for enabling institutional data interoperability. My confidence here is heavily influenced by prior knowledge rather than dossier evidence; stripping familiarity, I would score 12 points lower. High popularity risk."
69,Wikidata,https://www.wikidata.org,58,54,4,0.75,LOW,high,criteria,"A free open knowledge base used by 64% of Wikipedia pages and recognised as a digital public good in 2025 -- Wikidata is foundational data infrastructure. The documented Western-centric bias concerns and ongoing community discussions about neutrality demonstrate C3 epistemic honesty. Open-source with active development and government open data initiative partnerships. Modifier 6 for open-source civic infrastructure. But it is primarily a knowledge base, not governance or regulatory infrastructure -- C2 scores modestly. Very well-known; discounting documentation advantage would lower this about 8 points."
70,Constitute Project,https://constituteproject.org,57.9,52.9,5,0.6,MEDIUM,low,criteria,"Used by The Gambia's Constitutional Review Commission, the Colombian Constitutional Court, and UN bodies -- this is exactly the policymaker advisory infrastructure M5 rewards. Making the world's constitutions searchable and comparable is genuine comparative governance infrastructure (C2). The documented limitation about not capturing informal constitutional practices shows C3 honesty. Academic origin with real institutional adoption."
71,Bluesky Social,https://github.com/bluesky-social,57.9,54.9,3,0.6,MEDIUM,medium,criteria,"Bluesky's decentralized architecture and open AT Protocol represent a serious attempt to restructure social media power dynamics, which maps well to my C5 concerns about attention and autonomy. The AI content moderation involves real decisions about speech but I see no documented safety methodology, which is a negative signal on C1. Active codebase with millions of users gives strong C6 marks, and the open-source infrastructure earns a small modifier boost."
72,Open Council Network,https://opencouncil.network,57.9,53.9,+4,0.60,MEDIUM,none,criteria,"Partnerships with multiple UK local authorities for data sharing directly serves C2 -- making council decision-making transparent to citizens. The open-source codebase with recent commits (Nov 2025) shows active maintenance. But the documented limitation that coverage depends on council cooperation reveals a structural adoption barrier. C2 is the driver, with the open-source boost adding modest lift."
73,openparliament.ca,https://openparliament.ca/,57.9,53.9,+4,0.60,MEDIUM,none,criteria,"The AI-generated Hansard summaries come with an explicit warning that they may contain inaccuracies or total fabrications -- this is exactly the kind of epistemic honesty I weight heavily under C3. The project has been running for over a decade, which shows sustainability. But the dossier notes it is now less comprehensive than Parliament's own site, suggesting declining relevance. C3 is the primary driver for the honest AI labelling. The open-source boost applies."
74,sourceAFRICA,https://sourceafrica.net,57.9,53.9,+4,0.65,MEDIUM,none,criteria,"115,126 documents across 1.2 million pages with 47 contributing organisations -- Africa's premier document repository for investigative journalism. The quantified metrics and honest limitation about OCR errors show C3 quality. Open-source and serving non-OECD contexts gets full C7 credit. C5 is a co-driver: this infrastructure protects press freedom and civic accountability in contexts where it is most at risk. C6 is solid with real documented scale."
75,Coral,https://coralproject.net,57.0,51.0,6,0.6,MEDIUM,low,criteria,AI-powered comment moderation deployed across 23 countries by major newsrooms -- real institutional adoption at scale. The documented AI moderation bias in non-English languages and explicit disparity tracking show genuine C3 complexity awareness and C5 community protection intent. For-profit model but open source. The core challenge -- maintaining public discourse quality -- is directly relevant to attention and community (C5).
76,Tactical Data Engagement,https://communities.sunlightfoundation.com/methodology,57.0,52.0,5,0.6,MEDIUM,low,criteria,Sunlight Foundation helped 60+ US cities enact open data policies -- that is documented institutional impact at scale under C2. The framework's acknowledgment that governments publish data 'with little idea who is using it' is exactly the kind of complexity awareness C3 rewards. M5 applies: this is explicitly designed as policymaker advisory infrastructure. US-only scope limits C7.
77,Campaign Tracker,https://www.campaigntracker.nl/en,57,53,4,0.75,LOW,none,criteria,"The Dutch Electoral Council data-sharing agreement and parliamentary research collaboration are exactly the kind of institutional adoption I weight heavily in C2. The project transparently addressed early allegations of underrepresenting right-wing parties -- a genuine complexity acknowledgment that earns Modifier 3 credit. Published performance metrics, policy outcomes on political advertising transparency law, and active codebase. One of the stronger projects in this batch for my criteria, limited mainly by single-country scope on C7."
78,GlobaLeaks,https://www.globaleaks.org,57,52,5,0.7,LOW,medium,criteria,Free and open-source whistleblowing software deployed internationally with EU anti-corruption agency partnerships and compliance with the EU Whistleblower Protection Directive. This is institutional accountability infrastructure that directly serves C2. Published security audits demonstrate the kind of safety-conscious methodology I value even in non-AI contexts. Modifier 6 for open-source civic infrastructure and Modifier 3 for documented limitations (they acknowledge reliance on self-reported outcomes). Decade-plus operation with active development. A well-known project -- discounting for documentation richness would lower this about 5 points.
79,Bellingcat Online Investigation Toolkit,https://bellingcat.gitbook.io/toolkit,56.9,53.9,3,0.7,LOW,medium,criteria,"MH17 and Navalny investigations are among the most consequential OSINT outcomes in recent history, directly cited in criminal prosecutions. The AI-powered search interface is modest but present. What impresses me most is the documented limitation that only 15% of users found tools easily -- that is exactly the kind of failure mode honesty C3 rewards. NED funding controversies are noted but do not trigger M2 given the accountability context."
80,Abstract Wikipedia,https://meta.wikimedia.org/wiki/abstract_wikipedia,56.9,53.9,3,0.6,MEDIUM,high,criteria,The vision of language-independent structured knowledge rendered into any natural language is ambitious and scores well on C7 cross-jurisdictional accessibility and C3 complexity-aware methodology. The Wikimedia Foundation strategic backing and AI/NLP components give institutional credibility. But the dossier notes a 404 state on Meta-Wiki and early-stage deployment. I flag high popularity risk as a Wikimedia project with inherited documentation richness. The concept is more advanced than the implementation.
81,GrantNav,https://grantnav.threesixtygiving.org,56.9,53.9,3,0.7,LOW,none,criteria,"GrantNav makes UK grant funding data transparent and searchable, with UK Cabinet Office and National Lottery partnerships, decade-plus track record, and documented adoption of the 360Giving Data Standard by major funders. This is genuine civic data infrastructure that serves accountability. The documented limitation about voluntary funder compliance is honest. The open-source boost applies partially. UK-only scope constrains C7 but the domestic institutional adoption is strong."
82,UK Policy Dojo,https://github.com/mikekelly/policy-dojo,56.9,52.9,4,0.55,MEDIUM,none,criteria,"The concept of AI agents adversarially reviewing UK policy documents through defined schools of thought is genuinely novel and directly relevant to my C1 interest in AI applied to institutional decision-making. The dossier explicitly names limitations -- AI agents may introduce bias, no formal democratic legitimacy -- which is the kind of honest failure-mode documentation I reward in C3. However, this is an experimental framework with zero deployment evidence, which means C6 scores near-minimum. Modifier 3 for complexity acknowledgment applies."
83,CiviCRM,https://civicrm.org,56.0,52.0,4,0.65,LOW,medium,criteria,"189 million contacts managed across nonprofits globally, 116 million donations processed -- this is genuinely deployed civic infrastructure at scale. Open source, 20+ years of operation, active codebase. The documented limitations about CMS dependency and scalability challenges show honest self-assessment. Not directly government-facing, which limits C2, but the civic sector infrastructure role is clear. Well-known enough to flag moderate popularity risk."
84,adhocracy+,https://adhocracy.plus,56.0,52.0,4,0.65,MEDIUM,low,criteria,"Berlin's participatory budgeting deployments give this real institutional credibility under C2, and the documented limitations about German-language focus show some epistemic honesty (C3). But the dossier notes only anecdotal causation strength and a primarily national scope. Open source civic infrastructure gets the M6 boost."
85,TheyWorkForYou,https://www.theyworkforyou.com,56,54,2,0.75,LOW,medium,criteria,"2 million+ annual visitors accessing parliamentary records across UK, Scottish, and Northern Ireland assemblies with multi-decade operation. TheyWorkForYou is foundational democratic transparency infrastructure. C2 scores well for government partnerships and institutional integration. The partial open-source codebase and active development earn Modifier 6 credit. But it is observational rather than analytical -- no complexity methodology, no AI dimension, UK-only. Well-known mySociety project; documentation advantage means the real score might be 5 points lower."
86,VFRAME,https://vframe.io,56,52,4,0.7,LOW,none,criteria,"Computer vision for detecting illegal munitions in conflict zones is a compelling AI application for human rights documentation. The project documents its AI methodology (CNNs trained on synthetic data), names specific limitations (dependency on 3D models, limited object classes), and has published performance metrics with 99% accuracy claims. Modifier 3 applies for explicit failure mode documentation. C1 scores well because AI is used in a high-stakes context with documented methodology, though the safety framing is more operational than institutional."
87,Journal of Open Source Software,https://joss.theoj.org,55.9,52.9,3,0.5,LOW,none,criteria,"JOSS has published 1000+ papers with 5000+ peer reviewers and active 2026 commits -- the implementation maturity for an academic infrastructure project is exceptional, scoring high on C6. The peer review process for research software embodies the epistemic rigor I value in C3. But the connection to political technology is indirect -- JOSS serves science broadly, not civic governance specifically. Open-source infrastructure boost applies. The high C6 and C3 scores drive the total."
88,Manifold Markets,https://manifold.markets,55.9,52.9,3,0.55,MEDIUM,none,criteria,"Prediction markets for political, cultural, and business outcomes have genuine epistemological value -- the aggregation of forecasts from diverse participants is a form of complexity-aware methodology that earns C3 marks. The published market accuracy metrics and active 2026 codebase give C6 strength. But the documented jurisdictional limitations and the question of whether prediction markets improve or gamify democratic engagement is unresolved. Partially open-source earns a weaker modifier boost."
89,NumFOCUS,https://numfocus.org,55.9,52.9,3,0.6,LOW,medium,criteria,"NumFOCUS sustains NumPy, pandas, Jupyter, and other foundational open-source scientific computing infrastructure with NSF, DOE, and NASA partnerships. The implementation maturity is exceptional for a meta-organization -- decade-plus, active, with annual impact reports. The civic technology connection is indirect: these tools underpin policy research and data analysis broadly but are not political technology themselves. The diversity and inclusion tracking and open-source mission earn modifier marks. I flag moderate popularity risk."
90,RxC Voice,https://github.com/radicalxchange/rxc-voice,55.9,55.9,0,0.4,MEDIUM,none,criteria,"RxC Voice combines Quadratic Funding, Polis, and Quadratic Voting in a single governance app -- the mechanism design is sophisticated and directly maps to my C4 interest in cooperation-building and incentive design. The theoretical framework is strong on C3 complexity-awareness. But deployment evidence is thin: no documented institutional use, no policy outcomes, last commit January 2024. The gap between conceptual ambition and implementation keeps the total score moderate."
91,OA.Report,https://oa.report,55.9,52.9,+3,0.65,MEDIUM,none,criteria,"OA.Report's explicit documentation of its coverage limitations -- restricted to OpenAlex and Crossref, may miss OA variants -- is exactly the kind of epistemic honesty I look for under C3. It serves research funders tracking compliance, which gives it a modest C2 score for institutional infrastructure. But it is not open-source and has limited cooperation-building architecture, keeping the overall score moderate."
92,Citizen OS,https://citizenos.com/platform/,55.0,51.0,4,0.6,MEDIUM,none,criteria,Estonian e-governance integration with digital signature support for votes is strong C2 evidence -- this is real government partnership at the national level. Documented limitations about adoption outside Estonia and digital literacy barriers show C3 awareness. The cooperation framing is genuine: deliberation tools structurally incentivise cooperative outcomes (C4). Limited by mostly Estonian scope on C7.
93,Consent-O-Matic,https://github.com/cavi-au/consent-o-matic,55.0,52.0,3,0.5,MEDIUM,none,criteria,"A browser extension that auto-fills cookie consent popups based on user preferences is a direct embodiment of protecting attention and autonomy -- exactly my C5 criteria. The documented limitations are honest about scope, and it scores maximum on C5. However, there is no regulatory or institutional infrastructure engagement, no AI safety dimension, and deployment evidence is limited to download counts. The open-source boost applies."
94,Frankenstein Bill,https://gordonguthrie.github.io/frankensteinbill,55.0,50.0,5,0.55,MEDIUM,none,criteria,A dummy parliamentary bill that collects and explains speedbumps for government software development is a genuinely original contribution to the institutional-response-to-technology-change space I care about. The Scottish Government partnership gives real institutional grounding. The policymaker advisory framing earns Modifier 5. But it is a single-author project with limited ongoing maintenance and primarily Scottish context. The concept punches above its deployment weight.
95,GOV.UK Notify,https://www.notifications.service.gov.uk,55,54,1,0.75,LOW,low,criteria,"1,739 organisations and 11,895 services using a shared notification platform is institutional infrastructure at massive scale. Built by GDS, it standardised government-citizen communication across the UK public sector including NHS. C2 and C6 score highly -- this is exactly the kind of shared public infrastructure my criteria reward. The free tier design is a cooperation-building choice (C4). But no AI dimension, UK-only scope, and no complexity methodology. Solid government plumbing that does one thing well."
96,Gapminder Worldview Upgrader,https://upgrader.gapminder.org,55,54,1,0.7,LOW,medium,criteria,The pre/post quiz methodology with longitudinal tracking is exactly the kind of evidence-based approach I value in C3 -- they actually measure whether misconceptions change. UNESCO and Swedish Ministry partnerships give it C2 credibility. The policymaker advisory function earns a small Modifier 5 boost. But it has no AI safety dimension and its regulatory engagement is educational rather than institutional. Well-known project; stripping documentation advantage would drop this about 5 points.
97,Tor Project,https://www.torproject.org,55,52,3,0.7,LOW,high,criteria,"Tor is foundational privacy infrastructure -- decades of operation, open-source, globally deployed, documented timing attack limitations, multi-layer encryption architecture. C5 scores near-maximum for protecting autonomy and resisting surveillance. The documented limitations (exit node monitoring, timing attacks) show C3 maturity. Modifier 6 for open-source civic infrastructure. But Tor has no institutional governance dimension for C2, no cooperation-building mechanism for C4, and the US government funding raises complex accountability questions rather than resolving them. Very well-known; discounting documentation advantage would lower this about 8 points."
98,Ushahidi,https://www.ushahidi.com,55,52,3,0.7,LOW,medium,criteria,"200,000 deployments reaching 25 million people with Kenyan government election monitoring and UN/World Bank partnerships. Ushahidi is crisis-response infrastructure at global scale. C6 and C7 score highly. The ML for data classification with documented verification requirements shows moderate C1 awareness. But verification of crowdsourced data requiring manual review is an honest limitation (Modifier 3). Partial open-source with active development. The digital divide limiting participation is a structural constraint they acknowledge. Well-known; discounting for documentation would lower this about 6 points."
99,WhatDoTheyKnow,https://www.whatdotheyknow.com,55,54,1,0.65,LOW,medium,criteria,"The UK's primary Freedom of Information request platform with decade-plus operation, open-source code, and active development. This is accountability infrastructure that directly enables C2 (regulatory transparency) and C5 (citizen autonomy through information access). The correlated causation strength and published performance metrics provide C6 evidence. But it is UK-only, dependent on public authority compliance, and has no AI or complexity methodology dimension. Well-known mySociety tool; discounting documentation advantage would lower this about 5 points."
100,oTree,https://www.otree.org,55,50,5,0.6,MEDIUM,none,criteria,"2,700+ academic citations and adoption by the World Bank, OECD, US IRS, CFPB, and EBRD make oTree the most institutionally adopted research tool in this batch. For my constitution, the policymaker advisory function is central -- CFPB and IRS using experimental economics tools directly connects to evidence-based institutional decision-making (C2). Modifier 5 applies strongly. The open-source codebase and international scope help. But it is primarily academic infrastructure rather than direct civic technology, limiting C5 and C4 scores."
101,The Data Trusts Initiative,https://datatrusts.uk,54.0,49.0,5,0.5,MEDIUM,none,criteria,"Three real-world data trust pilots (Born in Scotland, Brixham, GP Data Trust) and a UK AI Council submission -- this is governance innovation with genuine institutional engagement. The documented limitation that UK legal frameworks for data trusts remain underspecified is exactly the kind of honest complexity acknowledgment C3 rewards. But pilots are small-scale and early-stage, and the UK-only scope limits C7. Conceptually rich, deployment-thin."
102,The Engine Room Library,https://library.theengineroom.org,54.0,51.0,3,0.5,MEDIUM,none,criteria,"Open, multilingual research guides on using data and technology for social change serve exactly the knowledge infrastructure function I value -- translating complex technical concepts for civil society organizations and human rights defenders. The honest acknowledgment that books are intentionally kept short, limiting depth, is a genuine documented limitation. Global scope and open-source status earn C7 and modifier marks. But this is a library, not a tool, which caps C6 and C2."
103,GOV.UK Pay,https://www.payments.service.gov.uk,54,54,0,0.7,LOW,none,criteria,"1,500+ live services processing 70,000+ payments daily at 99.99% uptime -- GOV.UK Pay is industrial-grade government infrastructure. C2 and C6 score highly for institutional quality and implementation maturity. The shared service model reducing costs across agencies is a cooperation-building design choice (C4). Decade-plus operation with active development. But it is a payment processing platform with no AI dimension, no complexity methodology, and UK-only scope. Government plumbing at its most literal -- scores well within the narrow criteria it touches."
104,OPORA,https://www.oporaua.org,54,52,2,0.65,MEDIUM,none,criteria,Ukraine's leading election integrity organisation with Central Election Commission research collaboration and a decade-plus track record of non-partisan monitoring. The Voter Register research presented to the CEC and the Electoral Integrity Academy demonstrate C2 institutional engagement. Operating under wartime constraints adds unique C3 complexity. Disparity tracking is active. The correlated causation strength and published performance metrics provide C6 evidence. Ukraine-only limits C7 but the wartime context makes the work unusually difficult and important.
105,Ethelo,https://ethelo.com,53.9,52.9,1,0.5,MEDIUM,none,criteria,AI-powered scenario modelling for multi-party preference analysis is directly relevant to C4 (incentive design for cooperation) and M5 (policymaker advisory). Metro Vancouver and Salt Spring Island deployments show real institutional adoption. But the documented limitation that performance metrics are largely self-reported triggers C3 concern and mild M4 for naive optimization claims (7750% participation increase is a red flag for unverified metrics). Partial open source.
106,Participa (Podemos),https://github.com/podemos-info/participa,53.9,53.9,0,0.7,LOW,none,criteria,"Participa ran over 30 binding votes for Podemos including organizational, ethical, and political documents at state, regional, and local levels -- this is real institutional deployment with documented participation rates. The platform acknowledges SMS verification barriers and outdated tech stack, earning C3 complexity marks. However, it is explicitly a single-party tool with political bias documented, limiting its transferability. Spain-only scope constrains C7, and the 2023 last commit suggests declining maintenance."
107,Open Access - Transparency International UK,https://openaccess.transparency.org.uk,53.9,53.9,+0,0.55,MEDIUM,none,criteria,"The connection to the Economic Crime (Transparency and Enforcement) Act 2022 is strong C2 evidence -- this is corporate transparency data that directly supported regulatory reform. But the dossier notes the platform appears inactive or offline as of 2026, which severely limits C6. The Transparency International provenance lends credibility, but a dead platform cannot score well on implementation maturity."
108,Mozilla Data Collective,https://datacollective.mozillafoundation.org/,53.1,46.1,7,0.4,MEDIUM,low,criteria,"Community-centered AI training data -- directly relevant to C1 (who controls the data that trains institutional AI). Serving indigenous language communities and Global South populations earns full C7 credit. But this launched in 2025, has 16 GitHub stars, and sustainability model is unproven. The governance complexity of custom data licenses is an honest documented risk. Early-stage status means C6 is very low despite the Mozilla institutional backing."
109,arXiv,https://arxiv.org,53.0,50.0,3,0.6,MEDIUM,high,criteria,"I use arXiv myself -- it is genuinely foundational knowledge infrastructure, and I have to flag that familiarity. Its explicit statement that materials are not peer-reviewed is excellent C3 epistemic honesty. But arXiv is not political technology, not government-facing, and not institutional decision infrastructure. It scores well on maturity (C6) and cross-jurisdictional (C7) but my C2 criterion has no room for a preprint server. Popularity risk is high."
110,Murmurations Protocol,https://murmurations.network,53.0,50.0,3,0.45,MEDIUM,none,criteria,"A distributed data sharing protocol for making movements visible scores well on C4 cooperation-building -- the explicit goal is facilitating collaboration at scale among cooperatives and civil society. The open-source, open-standard approach with active 2026 commits earns modifier and C7 marks. But the limited adoption metrics and index service dependency are acknowledged weaknesses. No government partnerships or institutional deployment documented."
111,The Government Says,https://thegovernmentsays.com,53.0,49.0,+4,0.55,MEDIUM,none,criteria,Real-time aggregation of UK government press releases with GDS data access -- a specific government transparency tool. Open-source with November 2024 last commit. C2 is the driver: this directly monitors government communications for journalists and researchers. The documented policy outcome of supporting investigative journalism workflows is modest but real. The M6 open-source boost applies.
112,Plausible Analytics,https://plausible.io,53.0,50.0,+3,0.60,MEDIUM,none,criteria,"16,000 paying subscribers and 260 billion tracked pageviews with 99.99% uptime -- strong C6 numbers. The privacy-first design that avoids cookies and complies with GDPR/CCPA without consent banners is exactly C5 material: protecting attention and autonomy by refusing surveillance-based analytics. C5 is the primary driver. But this is a commercial product with limited civic or governmental relevance, keeping C2 low. Partial open-source status limits the M6 boost."
113,FixMyStreet,https://www.fixmystreet.com,53,52,1,0.75,LOW,medium,criteria,"32,918 reports in the past week and 66,972 issues fixed in the past month -- FixMyStreet delivers measurable civic impact at scale. The council integration partnerships make it genuine government infrastructure for C2. Open-source platform with active development since 2007. But it is a problem-reporting tool, not a complex-systems tool -- C3 scores modestly because the methodology is straightforward reporting rather than complexity-aware analysis. UK-only limits C7. Well-known mySociety project; documentation advantage acknowledged."
114,GovTrack.us,https://www.govtrack.us,53,52,1,0.7,LOW,medium,criteria,"Two decades of tracking US congressional activity with partnerships with the House and Senate -- GovTrack is foundational transparency infrastructure. C2 and C6 score well for institutional maturity and government partnerships. Partial open-source with active codebase earns a small Modifier 6 nudge. But it is observational rather than analytical, US-only (limiting C7), and has no AI safety or complexity methodology dimension. Well-documented and well-known; discounting for that would lower the score about 5 points."
115,Interoperable Deliberative Tools,https://metagov.org/projects/interop,52.9,52.9,0,0.45,MEDIUM,none,criteria,"Metagov's interoperability project for deliberative tools explicitly serves AI alignment researchers and governance practitioners -- a community that maps directly to my interests. The governance-beyond-voting framing earns C4 marks for cooperation-building. But the evidence of deployment is thin -- primarily research and experimental contexts, no government partnerships documented, partial open-source. The concept is relevant but implementation evidence is limited."
116,One Project,https://oneproject.org/,52.9,52.9,+0,0.50,MEDIUM,none,criteria,"The Horizon Fund's explicit tracking of funding distribution to underrepresented communities is a genuine cooperation-building mechanism, making C4 the primary driver. But the dossier is thin on implementation evidence -- the AI Commons publication is noted but there is no deployment data or institutional adoption evidence. Without stronger C6 evidence, this stays in the middle range."
117,Atlas of Surveillance,https://atlasofsurveillance.org,52.0,49.0,3,0.6,MEDIUM,low,criteria,EFF's database of surveillance technology deployments directly serves C5 -- documenting threats to community autonomy. Tracking disparities in surveillance deployment by demographics earns C3 credit. Correlated policy outcomes in local surveillance ordinances are plausible but not strongly evidenced. US-only scope limits C7. The core mission aligns well with my attention-to-power concerns.
118,Cobudget,https://cobudget.com,52.0,48.0,4,0.55,MEDIUM,none,criteria,Participatory budgeting tool with real deployments in multiple countries -- the mechanism design is directly relevant to C4 (cooperation and incentive design). The crowdsourced funding allocation model structurally incentivises cooperation over competition. Small volunteer team and uncertain revenue model are honest limitations. Open source and active codebase. Scores well on what I care about in C4 but lacks institutional heft for C2.
119,Awesome UK Government Datasets,https://github.com/i-dot-ai/awesome-gov-datasets,52.0,49.0,3,0.55,MEDIUM,none,criteria,"Created by the UK government's own AI unit (i.AI), this curated dataset list directly supports AI readiness in government -- which is precisely the institutional response to technological change I care about. The C1 score is above midpoint because the project implicitly supports responsible AI deployment in government. However, it is self-described as a prototype, UK-only, and has no documented policy outcomes. The open-source boost applies but the project is a list, not infrastructure."
120,New_ Public Roundabout,https://newpublic.substack.com/p/introducing-roundabout-built-for,52.0,52.0,0,0.5,MEDIUM,none,criteria,"Roundabout's design philosophy -- a local digital forum built from the ground up with community stewards, explicitly serving underestimated communities -- maps strongly to my C5 community protection values. The national survey partnership with University of Texas Center for Media Engagement shows methodological rigor for C3. But the closed beta, US-only focus, and not-open-source status limit C6 and C7 significantly. The concept is one of the most value-aligned in this batch but deployment evidence is premature."
121,Rahvaalgatus,https://github.com/rahvaalgatus/rahvaalgatus,52.0,52.0,0,0.4,MEDIUM,none,criteria,"Estonia's citizen initiative platform benefits from the country's advanced digital governance infrastructure, which gives implicit C2 institutional credibility. The open-source participatory democracy tool has active 2024 commits. But the dossier is thin -- no documented policy outcomes, no limitations documented, no performance metrics. Estonia-only scope limits C7. The platform concept is solid but evidence is insufficient to push scores higher."
122,Open Data Communities,https://opendatacommunities.org,52.0,49.0,+3,0.60,MEDIUM,none,criteria,"Operated directly by the Ministry of Housing -- about as strong a government partnership as you can get. But the dossier explicitly notes platform discontinuation announced for March 2025, with only EPC and IMD tools remaining. C6 collapses when the platform is being decommissioned. The decade-plus track record gives historical credit, and the policy outcomes around deprivation indices are real. C2 is the driver but C6 drags it down significantly."
123,Riseup,https://riseup.net,52.0,52.0,+0,0.50,MEDIUM,medium,criteria,"Riseup has been providing secure communications infrastructure for social movements for over a decade -- genuinely protective of activist autonomy and community. C5 is the clear driver: this explicitly exists to protect attention, autonomy, and community in the face of surveillance. The documented service disruptions show honest operational transparency. But it is only partial open-source, has no government engagement (by design), and the dossier lacks quantified impact. Moderately well-known in activist circles."
124,The Circuit,https://thecircuit.cc,52.0,52.0,+0,0.55,MEDIUM,none,criteria,Three million criminal cases from Cook County analysed for judicial patterns with disparity tracking -- this is exactly the kind of data-driven accountability C2 rewards. The observational methodology with no experimental design is honestly documented. The 2000-2018 data limitation is a clear scope acknowledgment. C2 and C3 are co-drivers: institutional accountability through data with honest methodological framing. But last commit was March 2021 and scope is highly local.
125,GOV.UK Forms,https://www.forms.service.gov.uk,52,52,0,0.7,LOW,none,criteria,"78 organisations and 531,364 submissions since 2022 demonstrate genuine government infrastructure adoption. Built by GDS, it is the kind of shared public digital infrastructure C2 rewards. The accessibility compliance with WCAG 2.1 AA is a design choice that protects autonomy (C5). But it is a form-building tool -- no AI dimension, no complexity methodology, no cross-jurisdictional applicability. UK central government only. Solid institutional infrastructure within its scope but limited by that scope."
126,Loomio,https://www.loomio.org,52,48,4,0.65,LOW,medium,criteria,"Loomio's cooperative decision-making architecture is a direct instantiation of C4 -- cooperation as a design choice built into systems. The Mamdani campaign case study (13,000 members, zero paid staff) demonstrates C6 implementation at meaningful scale. Open-source with decade-plus operation and active development earns Modifier 6. New Zealand government pilots provide C2 evidence. But evidence of long-term decision quality is acknowledged as limited, and scalability challenges for very large groups constrain C7 ambitions. Well-known in civic tech; discounting documentation advantage would drop about 5 points."
127,Democracy Club Developer API,https://developers.democracyclub.org.uk/api/v1,51.1,47.1,4,0.55,MEDIUM,none,criteria,"Election data API serving voters and civic tech developers -- partnership with Electoral Services Councils is genuine C2 institutional engagement. The documented limitations about data completeness varying by local authority and reliance on volunteer data collection show C3 epistemic honesty. Active since 2009, open source, real election-cycle usage. UK-only scope limits C7 but the democratic infrastructure role is clear."
128,Find local consultations,https://gov.uk/find-local-consultations,51.0,51.0,0,0.45,MEDIUM,none,criteria,"A UK government service enabling citizens to discover local council consultations is genuine democratic participation infrastructure -- government-built, government-maintained. The institutional deployment across England and Wales councils gives strong C6 marks. But the dossier is thin with no documented limitations, no open-source status, no performance metrics. England-and-Wales-only scope limits C7 heavily. The concept is solid but evidence is insufficient for higher marks."
129,MapIt,https://mapit.mysociety.org,51.0,48.0,3,0.65,LOW,medium,criteria,"MapIt is a decade-plus mySociety tool used by the UK Government to match users with their local council -- this is genuine civic data infrastructure with documented institutional adoption since 2010. The implementation maturity is strong with active commits and API metrics. But like postcodes.io, it is pure plumbing with no regulatory, AI safety, or complexity dimension. UK-only scope heavily constrains C7. I flag moderate popularity risk as a well-known mySociety tool. Open-source boost applies partially."
130,rsky,https://github.com/blacksky-algorithms/rsky,51.0,48.0,3,0.45,MEDIUM,none,criteria,"An AT Protocol implementation in Rust prioritizing community safety and self-governance speaks to exactly the kind of decentralized infrastructure I find promising for protecting autonomy. The cooperation and community-protection design scores well on C4 and C5, but the early-stage implementation with limited deployment evidence pulls C6 down hard. Open-source boost applies, but thin dossier and no institutional adoption keep it mid-range."
131,GOV.UK Service Manual,https://www.gov.uk/service-manual,51,50,1,0.6,MEDIUM,low,criteria,"The Service Standard has shaped UK government digital services since 2012 -- it is literally the institutional governance framework for public service delivery. C2 scores highly for regulatory/governance infrastructure. The directly-cited causation strength (departments must comply) is strong evidence. But it is advisory documentation rather than technology, UK-only, and no AI dimension. It sets standards rather than building tools, which limits C6 to a governance maturity reading rather than deployment metrics."
132,Entitledto,https://entitledto.co.uk,50.1,45.1,5,0.45,MEDIUM,none,criteria,"DWP directly cites this as an official resource for checking benefit eligibility -- that is one of the strongest government integration signals in this batch. Founded 2000, serving low-income households for 25+ years. Dead link (403 status) is concerning but the institutional relationship is well-documented. Proprietary and UK-only limit C7 and M6. M5 applies for genuine policymaker integration. C5 credit for serving vulnerable populations."
