rank,name,url,score,criteria_score,modifier_adj,completeness,uncertainty,pop_risk,primary_driver,rationale
81,vTaiwan,https://github.com/g0v/vue.vtaiwan.tw,59.0,51.0,8,0.93,LOW,LOW,criteria,"vTaiwan describes itself as ""Taiwan's open digital democracy platform for collaborative online public consultation on"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
82,Community Notes (Birdwatch) Analysis Tool,https://github.com/travisbrown/birdwatch,59.0,51.0,8,1.0,LOW,LOW,criteria,"Community Notes (Birdwatch) Analysis Tool describes itself as ""Metadata repository and analysis tools for X's Community Notes system, adding user"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
83,Full Fact AI,https://fullfact.org/ai,58.8,38.8,20,0.87,LOW,LOW,criteria,"Full Fact AI describes itself as ""Scalable, robust software designed for fact checkers to identify the most important bad"" — its Global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The +20-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
84,FarmerChat,https://farmerchat.digitalgreen.org,58.7,42.7,16,0.87,LOW,LOW,criteria,"FarmerChat describes itself as ""AI-powered conversational platform providing agricultural advisory to smallholder farmers"" — its culture dimension is the primary driver here — Criterion 3 (creative industries and cultural value) carries 20 points and this project addresses the technology–creativity relationship I'm most focused on at DCMS. The M2 boost for creative workers and cultural practitioners adds 16 points above the criteria baseline."
85,Global Fact-Check Bot (GFC),https://globalfactcheck.bot/,58.7,45.7,13,0.93,LOW,LOW,criteria,"Global Fact-Check Bot (GFC) describes itself as ""A pioneering AI platform that empowers fact-checkers and citizens worldwide to verify"" — Criterion 2 — protecting and empowering affected populations — is the decisive factor: the communities it serves (fact-checkers, journalists) are exactly the populations that make me care whether a tool works in practice. The +13-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
86,Granitt,https://granitt.io,58.7,42.7,16,0.93,LOW,LOW,criteria,"Granitt describes itself as ""Government transparency and civic engagement platform"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. The M1 modifier for bridging government and civil society accounts for most of the +16-point adjustment above criteria."
87,Open Letter,https://openletter.earth,58.7,42.7,16,0.8,LOW,LOW,criteria,"Open Letter describes itself as ""Platform for creating and signing open letters to effect civic and political change"" — its international reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
88,Martus,https://www.martus.org,58.6,47.6,11,0.93,LOW,LOW,criteria,"Martus describes itself as ""Free, open source secure information collection and management tool for human rights"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
89,Contracts for Data Collaboration,https://contractsfordatacollaboration.org,58.2,50.2,8,0.93,LOW,LOW,criteria,"Contracts for Data Collaboration describes itself as ""Strengthening trust, transparency, and accountability in cross-sector data collaboratives"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
90,EDGAR,https://github.com/bellingcat/edgar,58.1,47.1,11,0.93,LOW,LOW,criteria,"EDGAR describes itself as ""Tool for the retrieval of corporate and financial data from the SEC"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
91,Mastodon C,https://www.mastodonc.com,58.1,47.1,11,0.93,LOW,HIGH,criteria,"Mastodon C describes itself as ""Data science and technology consultancy focused on open data, analytics, and civic"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
92,Ushahidi,https://www.ushahidi.com,58.1,47.1,11,0.93,LOW,HIGH,criteria,"Ushahidi describes itself as ""Crowdsourcing Solutions to Empower Communities"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
93,Filmot,https://filmot.com,57.8,41.8,16,0.87,LOW,LOW,criteria,"Filmot describes itself as ""Search in Youtube captions and subtitles"" — its film dimension is the primary driver here — Criterion 3 (creative industries and cultural value) carries 20 points and this project addresses the technology–creativity relationship I'm most focused on at DCMS. The M2 boost for creative workers and cultural practitioners adds 16 points above the criteria baseline."
94,semanticClimate,https://semanticclimate.github.io,57.7,46.7,11,0.93,LOW,LOW,criteria,"semanticClimate describes itself as ""Semantic search and analysis of climate science literature"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
95,PatCit,https://github.com/cverluise/patcit,57.6,41.6,16,0.93,LOW,LOW,criteria,"PatCit describes itself as ""Making Patent Citations Uncool Again — a comprehensive dataset of structured patent"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
96,Open Council Data UK,https://opencouncildata.co.uk,57.5,46.5,11,0.87,LOW,LOW,criteria,"Open Council Data UK describes itself as ""Councillor data resources for psephologists, campaigners and charities"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
97,deliberAIde,https://www.deliberaide.com,57.2,41.2,16,0.93,LOW,LOW,criteria,"deliberAIde describes itself as ""Human-Centred AI That Supports Dialogue at Every Step"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. The M1 modifier for bridging government and civil society accounts for most of the +16-point adjustment above criteria."
98,Parallel Parliament,https://www.parallelparliament.co.uk,57.2,49.2,8,0.93,LOW,LOW,criteria,"Parallel Parliament describes itself as ""A comprehensive platform for tracking UK parliamentary legislation, debates, and"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
99,adhocracy+,https://adhocracy.plus,57.1,46.1,11,0.93,LOW,LOW,criteria,"adhocracy+ describes itself as ""Makes digital democracy easy — for everyone, no matter where."" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
100,The Engine Room Library,https://library.theengineroom.org,57.1,46.1,11,0.93,LOW,LOW,criteria,"The Engine Room Library describes itself as ""Open, multilingual research guides on using data and technology for social change"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
101,VFRAME,https://vframe.io,56.7,43.7,13,0.93,LOW,MEDIUM,criteria,"VFRAME describes itself as ""Computer vision for OSINT: detecting illegal munitions and documenting war crimes through"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. The M1 modifier for bridging government and civil society accounts for most of the +13-point adjustment above criteria."
102,RxC Voice,https://github.com/radicalxchange/rxc-voice,56.6,48.6,8,0.93,LOW,LOW,criteria,"RxC Voice describes itself as ""An app for decentralized democratic governance leveraging Quadratic Funding, pol.is, and"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
103,Journalist Studio,https://journaliststudio.google.com,56.6,48.6,8,0.93,LOW,MEDIUM,criteria,"Journalist Studio describes itself as ""A collection of tools to empower journalists to do their work more efficiently"" — its international reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
104,The Accountability Project,https://publicaccountability.org,56.5,45.5,11,0.87,LOW,LOW,criteria,"The Accountability Project describes itself as ""A searchable database of 1.9+ billion public records for researchers and journalists"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
105,Esper,https://esper.com/product,56.2,40.2,16,0.87,LOW,LOW,criteria,"Esper describes itself as ""End-to-end policy management platform for government agencies"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. The M1 modifier for bridging government and civil society accounts for most of the +16-point adjustment above criteria."
106,Open Data Communities,https://opendatacommunities.org,56.2,48.2,8,0.87,LOW,LOW,criteria,"Open Data Communities describes itself as ""Official open data platform from the UK Ministry of Housing, Communities & Local"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
107,Open Supply Hub,https://opensupplyhub.org,56.2,40.2,16,1.0,LOW,LOW,criteria,"Open Supply Hub describes itself as ""A global, open-source platform for supply chain transparency and worker rights"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. The M1 government–civil society bridging boost and M6 plain-language communication bonus combine for a +16-point modifier lift above the criteria score."
108,Interoperable Deliberative Tools,https://metagov.org/projects/interop,56.1,45.1,11,0.93,LOW,LOW,criteria,"Interoperable Deliberative Tools describes itself as ""Homebase for interoperable deliberative tools enabling governance beyond voting and"" — its International; primarily used in research and experimental governance contexts reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
109,WhatGov,https://www.whatgov.co.uk,56.1,45.1,11,1.0,LOW,LOW,criteria,"WhatGov, working in participatory_democracy, govtech, — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
110,Constitute Project,https://constituteproject.org,56.0,48.0,8,1.0,LOW,LOW,criteria,"Constitute Project describes itself as ""A comprehensive analysis of the world's constitutions to support constitutional design"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
111,Diia,https://expo.diia.gov.ua,55.7,44.7,11,1.0,LOW,MEDIUM,criteria,"Diia describes itself as ""Ukraine's digital government ecosystem: mobile app, portal, and digital transformation"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
112,Consent-O-Matic,https://github.com/cavi-au/consent-o-matic,55.7,44.7,11,0.87,LOW,MEDIUM,criteria,"Consent-O-Matic describes itself as ""Browser extension that automatically fills out cookie popups based on user preferences"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
113,Rahvaalgatus,https://github.com/rahvaalgatus/rahvaalgatus,55.7,44.7,11,0.93,LOW,LOW,criteria,"Rahvaalgatus describes itself as ""Estonian citizen initiative and e-petition platform"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
114,Teaching Public Service in the Digital Age,https://www.teachingpublicservice.digital,55.7,44.7,11,0.93,LOW,LOW,criteria,"Teaching Public Service in the Digital Age describes itself as ""Open-access syllabus and training to equip public servants with digital-era skills"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
115,Mastodon,https://github.com/mastodon/mastodon,55.5,52.5,3,0.93,LOW,HIGH,criteria,"Mastodon describes itself as ""Your self-hosted, globally interconnected microblogging community"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
116,OpenElections Leaflet Scraper and Parser,https://github.com/thicknavyrain/uk_elections_leaflets,55.5,47.5,8,0.93,LOW,LOW,criteria,"OpenElections Leaflet Scraper and Parser describes itself as ""A CampaignLab 2024 Hackathon project to scrape and process UK election campaign leaflets"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
117,Nyaaya,https://nyaaya.org,55.4,39.4,16,1.0,LOW,MEDIUM,criteria,"Nyaaya describes itself as ""India's Laws Explained — open access legal information for every Indian citizen"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
118,Overton,https://overton.io,55.2,39.2,16,0.87,LOW,LOW,criteria,"Overton describes itself as ""A platform for understanding and analyzing political positions and policy proposals"" — it engages directly with policy and regulation in Political analysis, policy research, civic engagement — Criterion 6 (policy clarity and regulatory engagement) is a 12-point medium-weight criterion and this project addresses it substantively. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
119,Civic Tech Field Guide,https://civictech.guide,55.1,44.1,11,0.87,LOW,HIGH,criteria,"Civic Tech Field Guide describes itself as ""The world's largest collection of projects using tech for the common good"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
120,CKAN,https://ckan.org,55.1,44.1,11,0.93,LOW,HIGH,criteria,"CKAN describes itself as ""The world's leading open source data management system for powering data hubs and data"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
121,postcodes.io,https://github.com/ideal-postcodes/postcodes.io,55.1,44.1,11,0.93,LOW,MEDIUM,criteria,"postcodes.io describes itself as ""UK postcode & geolocation API, serving up open data"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
122,Stanford Participatory Budgeting Platform,https://github.com/stanfordcdt/pb,55.1,47.1,8,0.93,LOW,HIGH,criteria,"Stanford Participatory Budgeting Platform describes itself as ""Open-source platform for hosting participatory budgeting elections in cities across the"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
123,Modular Politics,https://arxiv.org/abs/2005.13701,54.5,43.5,11,0.87,LOW,LOW,criteria,"Modular Politics describes itself as ""A governance layer framework for building composable, modular online community governance"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
124,Parti,https://parti.xyz,54.3,46.3,8,1.0,LOW,LOW,criteria,"Parti describes itself as ""함께 만드는 워킹그룹, 빠띠 카누 (Together Making Working Groups, Parti Canu) - A platform for"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
125,DoNotPay,https://www.donotpay.com,54.2,38.2,16,0.93,LOW,LOW,criteria,"DoNotPay describes itself as ""AI-powered legal assistance and consumer advocacy platform"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
126,django-collaborative,https://github.com/propublica/django-collaborative,54.1,46.1,8,0.93,LOW,LOW,criteria,"django-collaborative describes itself as ""ProPublica's collaborative tip-gathering framework for importing and managing CSV, Google"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
127,TheyWorkForYou,https://www.theyworkforyou.com,54.1,46.1,8,0.93,LOW,LOW,criteria,"TheyWorkForYou describes itself as ""Hansard and Official Reports for the UK Parliament, Scottish Parliament, and Northern"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
128,OA.Report,https://oa.report,53.5,37.5,16,0.87,LOW,LOW,criteria,"OA.Report describes itself as ""Track Open Access policy compliance and research openness across funded publications"" — its International, primarily serving major research funders in US and UK reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
129,ClimateAction.Tech,https://climateaction.tech,53.3,37.3,16,0.93,LOW,MEDIUM,criteria,"ClimateAction.Tech describes itself as ""Tech workers seeding climate action in companies, organisations and industries"" — its global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
130,Turn2us Benefits Calculator,https://benefits-calculator.turn2us.org.uk,53.2,42.2,11,0.87,LOW,HIGH,criteria,"Turn2us Benefits Calculator describes itself as ""Online tool to help people identify welfare benefits they may be entitled to"" — Criterion 2 — protecting and empowering affected populations — is the decisive factor: the communities it serves (citizens, low-income households) are exactly the populations that make me care whether a tool works in practice. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
131,Bluesky Social,https://github.com/bluesky-social,53.2,42.2,11,1.0,LOW,HIGH,criteria,"Bluesky Social describes itself as ""Social networking technology created by Bluesky"" — its global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
132,Bonfire,https://bonfirenetworks.org/,53.1,45.1,8,0.93,LOW,LOW,criteria,"Bonfire describes itself as ""A federated social network for individuals and communities to design, operate and control"" — its global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
133,Sugartrail,https://github.com/ribenamaplesyrup/sugartrail,53.1,45.1,8,0.93,LOW,LOW,criteria,"Sugartrail describes itself as ""Network analysis and visualisation tool for exploring connections between companies"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
134,Nestr,https://nestr.io,52.9,36.9,16,0.87,LOW,LOW,criteria,"Nestr describes itself as ""Purpose-driven collaboration platform using self-organization and AI"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
135,DISARM Frameworks,https://github.com/disarmfoundation/disarmframeworks,52.7,44.7,8,0.93,LOW,LOW,criteria,"DISARM Frameworks describes itself as ""Master copies of the DISARM disinformation TTP frameworks for describing and countering"" — its international reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
136,Parliament Watch Uganda,https://parliamentwatch.ug/,52.3,44.3,8,0.87,LOW,LOW,criteria,"Parliament Watch Uganda describes itself as ""Monitor and track the Ugandan Parliament with data and expert insights on transparency"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
137,rsky,https://github.com/blacksky-algorithms/rsky,52.2,41.2,11,0.93,LOW,LOW,criteria,"rsky describes itself as ""An AT Protocol implementation prioritizing community safety and self-governance, written"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
138,Ethelo,https://ethelo.com,52.1,44.1,8,0.93,LOW,LOW,criteria,"Ethelo describes itself as ""The world's leading group solutions technology — a multi-party scenario analysis engine"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
139,Service Manual,https://www.gov.uk/service-manual,52.1,44.1,8,1.0,LOW,LOW,criteria,"Service Manual describes itself as ""Guidance for UK government teams to create and run great public services meeting the"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
140,UK Policy Dojo,https://github.com/mikekelly/policy-dojo,51.8,40.8,11,0.93,LOW,LOW,criteria,"UK Policy Dojo describes itself as ""A dojo for AI agents to battle out UK policy ideas through adversarial review"" — it engages directly with policy and regulation in AI in government, policy analysis — Criterion 6 (policy clarity and regulatory engagement) is a 12-point medium-weight criterion and this project addresses it substantively. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
141,Public Media Stack,https://publicmediastack.com,51.8,38.8,13,0.87,LOW,LOW,criteria,"Public Media Stack describes itself as ""A curated research resource mapping software tools and technologies used across the"" — its Global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The +13-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
142,Gender Pay Gap Service,https://gender-pay-gap.service.gov.uk,51.3,35.3,16,0.87,LOW,LOW,criteria,"Gender Pay Gap Service describes itself as ""Search and compare gender pay gap data"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. The M1 modifier for bridging government and civil society accounts for most of the +16-point adjustment above criteria."
143,Internet Archive Wayback Machine,https://web.archive.org,51.2,48.2,3,1.0,LOW,LOW,criteria,"Internet Archive Wayback Machine describes itself as ""Digital archive of the World Wide Web — preserving over 1 trillion web pages since 1996"" — its global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. In practice: internet Archive Wayback Machine addresses preserving digital information for public accountability and ensuring freedom of information and public."
144,Fundación Ciudadanía Inteligente,https://ciudadaniai.org,51.1,43.1,8,0.93,LOW,LOW,criteria,"Fundación Ciudadanía Inteligente describes itself as ""Latin American organization fighting for the transformation of democracies through civic"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
145,Tech Coops List,https://tech-coops.xyz,51.1,43.1,8,0.93,LOW,LOW,criteria,"Tech Coops List describes itself as ""A curated directory and resource hub for worker-owned technology cooperatives and related"" — its International with emphasis on North America and Europe reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
146,Who Targets Me Trends,https://trends.whotargets.me,51.1,43.1,8,0.87,LOW,LOW,criteria,"Who Targets Me Trends describes itself as ""Platform for tracking and analyzing digital political advertising across Meta and Google"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
147,Awesome UK Government Datasets,https://github.com/i-dot-ai/awesome-gov-datasets,50.8,39.8,11,0.93,LOW,LOW,criteria,"Awesome UK Government Datasets describes itself as ""A curated list of references to useful UK Government datasets"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
148,Strike Map,https://strikemap.org,50.8,39.8,11,0.93,LOW,LOW,criteria,"Strike Map describes itself as ""Interactive mapping platform documenting labor strikes and worker organizing actions"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
