rank,project_name,url,score,criteria,mod_adj,completeness,uncertainty,pop_risk,primary_driver,rationale
220,Kagi SlopStop,https://blog.kagi.com/slopstop,42.1,44.1,-2.0,0.55,MEDIUM,none,modifier,"Using AI to detect AI slop is exactly the kind of recursive safety challenge that interests me. The documented limitations are impressively specific -- 80% threshold for domain classification, manual review process, false positive risks. C3 scores high for this epistemic honesty. But it is a commercial product (subscription-only), no government engagement, and the attention-protection mission (C5) is real but indirect. Kagi's past Yandex controversy is noted. M7 (mechanism of action): −5 reduction — the project primarily surfaces or stores data without a clear action mechanism for citizens."
221,Local Intelligence Hub,https://www.localintelligencehub.com,42.0,36,6.0,0.4,MEDIUM,none,modifier,"A climate advocacy data platform with a declared political orientation toward pro-climate campaigning. The policy outcome claim -- supporting local campaigners demonstrating mandate to MPs -- is anecdotal. Members-only data and no published metrics limit what I can assess. The explicit advocacy framing triggers Modifier 4 scrutiny: is this optimising for a single issue without acknowledging system-level complexity? UK-only, closed-source, thin evidence base. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
222,Shine Your Eye,https://www.shineyoureye.org,42.0,36,6.0,0.3,HIGH,none,modifier,"Tracking Nigerian politicians' activities and enabling citizen engagement is exactly the kind of government accountability infrastructure C2 rewards. The non-OECD context earns full C7 credit. But the dossier is thin -- no methodology, no metrics, no partnerships documented, closed-source. Nigeria-only scope is appropriate for the context. The concept is valuable but the evidence gap means I am scoring potential rather than demonstrated impact, which my constitution penalises. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
223,COTSI,https://cotsi.org/,41.3,36.3,5.0,0.3,HIGH,none,modifier,"Cambridge Trust and Safety Index tracking SMS verifications across platforms -- relevant to digital safety infrastructure. But no government partnerships, no policy outcomes, very thin dossier (19 pass5 words), no documented limitations. Academic origin suggests rigor but the evidence is insufficient to credit. Cybersecurity threat intelligence has C2 potential but nothing is documented. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
224,ClimateAction.Tech,https://climateaction.tech,41.2,38.2,3.0,0.4,MEDIUM,none,criteria,"A volunteer community mobilising tech workers on climate -- genuine cooperation-building (C4) but no institutional engagement, no government partnerships, no policy outcomes. The documented limitations about volunteer burnout and informal governance are honest. Open source with 2100 stars suggests real community. But my constitution needs more than community organizing to score highly on C2. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
225,CoTech,https://coops.tech,41.2,38.2,3.0,0.3,HIGH,none,criteria,"A UK network of tech cooperatives -- the cooperative model itself is strong on C4 (cooperation over competition as a structural choice). But the dossier is extremely thin: 19 pass5 words, no government partnerships, no policy outcomes, no documented limitations. The academic citations are clearly automated noise. I cannot credit what the dossier does not evidence. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
226,Humble Data Workshop,https://humbledata.org,41.2,41.2,0.0,0.4,MEDIUM,none,criteria,"Free data science workshops for underrepresented groups serve community building and equity -- mapping to C5 and C4. But this is a training program, not infrastructure, and has no regulatory engagement, no AI safety dimension, and limited formal evaluation. The volunteer dependency and reliance on conference partnerships for sustainability are acknowledged limitations. My constitution does not have strong criteria for capacity-building programs. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
227,The DAO (Standard DAO Framework),https://github.com/vbuterin/dao,41.2,38.2,3.0,0.35,HIGH,medium,modifier,"Vitalik Buterin's original DAO framework from 2016 is historically significant in decentralized governance but the documented smart contract vulnerabilities -- the DAO hack is the most famous failure in blockchain governance -- and the last commit a decade ago make this functionally a historical artifact. The documented limitations about governance attack vectors and token holder concentration are relevant to my complexity criteria but the project is not maintained. Modifier 4 for naive optimization of token-based governance applies weakly. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
228,UK Parliament Developer Portal,https://developer.parliament.uk,41.2,41.2,0.0,0.4,MEDIUM,none,criteria,Official Parliament APIs enabling third-party transparency tools -- genuine government data infrastructure under C2. The dead link (403 status) is concerning but the API may still function. Founded 2014 with documented policy contribution to parliamentary data accessibility. UK-only scope limits C7. No documented limitations or failure modes reduces C3 credit. Government-operated infrastructure with real civic tech ecosystem dependency. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied.
229,soweego,https://soweego.readthedocs.io,41.2,38.2,3.0,0.45,MEDIUM,none,criteria,Machine learning for entity linking between Wikidata and external catalogues -- only three catalogues supported and the project appears inactive since late 2021. The precision/recall metrics in academic papers show some C3 rigour. Open-source and globally applicable. But inactive projects with limited scope score low on C6. The last commit in December 2021 is a significant implementation maturity concern. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied.
230,Plinth,https://www.plinth.org.uk,41.0,36,5.0,0.45,MEDIUM,none,criteria,"AI-powered application scoring and risk assessment for community organisations raises immediate C1 questions -- who is being scored, what are the failure modes, is there human oversight? The Department for Education partnership and local authority deployment provide C2 evidence. But the dossier shows no documentation of the AI methodology, no published performance metrics for the scoring system, and closed-source. Modifier 5 applies weakly for policymaker decision support through HAF programme reporting, but the opacity of AI-driven scoring is concerning. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
231,Charity Digital Skills Report,https://charitydigitalskills.co.uk,40.3,35.3,5.0,0.5,MEDIUM,none,modifier,"Annual survey of 672 charity respondents tracking digital skills -- useful sector intelligence but not political technology infrastructure. The documented limitation about not publishing survey methodology or response rate representativeness is a negative C3 signal: they should know better. UK-only scope, no government partnership, proprietary. This falls outside what my constitution is designed to evaluate. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
232,DoGooder,https://dogooder.co,40.3,33.3,7.0,0.35,HIGH,none,modifier,"Dead link (403 status) -- homepage blocked by security service. Advocacy platform for grassroots campaigns with tiered pricing, deployed in US/Canada/Australia/UK. Proprietary, no government partnerships, no documented limitations. The dead link and thin evidence are concerning. Founded 2012 suggests longevity but without accessible evidence I cannot score highly. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
233,EDGAR,https://github.com/bellingcat/edgar,40.3,37.3,3.0,0.35,HIGH,none,criteria,"Bellingcat's tool for retrieving SEC corporate and financial data -- directly relevant to C2 as financial transparency infrastructure. Open source with 196 stars. But US-only (SEC EDGAR data), no government partnerships, no documented policy outcomes, last commit January 2024 suggests declining maintenance. The financial accountability mission aligns with my Federal Reserve context but the evidence is thin. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
234,Fatebook,https://fatebook.io,40.3,37.3,3.0,0.35,MEDIUM,none,criteria,"Prediction tracking platform -- tangentially relevant to C3 (calibrating confidence and tracking accuracy is epistemic honesty infrastructure). 1200 GitHub stars and active development suggest real adoption. But no government partnerships, no policy outcomes, limited to quantifiable predictions. The forecasting community is niche. My constitution rewards institutional decision infrastructure more than personal calibration tools. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
235,Hand-Written Petition Scanner,https://hand-written-petition-scanner.streamlit.app,40.3,33.3,7.0,0.3,HIGH,none,modifier,"OCR for handwritten petitions is a nice concept for bridging analog and digital civic participation, but the dossier is thin -- partial open-source, no deployment evidence, no policy outcomes, and the AI involvement (OCR/ML) has no documented safety methodology. The accuracy-depends-on-legibility limitation is too generic. This scores as a promising prototype with insufficient evidence. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
236,DAO Governance Surfaces,https://github.com/notchia/dao-governance-surfaces,40.2,40.2,0.0,0.35,HIGH,none,criteria,"Extracting and labeling governance surfaces of DAO smart contracts is interesting research with some relevance to my interest in institutional decision-making transparency. But the dossier is thin -- no government partnerships, no policy outcomes, limited to Solidity contracts, and last commit in 2024 with no performance metrics. The governance analysis angle earns moderate C3 marks but without institutional deployment the ceiling is low. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
237,Local Insight,https://localinsight.org,40.2,40.2,0.0,0.35,MEDIUM,none,criteria,"Local Insight serves UK councils, grantmakers, and housing associations as a community data platform -- the institutional adoption gives some C2 and C6 credit. But it is proprietary with no documented limitations, no open-source code, no policy outcomes, and no methodology documented. UK-only scope. The concept of neighborhood-level data aggregation for institutional decision-making aligns with my values but the evidence is too thin. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
238,Parallel Parliament,https://www.parallelparliament.co.uk,40.0,34,6.0,0.3,HIGH,none,modifier,"A platform for engaging with UK parliamentary data serving researchers, journalists, and campaigners. The concept is government transparency infrastructure (C2), but the dossier is thin -- no documented methodology, no performance metrics, no open-source components, no partnerships. UK Parliament only for C7. The policymaker and citizen user base is relevant but without evidence of adoption or impact, the score reflects uncertainty. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
239,Watch Duty,https://www.watchduty.org,40.0,34,6.0,0.3,HIGH,none,modifier,"Real-time wildfire alerts powered by volunteer first responders across all 50 US states is impressive civic infrastructure for emergency response. C5 scores modestly for community safety. But the dossier is thin -- no methodology, no partnerships documented, closed-source, US-only. My criteria are built around governance, regulation, and institutional decision-making -- wildfire alerting is valuable public safety infrastructure but does not engage with C1, C2, or C3 in meaningful ways. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
240,docs.plus,https://docs.plus,39.4,29.4,10.0,0.2,HIGH,none,modifier,"Open-source collaborative documents for organizations -- homepage has 45 words, dossier has 41 pass5 words. No government partnerships, no policy outcomes, no founding year, no GitHub metrics. Every structured field is empty or minimal. I score the open-source collaborative concept positively but cannot credit what the evidence does not support. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
241,Esper,https://esper.com/product,39.3,34.3,5.0,0.3,HIGH,none,modifier,"AI-powered policy management platform for US government agencies -- the policymaker advisory function (M5) is the strongest signal. Smart Search AI for policy research is relevant to C1 but with no documented safety methodology. No documented limitations, no failure modes, proprietary subscription model. Thin dossier limits what I can credit. M5 is the primary score driver given the government agency client base. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
242,Labour Xchange,https://labourxchange.uk,39.1,43.1,-4.0,0.4,MEDIUM,none,criteria,"A fair work platform connecting underemployed and flexible workers with employers through local authority and health service partnerships shows real institutional deployment. The disparity tracking and focus on parents, carers, and people with disabilities earns C5 marks. But the dossier is thin -- no documented limitations, no outcome methodology, no open-source status. UK-only, proprietary. The concept has merit but evidence is insufficient for higher marks. M7 (mechanism of action): −4 reduction — the project primarily surfaces or stores data without a clear action mechanism for citizens."
243,Channel.org,https://channel.org,38.4,28.4,10.0,0.2,HIGH,none,modifier,"Homepage shows 23 words, dossier has 95 pass5 words, and nearly every structured field is empty or null. No government partnerships, no policy outcomes, no academic citations, no news coverage. I cannot score what I cannot see. Open source gets minimal M6 credit, but the evidence base is too thin for any criterion to score above minimal. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
