rank,project_name,url,score,criteria,mod_adj,completeness,uncertainty,pop_risk,primary_driver,rationale
136,Parliament Watch Uganda,https://parliamentwatch.ug/,53.0,48.0,5.0,0.35,HIGH,none,modifier,"A parliamentary monitoring platform for Uganda -- the concept clearly serves C2 (government transparency) and C5 (democratic participation). But the dossier is very thin: no government partnerships documented, no policy outcomes, not open-source, no methodology. Non-OECD context gives full C7 credit, but high uncertainty means I cannot confidently assess implementation quality. The thin evidence pulls scores down across most criteria. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
137,PlanIT,https://planit.org.uk,53.0,48.0,5.0,0.50,MEDIUM,none,modifier,"The Guardian coverage and 15+ council adoptions including London boroughs shows real historical deployment. But the website appears offline as of 2026, suggesting project discontinuation. C6 collapses for a potentially dead project. C2 is the driver based on documented government partnerships, but the current status uncertainty significantly limits the total score. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
138,Plausible Analytics,https://plausible.io,53.0,50.0,3.0,0.60,MEDIUM,none,criteria,"16,000 paying subscribers and 260 billion tracked pageviews with 99.99% uptime -- strong C6 numbers. The privacy-first design that avoids cookies and complies with GDPR/CCPA without consent banners is exactly C5 material: protecting attention and autonomy by refusing surveillance-based analytics. C5 is the primary driver. But this is a commercial product with limited civic or governmental relevance, keeping C2 low. Partial open-source status limits the M6 boost. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
139,Right To Know,https://right-to-know.org,53.0,48.0,5.0,0.45,MEDIUM,none,modifier,"Environmental health hazard discovery toolkit for communities -- the disparity tracking and environmental justice focus give this C5 credit. Policy outcomes around awareness-raising and campaign support are documented but vague. Not open-source, UK-only, and limited methodology documentation. C5 is the driver: this is specifically designed to protect communities from environmental harm by democratising hazard information. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
140,The Government Says,https://thegovernmentsays.com,53.0,49.0,4.0,0.55,MEDIUM,none,criteria,Real-time aggregation of UK government press releases with GDS data access -- a specific government transparency tool. Open-source with November 2024 last commit. C2 is the driver: this directly monitors government communications for journalists and researchers. The documented policy outcome of supporting investigative journalism workflows is modest but real. The M6 open-source boost applies. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied.
141,Pursuance Project,https://pursuanceproject.org,52.2,42.2,10.0,0.35,HIGH,none,modifier,"The concept of secure task management for activist collaboration has C4 and C5 appeal, but the last commit was January 2024 and the dossier is sparse. No government partnerships, no policy outcomes, no documented limitations. The open-source status is the only concrete positive signal beyond the concept. High uncertainty; I cannot assess implementation quality or actual adoption from what is available. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
142,Spacetube,https://spacetu.be,52.2,42.2,10.0,0.25,HIGH,none,modifier,"A group-to-group chat tool on Matrix for decentralised communication -- the concept protects community autonomy (C5) and the Matrix protocol choice signals cooperative infrastructure (C4). But the dossier is extremely thin: no deployment evidence, no documented limitations, no government partnerships, no policy outcomes. Open-source boost applies. High uncertainty from almost no usable evidence beyond the concept. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
143,Bonfire,https://bonfirenetworks.org/,52.1,45.1,7.0,0.5,MEDIUM,none,criteria,"Explicitly human-centered, community-controlled design with no AI -- that alone tells me something about values. The fediverse approach structurally protects autonomy (C5) and the cooperative design supports cooperation (C4). But it is early-stage beta, funding gaps between grant cycles, and low adoption velocity. My constitution does not protect prototypes from C6 penalties. The vision is right; the evidence is thin. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
144,Monitor Mamdani,https://monitormamdani.com/,52.1,45.1,7.0,0.45,MEDIUM,none,modifier,"A live dashboard tracking NYC Mayor Mamdani's campaign promises against performance, integrating NYC Open Data and prediction markets, is a clever accountability tool. But the dossier reveals the promises completion tracker shows 0/0 with Analyzing status, suggesting incomplete implementation. NYC-only scope heavily constrains C7. The prediction market integration for policy outcomes is methodologically interesting for C3, but the tool appears unfinished. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
145,Awesome UK Government Datasets,https://github.com/i-dot-ai/awesome-gov-datasets,52.0,49.0,3.0,0.55,MEDIUM,none,criteria,"Created by the UK government's own AI unit (i.AI), this curated dataset list directly supports AI readiness in government -- which is precisely the institutional response to technological change I care about. The C1 score is above midpoint because the project implicitly supports responsible AI deployment in government. However, it is self-described as a prototype, UK-only, and has no documented policy outcomes. The open-source boost applies but the project is a list, not infrastructure. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
146,Discourse,https://www.discourse.org,52.0,44,8.0,0.6,MEDIUM,medium,modifier,"22,000 communities powered and 1 billion monthly page views represent extraordinary implementation maturity for C6. The open-source codebase with active development since 2013 earns Modifier 6 credit. But Discourse is a general community platform, not specifically civic infrastructure -- it scores at midpoint on C1 (non-AI), has no regulatory dimension for C2, and its civic technology relevance is indirect. The moderation challenges at scale are acknowledged but not addressed with the kind of complexity methodology I reward in C3. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
147,GOV.UK Forms,https://www.forms.service.gov.uk,52.0,52,0.0,0.7,LOW,none,criteria,"78 organisations and 531,364 submissions since 2022 demonstrate genuine government infrastructure adoption. Built by GDS, it is the kind of shared public digital infrastructure C2 rewards. The accessibility compliance with WCAG 2.1 AA is a design choice that protects autonomy (C5). But it is a form-building tool -- no AI dimension, no complexity methodology, no cross-jurisdictional applicability. UK central government only. Solid institutional infrastructure within its scope but limited by that scope. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
148,Kialo,https://kialo.com,52.0,49.0,3.0,0.4,MEDIUM,none,criteria,"Kialo's collaborative argument mapping for structured debate is a thoughtful approach to deliberation that earns C4 cooperation-building marks. The platform serves educators and students primarily, which limits the institutional governance connection. Proprietary with limited free tier, no open-source, no government partnerships, no policy outcomes documented. The structured approach to disagreement aligns with my values but the evidence base is thin. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
149,Members' Interests,https://membersinterests.org.uk,52.0,49.0,3.0,0.55,MEDIUM,none,criteria,"A database of UK MPs' financial interests and declarations is directly relevant to my C2 institutional transparency criteria. The UK Parliament data partnership and decade-plus track record give credibility. But the dossier notes the website is currently offline as of 2026, which is a significant implementation gap for C6. UK-only scope limits C7. The partial open-source status and documented policy outcomes around parliamentary transparency standards earn moderate marks. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
150,Open Data Communities,https://opendatacommunities.org,52.0,49.0,3.0,0.60,MEDIUM,none,criteria,"Operated directly by the Ministry of Housing -- about as strong a government partnership as you can get. But the dossier explicitly notes platform discontinuation announced for March 2025, with only EPC and IMD tools remaining. C6 collapses when the platform is being decommissioned. The decade-plus track record gives historical credit, and the policy outcomes around deprivation indices are real. C2 is the driver but C6 drags it down significantly. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
151,Agreement Engine,https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,51.1,44.1,7.0,0.35,HIGH,none,modifier,"The Agreement Engine for designing digital governance agreements comes from Metagov, which gives it intellectual credibility in the governance research space. But the dossier notes the Medium article requires JavaScript/cookies to access, limited public documentation, and early research phase with minimal deployments. Open-source status earns some credit. The concept is relevant but evidence is far too thin for higher marks. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
152,Tech Coops List,https://tech-coops.xyz,51.1,43.1,8.0,0.40,MEDIUM,none,modifier,"A curated directory of worker-owned technology cooperatives -- the cooperative economics framing directly serves C4. The documented limitation about no systematic verification of coop claims shows modest C3 awareness. Open-source and internationally scoped. But this is a directory, not infrastructure -- C6 is limited by format. No government partnerships or policy outcomes documented. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
153,CrowdJustice,https://www.crowdjustice.com,51.0,44,7.0,0.5,MEDIUM,low,modifier,"Crowdfunding for legal challenges has produced documented policy outcomes -- the BMJ-cited case on NHS GP privatisation and successful challenges to government COVID policies. Multi-jurisdictional operation across UK, US, Canada, and Australia gives C7 credit. But the dossier was largely inaccessible (JavaScript-required), and the platform is closed-source with no methodological transparency. The cooperation-building dimension (C4) is real but the mechanism is financial rather than structural. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
154,GOV.UK Service Manual,https://www.gov.uk/service-manual,51.0,50,1.0,0.6,MEDIUM,low,criteria,"The Service Standard has shaped UK government digital services since 2012 -- it is literally the institutional governance framework for public service delivery. C2 scores highly for regulatory/governance infrastructure. The directly-cited causation strength (departments must comply) is strong evidence. But it is advisory documentation rather than technology, UK-only, and no AI dimension. It sets standards rather than building tools, which limits C6 to a governance maturity reading rather than deployment metrics. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
155,Open Heart Mind (OHM),https://openheartmind.org,51.0,48.0,3.0,0.50,HIGH,none,criteria,"The research question about training AI on participatory community value systems is genuinely novel under C3 -- it is asking the right epistemological question about whose values AI should reflect. The peer-review-as-contribution methodology is interesting for C4. But it is early-stage with only small pilot gatherings, no institutional adoption, and no validated outcomes. Thin C6 keeps the total moderate despite conceptual promise. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
156,WriteToThem,https://www.writetothem.com,51.0,46,5.0,0.6,MEDIUM,medium,modifier,"200,000+ messages sent annually to elected representatives across all UK parliaments and councils. This is citizen-government communication infrastructure with decade-plus operation and parliamentary data partnerships. C2 and C5 score modestly -- it enables democratic participation. Partial open-source with active development. But it is a messaging relay rather than analytical infrastructure, with anecdotal causation and no complexity methodology. UK-only. Well-known mySociety tool; the documentation advantage applies. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
157,Your Priorities,https://yrpri.org,51.0,46,5.0,0.6,MEDIUM,low,criteria,"A participatory budgeting and citizen consultation platform deployed by multiple governments since 2008 with participation demographic monitoring. The decade-plus government adoption across multiple jurisdictions provides C2 and C6 evidence. The minimal AI involvement (algorithmic ranking for idea prioritization) keeps C1 at near-midpoint. Modifier 6 applies weakly for partial open-source. The digital divide and language barrier acknowledgments show modest C3 awareness. International scope helps C7 but deployment details are thin. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
158,rsky,https://github.com/blacksky-algorithms/rsky,51.0,48.0,3.0,0.45,MEDIUM,none,criteria,"An AT Protocol implementation in Rust prioritizing community safety and self-governance speaks to exactly the kind of decentralized infrastructure I find promising for protecting autonomy. The cooperation and community-protection design scores well on C4 and C5, but the early-stage implementation with limited deployment evidence pulls C6 down hard. Open-source boost applies, but thin dossier and no institutional adoption keep it mid-range. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
159,Citizens Advice Tableau Public Profile,https://public.tableau.com/app/profile/citizensadvice/vizzes,50.1,45.1,5.0,0.30,HIGH,none,modifier,"Citizens Advice has genuine institutional credibility in the UK welfare advice space, but a Tableau public profile is a data visualisation output, not a platform or infrastructure project. The dossier is thin beyond identifying the entity. C2 gets modest credit because the underlying organisation serves policymakers, but I am scoring the project as listed, not the parent organisation. High uncertainty from thin evidence. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
160,Empurrando Juntas (EJ),https://sobre.ejparticipe.org,50.1,45.1,5.0,0.35,HIGH,none,modifier,"AI-powered opinion clustering that segments audiences into personas -- this raises C1 concerns about how AI categorisation affects democratic discourse. No documented safety methodology for the AI components. Brazil-specific, not open-source, anecdotal causation only. The participatory democracy framing gives C4 and C5 some credit, but the lack of transparency about AI model limitations and thin dossier limit the score. M4 applies weakly for naive AI segmentation. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
161,Entitledto,https://entitledto.co.uk,50.1,45.1,5.0,0.45,MEDIUM,none,criteria,"DWP directly cites this as an official resource for checking benefit eligibility -- that is one of the strongest government integration signals in this batch. Founded 2000, serving low-income households for 25+ years. Dead link (403 status) is concerning but the institutional relationship is well-documented. Proprietary and UK-only limit C7 and M6. M5 applies for genuine policymaker integration. C5 credit for serving vulnerable populations. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
162,Libertrium,https://liberopinion.com,50.1,45.1,5.0,0.4,MEDIUM,none,modifier,"Libertrium provides digital solutions for Portuguese public administration with documented municipal government clients including Viseu, Anadia, and Cascais Participa. The decade-plus track record gives some C6 credibility. But the dossier is thin -- proprietary, no documented limitations, no policy outcomes, no methodology. Portugal-only scope with multiple municipal deployments gives moderate C2 marks for institutional use. Evidence gaps prevent higher scoring. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
