rank,project_name,url,score,criteria,mod_adj,completeness,uncertainty,pop_risk,primary_driver,rationale
303,Public Editor,https://www.publiceditor.io,28.0,26,2.0,0.2,HIGH,none,criteria,"Collaborative fact-checking and editorial transparency in journalism -- the concept is relevant to C5 (protecting attention) and information integrity. But the dossier is nearly empty: no methodology, no metrics, no partnerships, no open-source status, no deployment evidence. I cannot score a concept without evidence. The international scope is claimed but unsupported. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
304,dDocs,https://ddocs.new/,27.5,24.5,3.0,0.15,HIGH,none,criteria,"Homepage returns 1 word. No founding year, no GitHub, no academic citations, no news, no government partnerships, no documented limitations. Open source is the only positive signal. The dossier is at the abstention boundary -- I score minimally rather than abstain because the description mentions decentralized documentation for open governance. But I am scoring a concept, not a project. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
305,Ladder Hub,https://ladderhub.org/,27.4,32.4,-5.0,0.25,HIGH,none,modifier,"The dossier for Ladder Hub is extremely thin -- a platform for economic mobility with disparity tracking mentioned but almost no substantive data. The primary_users field appears corrupted (individual characters). US-only, not open-source, no government partnerships, no limitations documented. I cannot meaningfully score this project with the available evidence. M7 (mechanism of action): −5 reduction — the project primarily surfaces or stores data without a clear action mechanism for citizens."
306,Mapping.kids,https://mapping.kids,27.4,32.4,-5.0,0.2,HIGH,none,modifier,"A platform for creating interactive maps for educational purposes has minimal civic technology relevance. The dossier is near-empty -- no open-source status, no documented limitations, no government partnerships, no methodology. My constitution cannot meaningfully evaluate an educational mapping tool for children against AI safety, institutional decision-making, or regulatory infrastructure criteria. M7 (mechanism of action): −5 reduction — the project primarily surfaces or stores data without a clear action mechanism for citizens."
307,Fission Codes,https://github.com/fission-codes/fission-codes,26.5,26.5,0.0,0.2,HIGH,none,criteria,"Status codes for Web3 smart contracts have essentially no civic, regulatory, or institutional decision-making relevance that I can identify from this thin dossier. No AI involvement, no government partnerships, no policy outcomes, unknown last commit date. My constitution simply does not have criteria that reward this kind of developer tooling. The dossier is among the thinnest in this batch. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
308,CivicMatch,https://civicmatch.app,25.5,25.5,0.0,0.2,HIGH,none,criteria,"Homepage returns 4 words. No founding year, no GitHub, no academic citations, no news, no government partnerships. The description 'Connect with civic tech founders' suggests a networking tool, not infrastructure. Dossier completeness is near the abstention threshold. I can score only what I see, and I see almost nothing. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
309,Agencies for Good,https://www.agenciesforgood.org,25.0,24,1.0,0.3,HIGH,none,criteria,"A network connecting tech agencies with social impact organizations. The dossier shows no published impact metrics, no documented policy influence, and no civic tech outcomes. It is a coordination network rather than infrastructure or tooling. My criteria reward institutional infrastructure quality and implementation maturity -- a network with anecdotal impact and no measurable outcomes scores low across the board. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
310,Shared Digital Guides,https://www.shareddigitalguides.org.uk,25.0,26,-1.0,0.25,HIGH,none,criteria,"Non-profit organisations sharing step-by-step digital tool guides is community knowledge infrastructure, but the dossier shows no formal evidence base for impact, limited to UK charity sector, and content quality depends entirely on contributors. Partial open-source is positive. But no AI dimension, no regulatory engagement, no complexity methodology, and no measurable outcomes. My criteria need more than a collaborative wiki for the charity sector. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
311,Collab.Land,https://collab.land,24.5,27.5,-3.0,0.3,HIGH,none,criteria,"Token-gating tool for Discord and Telegram communities serving crypto holders. No government partnerships, no policy outcomes, no documented limitations, proprietary, VC-funded. This is commercial web3 community management, not civic or political technology. My constitution has no basis to score this above minimal. M4 applies for single-metric optimization of membership verification. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
312,Whoisology,https://whoisology.com,24.0,26,-2.0,0.35,HIGH,none,criteria,"Archived WHOIS records for domain lookups serve cybersecurity researchers and corporate intelligence -- not civic governance. No regulatory dimension, no open-source access, no AI involvement, data updated only every few months. The dossier is thin and the project's civic technology relevance is marginal at best. My criteria simply do not have much room for commercial intelligence tools. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
313,MP Twitter Bios,https://www.mptwitterbios.co.uk,23.0,22,1.0,0.25,HIGH,none,criteria,"A dataset of UK MP Twitter bios last updated November 2023 -- a static data snapshot with no ongoing maintenance, no analytical layer, no institutional partnerships. Open-source and publicly available, but the civic utility is extremely narrow. My criteria cannot reward a single-purpose archived dataset with no methodology, no complexity acknowledgment, and no institutional adoption. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
314,Papertree,https://www.papertree.earth,22.0,24,-2.0,0.2,HIGH,none,criteria,"A tree planting transparency tool with anecdotal impact, open-source code, and global scope. The dossier is extremely thin -- no communities served detail, no methodology, no partnerships, no performance metrics. The climate accountability framing is relevant to C2 in principle but without evidence of institutional adoption or methodological rigor, I cannot score it meaningfully. Open-source is the only positive signal. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
315,The Guide to Major Trusts 2025/26,https://www.dsc.org.uk/publication/the-guide-to-major-trusts-2025-26/,22.0,24,-2.0,0.3,HIGH,none,criteria,"A directory of UK grant-makers is a useful reference publication for the charity sector, but it is not technology infrastructure, not open-source, not regulatory-facing, and has no AI dimension. My criteria are built to evaluate political technology projects -- a printed/digital directory of funders simply does not engage with C1 through C5 in any meaningful way. C6 gets credit for the decade-plus track record and clear audience, but that is about all. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
316,We Live It,https://www.welivedit.ai,21.0,26,-5.0,0.15,HIGH,none,modifier,"The dossier is nearly broken -- the primary_users field appears corrupted (individual characters rather than a list). AI-powered community-driven urban planning is a relevant concept for C2 and C5, but there is essentially no evidence to score against. No methodology, no metrics, no partnerships, closed-source, no documented limitations. This approaches the abstention threshold but the concept description and issue area provide minimal structure, so I score very low rather than abstaining. M7 (mechanism of action): −5 reduction — the project primarily surfaces or stores data without a clear action mechanism for citizens."
317,WorkInCharities,https://www.workincharities.co.uk,21.0,18,3.0,0.15,HIGH,none,modifier,"A job board for the charity sector. No AI dimension, no regulatory engagement, no complexity methodology, no cooperation-building mechanism, no open-source components, UK-only. The dossier is minimal and the project's relevance to political technology criteria is essentially zero. My constitution is not built to evaluate recruitment platforms. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
318,DeepSeek-V3,https://github.com/deepseek-ai/deepseek-v3,19.4,29.4,-10.0,0.5,HIGH,high,modifier,"DeepSeek-V3 is a massive language model with no documented safety methodology, no failure mode documentation, and content filtering aligned to Chinese regulatory requirements rather than any transparent accountability framework. My C1 criterion penalizes AI projects that lack documented safety review -- and a 671B parameter model with this profile triggers Modifier 2 (opacity, concentration of power) strongly. The open weights are notable but the civic technology connection is essentially zero. High popularity risk inflates my confidence here. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
319,Consciousness Evolution Operating System (CONSOC),https://www.consoc.io,12.0,14,-2.0,0.1,HIGH,none,criteria,"The dossier is nearly empty -- no issue area, no communities served beyond 'civic technology practitioners', closed-source, no description of what the project actually does. The name suggests something conceptual but there is nothing substantive to score against any criterion. This approaches the abstention threshold but has minimal structured fields populated, so I score it very low rather than abstaining. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
N/A,Unknown Academic Paper (SSRN 5351275),https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5351275,N/A,N/A,0,0.10,HIGH,none,abstained,"The dossier contains almost no substantive information -- no project name, no description, no structured fields beyond a URL and generic civic technology classification. I cannot score what I cannot assess. Abstaining due to near-zero completeness."
N/A,Tracking Template,https://tracking-template-38b4c.web.app,N/A,N/A,0,0.05,HIGH,none,abstained,"The dossier contains no project name, no description, no substantive fields -- just a Firebase URL with generic civic technology classification. This meets the abstention threshold: no substantive text and no structured fields populated. Abstaining."
