rank,url,score,votes,dossier_completeness,popularity_risk,rationale
97,https://newpublic.substack.com/p/introducing-roundabout-built-for,54.0,4,0.0,low,"New_ Public Roundabout has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A community space for neighbors — local digital forum app built from the ground up with community st. Governance model: foundation. Strongest on participatory governance (C2: 10.0). Modifiers: M4:+4, M5:-11. Operates national."
98,https://snowdrift.coop,54.0,3,0.0,low,Snowdrift.coop addresses some of my criteria but falls short on enforcement and lifecycle coverage. The project describes itself as: Crowdmatching for public goods. Governance model: cooperative. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M4:+6. Operates international.
99,https://github.com/stanfordcdt/pb,53.8,4,0.0,low,Stanford Participatory Budgeting Platform has meaningful participatory elements but limited enforcement infrastructure. The project describes itself as: Open-source platform for hosting participatory budgeting elections in cities across the United State. Governance model: project_of_larger_org. Strongest on participatory governance (C2: 11.7). Operates national.
100,https://nymtech.net,53.8,5,0.0,low,Nym has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: The World's Most Private Decentralized VPN. Governance model: Decentralized governance with community participation. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
101,https://osf.io,53.8,4,0.0,low,"Open Science Framework has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A free, open platform for researchers to collaborate and share their work. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
102,https://trends.whotargets.me,53.5,4,0.0,low,"Who Targets Me Trends does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Platform for tracking and analyzing digital political advertising across Meta and Google in 60+ coun. Governance model: foundation. Strongest on lifecycle governance (C3: 10.0). Modifiers: M5:-11. Operates international."
103,https://openreferraluk.org,53.3,3,0.0,low,"Open Referral UK serves institutional governance needs, with government partnerships that suggest real-world deployment. The project describes itself as: The open data standard that makes it easy to publish, find, and use community services data.. Governance model: Steering Group with government and community representation;. Strongest on institutional infrastructure (C4: 9.0). Operates national."
104,https://landexplorer.coop,52.7,6,0.0,low,"Land Explorer has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Mapping tools that help communities find, access and manage land for common good projects. Governance model: cooperative. Strongest on institutional infrastructure (C4: 7.0). Modifiers: M4:+4. Operates national."
105,https://quadraticvote.radicalxchange.org,52.7,3,0.0,low,RxC Quadratic Voting has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: An easy tool to host a quadratic vote. Quadratic Voting is the mathematically optimal way to vote in. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
106,https://spartacus.app,52.7,3,0.0,low,"Spartacus does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Build critical mass with conditional commitments that only activate when enough people join in. Governance model: Centralized (for-profit social enterprise model). Strongest on cross-jurisdictional applicability (C5: 8). Modifiers: M5:-11. Operates international."
107,https://civicpress.io,52.2,5,0.0,low,No rationale available.
108,https://www.objector.ai,52.0,3,0.0,low,"Objector.ai does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: AI-powered planning objection letter and toolkit to help citizens challenge unsuitable planning appl. Governance model: LLC. Strongest on lifecycle governance (C3: 6.0). Modifiers: M5:-11. Operates national."
109,https://constituteproject.org,51.8,5,0.0,low,"Constitute Project serves institutional governance needs, with government partnerships that suggest real-world deployment. The project describes itself as: A comprehensive analysis of the world's constitutions to support constitutional design and inform ci. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 10). Operates international."
110,https://policyengine.org/uk,51.8,4,0.0,low,PolicyEngine has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Open-source policy analysis and simulation platform for tax and benefit systems. Governance model: foundation. Strongest on institutional infrastructure (C4: 9.0). Operates national.
111,https://oa.report,51.3,6,0.0,low,OA.Report has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Track Open Access policy compliance and research openness across funded publications. Governance model: LLC. Strongest on lifecycle governance (C3: 10.0). Modifiers: M5:-11. Operates international.
112,https://fullfact.org/ai,51.2,5,0.0,low,"Full Fact AI does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Scalable, robust software designed for fact checkers to identify the most important bad information. Governance model: foundation. Strongest on cross-jurisdictional applicability (C5: 10). Modifiers: M5:-11. Operates international."
113,https://globalfactcheck.bot,51.0,4,0.0,low,No rationale available.
114,https://hact.org.uk/tools-and-services/uk-housing-data-standards,51.0,4,0.0,low,"UK Housing Data Standards builds genuine governance infrastructure with enforcement mechanisms. The project describes itself as: Sector-developed data standards for UK social housing to improve data governance, performance, and r. Governance model: Joint IP ownership between HACT and OSCRE; Creative Commons . Strongest on enforcement/verification (C1: 16.8). Modifiers: M4:+4. Operates national."
115,https://standards.theodi.org,51.0,4,0.0,low,"Open Standards for Data Guidebook serves institutional governance needs, with government partnerships that suggest real-world deployment. The project describes itself as: Helping people and organisations create, develop and adopt open standards for data. Governance model: ODI-maintained; community contributions via GitHub issues. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M4:+4. Operates international."
116,https://www.shineyoureye.org,50.6,5,0.0,low,ShineYourEye has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Making Nigerian politicians accountable through citizen engagement and legislative tracking. Governance model: foundation. Strongest on participatory governance (C2: 8.2). Operates national.
117,https://github.com/disarmfoundation/disarmframeworks,50.5,4,0.0,low,"DISARM Frameworks serves institutional governance needs, with government partnerships that suggest real-world deployment. The project describes itself as: Master copies of the DISARM disinformation TTP frameworks for describing and countering disinformati. Governance model: foundation. Strongest on cross-jurisdictional applicability (C5: 10). Operates international."
118,https://meta.wikimedia.org/wiki/abstract_wikipedia,50.2,4,0.0,low,Abstract Wikipedia has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A Wikimedia project to create a language-independent layer of structured knowledge that can be rende. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international. Dead link detected: score capped at 45.
119,https://thecircuit.cc,50.0,3,0.0,low,The Circuit has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A data-driven collaborative journalism investigation into Cook County's court system using 3 million. Governance model: Multi-organisation collaborative: Better Government Associat. Strongest on lifecycle governance (C3: 10.0). Operates national.
120,https://www.parallelparliament.co.uk,50.0,4,0.0,low,"Parallel Parliament has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A comprehensive platform for tracking UK parliamentary legislation, debates, and legislative process. Governance model: LLC. Strongest on participatory governance (C2: 6.5). Modifiers: M4:+4. Operates national."
121,https://github.com/bluesky-social,49.8,4,0.0,low,Bluesky Social has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Social networking technology created by Bluesky. Governance model: open_source_community. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
122,https://www.discourse.org,49.7,3,0.0,low,"Discourse has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Customizable, scalable community platform for building knowledge through conversation. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 11). Operates international."
123,https://datatrusts.uk,49.5,4,0.0,low,"The Data Trusts Initiative has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Working at the interface of technology, policy and the law to create data trusts that empower indivi. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 7.0). Operates national."
124,https://nyaaya.org,49.5,4,0.0,low,"Nyaaya has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: India's Laws Explained — open access legal information for every Indian citizen. Governance model: Operated by Vidhi Centre for Legal Policy, a not-for-profit . Strongest on lifecycle governance (C3: 8.0). Operates national."
125,https://pursuanceproject.org,49.3,3,0.0,low,Pursuance Project has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Open source software enabling individuals and organizations to collaborate on shared goals through s. Governance model: foundation. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
126,https://strikemap.org,49.3,3,0.0,low,Strike Map has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Interactive mapping platform documenting labor strikes and worker organizing actions. Governance model: project_of_larger_org. Strongest on participatory governance (C2: 6.5). Operates national.
127,https://github.com/openpolitics/groupthink,49.2,4,0.0,low,"Groupthink (OpenPolitics Votebot) has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A collaborative democratic platform built atop GitHub, designed for open policymaking and manifesto . Governance model: Open source; community-contributed via GitHub PRs; voting go. Strongest on lifecycle governance (C3: 8.0). Operates national."
128,https://github.com/populatetools,49.2,4,0.0,low,Populate Tools has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Tools for civic engagement. Governance model: open source community governance. Strongest on participatory governance (C2: 7.8). Modifiers: M4:+4. Operates national.
129,https://www.whatgov.co.uk,49.0,5,0.0,low,"WhatGov does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. Governance model: foundation. Strongest on participatory governance (C2: 5.2). Operates national."
130,https://dgc-cgn.org/product/can-dgsi-127,48.8,4,0.0,low,No rationale available.
131,https://www.gov.uk/service-manual,48.8,4,0.0,low,Service Manual has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Guidance for UK government teams to create and run great public services meeting the Service Standar. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 8.0). Operates national.
132,https://parliamentwatch.ug,48.2,5,0.0,low,No rationale available.
133,https://logos.co,48.0,1,0.0,low,No rationale available.
134,https://openbudgets.eu,48.0,4,0.0,low,"OpenBudgets.eu has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Upload, visualize, and analyse public budget and spending data to discover stories behind budgets. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 10.0). Operates international."
135,https://cotsi.org,47.8,4,0.0,low,No rationale available.
136,https://data.humdata.org,47.8,5,0.0,low,"Humanitarian Data Exchange has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Find, share and use humanitarian data all in one place. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M2:-9. Operates international."
137,https://publicaccountability.org,47.8,5,0.0,low,The Accountability Project has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A searchable database of 1.9+ billion public records for researchers and journalists. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 5.0). Operates national.
138,https://github.com/cavi-au/consent-o-matic,47.5,4,0.0,low,Consent-O-Matic has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Browser extension that automatically fills out cookie popups based on user preferences. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
139,https://www.localintelligencehub.com,47.2,4,0.0,low,"Local Intelligence Hub has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Data platform for analyzing local MPs, constituencies, public opinion and climate/nature movement en. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 8.0). Operates national."
140,https://shareyourpaper.org,47.0,3,0.0,low,"Shareyourpaper.org does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Simplest way to legally make academic papers freely available on Google Scholar, Web of Science, and. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
141,https://www.govtrack.us,47.0,3,0.0,low,GovTrack.us has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Tracking the U.S. Congress and the White House to make a more open and accountable government. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 8.0). Operates national.
142,https://idealist.org,46.8,4,0.0,low,"Idealist has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Global platform connecting millions of people with social-impact jobs, volunteer opportunities, and . Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 8). Operates international."
143,https://right-to-know.org,46.7,3,0.0,low,"Right To Know does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A digital toolkit for communities to discover environmental health hazards in their area. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 6). Operates national."
144,https://thegovernmentsays.com,46.7,3,0.0,low,The Government Says has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Real-time aggregation and monitoring of UK government press releases and statements. Governance model: community-driven. Strongest on lifecycle governance (C3: 10.0). Operates national.
145,https://www.crowdjustice.com,46.7,3,0.0,low,CrowdJustice has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Crowdfunding platform for legal cases and justice campaigns. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Operates international. Dead link detected: score capped at 45.
146,https://privacybadger.org,46.3,3,0.0,low,Privacy Badger has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A free browser extension made by EFF to stop companies from spying on you online.. Governance model: Maintained by EFF staff; open source contributions accepted . Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
147,https://joss.theoj.org,46.2,4,0.0,low,"Journal of Open Source Software has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A developer friendly, open access journal for research software packages. Governance model: Editorial board with community input. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
148,https://mapped.commonknowledge.coop,46.0,5,0.0,low,"Mapped does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A tool for organisers and activists to locate their people by constituency and enrich supporter data. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 4). Operates national."
149,https://secfirst.org,46.0,3,0.0,low,"Security First / Umbrella has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Free, open source digital and physical security handbook app for journalists, activists, NGO staff, . Governance model: NGO with co-founders; open source content and code; communit. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
150,https://www.teachingpublicservice.digital,46.0,3,0.0,low,Teaching Public Service in the Digital Age has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Open-access syllabus and training to equip public servants with digital-era skills. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 11). Operates international.
151,https://objector.ai,45.8,6,0.0,low,"Objector.ai does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: AI-powered planning objection letter and toolkit to help citizens challenge unsuitable planning appl. Governance model: LLC. Strongest on participatory governance (C2: 6.5). Modifiers: M5:-11. Operates national."
152,https://www.mastodonc.com,45.7,3,0.0,low,"Mastodon C has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Data science and technology consultancy focused on open data, analytics, and civic technology. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 9). Operates international. Popularity risk flag: this is a well-known project with rich documentation; stripping the documentation advantage, I estimate the score would drop by roughly 8-12 points."
153,https://bellingcat.gitbook.io/toolkit,45.5,4,0.0,low,Bellingcat Online Investigation Toolkit addresses some of my criteria but falls short on enforcement and lifecycle coverage. The project describes itself as: A toolkit for open source researchers - your place to discover tools for online investigations. Governance model: foundation. Strongest on evidence quality (C6: 12). Operates international.
154,https://site.urbanistai.com,45.0,3,0.0,low,UrbanistAI has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: The platform to reimagine the future of cities through collective intelligence and AI-powered partic. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Modifiers: M5:-11. Operates international.
155,https://www.demnext.org/projects/delibtech-network,44.7,3,0.0,low,"Deliberation & Technology (DelibTech) Network does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: International network of technologists and practitioners building and studying technology to enhance. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 8). Modifiers: M5:-11. Operates international."
156,https://www.govocal.com,44.7,3,0.0,low,Go Vocal has meaningful participatory elements but limited enforcement infrastructure. The project describes itself as: Online community engagement platform for governments. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
157,https://bsky.app,44.2,4,0.0,low,Bluesky has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Open social media platform built on the AT Protocol. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
158,https://github.com/bellingcat/edgar,44.2,5,0.0,low,EDGAR has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Tool for the retrieval of corporate and financial data from the SEC. Governance model: foundation. Strongest on evidence quality (C6: 7). Operates national.
159,https://orcid.org,43.3,3,0.0,low,"ORCID serves institutional governance needs, with government partnerships that suggest real-world deployment. The project describes itself as: A persistent digital identifier for researchers to distinguish themselves and connect with their pro. Governance model: foundation. Strongest on lifecycle governance (C3: 10.0). Operates international."
160,https://www.writetothem.com,43.3,3,0.0,low,"WriteToThem has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Email your Councillor, MP, MSP, MS, MLA or London Assembly Member for free. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 7.0). Operates national."
161,https://collaborative-data.theodi.org,42.8,4,0.0,low,Collaborative Data Patterns has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A guidebook for designing and running projects involving collaborative maintenance of shared data as. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
162,https://missingnumbers.org,42.6,5,0.0,low,"Missing Numbers does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Investigates and campaigns to close important gaps in UK public data. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 4.0). Operates national."
163,https://mapit.mysociety.org,42.2,4,0.0,low,MapIt has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Match postcodes and geographical points to administrative areas. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 7.0). Operates national.
164,https://liberopinion.com,42.0,4,0.0,low,"Libertrium does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Digital solutions for public administration modernization, citizen participation, and transparency. Governance model: LLC. Strongest on institutional infrastructure (C4: 9.0). Operates national."
165,https://antievictionmappingproject.github.io/landlordtech,41.8,4,0.0,low,"Landlord Tech Watch does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Producing data, scholarship, and popular educational materials documenting how property technology i. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 7). Operates national."
166,https://www.deliberaide.com,41.7,3,0.0,low,deliberAIde has meaningful participatory elements but limited enforcement infrastructure. The project describes itself as: Human-Centred AI That Supports Dialogue at Every Step. Governance model: LLC. Strongest on participatory governance (C2: 15.2). Modifiers: M5:-11. Operates international.
167,https://www.mysociety.org/climate/neighbourhood-warmth,41.3,3,0.0,low,Neighbourhood Warmth has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A free online platform helping people form teams around shared home energy challenges like retrofit . Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 7.0). Modifiers: M4:+4. Operates national.
168,https://openparliament.ca,41.0,4,0.0,low,No rationale available.
169,https://github.com/travisbrown/birdwatch,40.5,4,0.0,low,"Community Notes (Birdwatch) Analysis Tool serves institutional governance needs, with government partnerships that suggest real-world deployment. The project describes itself as: Metadata repository and analysis tools for X's Community Notes system, adding user aliases and tweet. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
170,https://www.papertree.earth,40.3,3,0.0,low,Papertree has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Interactive tree planting data platform for transparent climate action accountability. Strongest on cross-jurisdictional applicability (C5: 8). Operates international. High uncertainty — dossier completeness is only 0.46.
171,https://harmonica.chat,40.2,4,0.0,low,No rationale available.
172,https://arxiv.org/abs/2005.13701,40.0,4,0.0,low,"Modular Politics has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A governance layer framework for building composable, modular online community governance systems. Governance model: Modular governance framework (subject of research). Strongest on cross-jurisdictional applicability (C5: 8). Modifiers: M4:+4. Operates international."
173,https://gordonguthrie.github.io/frankensteinbill,40.0,4,0.0,low,Frankenstein Bill has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A dummy parliamentary bill collecting and explaining potential speedbumps for government software de. Governance model: Open contribution via GitHub pull requests or email. Strongest on evidence quality (C6: 9). Operates Scotland.
174,https://www.dfos.com,40.0,2,0.0,low,"Democracy Fund Open Source does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Open source tools and resources for civic engagement and democratic participation. Governance model: foundation. Strongest on evidence quality (C6: 5). Operates national."
175,https://nestr.io,39.8,4,0.0,low,"Nestr does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Purpose-driven collaboration platform using self-organization and AI. Governance model: Centralized (proprietary platform). Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M4:+4, M5:-11. Operates international."
176,https://opencouncildata.co.uk,39.7,6,0.0,low,"Open Council Data UK does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Councillor data resources for psephologists, campaigners and charities. Governance model: LLC. Strongest on participatory governance (C2: 3.9). Modifiers: M5:-11. Operates national."
177,https://commonslibrary.org,39.5,4,0.0,low,"The Commons Social Change Library has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Free digital library of 1500+ educational resources for activists, campaigners, and social change ad. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 10). Modifiers: M4:+4. Operates international."
178,https://library.theengineroom.org,39.5,4,0.0,low,"The Engine Room Library has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Open, multilingual research guides on using data and technology for social change. Governance model: managed by The Engine Room staff; openly licensed content ac. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
179,https://okfn.org/en/projects/open-data-editor,39.5,4,0.0,low,No rationale available.
180,https://www.notifications.service.gov.uk,39.3,3,0.0,low,"GOV.UK Notify has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A free notification service for UK government, local authorities, and NHS to send emails, text messa. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 9). Operates national."
181,https://esper.com/product,39.2,4,0.0,low,"Esper does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: End-to-end policy management platform for government agencies. Governance model: LLC. Strongest on institutional infrastructure (C4: 6.0). Modifiers: M5:-11. Operates national."
182,https://grantnav.threesixtygiving.org,39.2,4,0.0,low,"GrantNav has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Search, explore and download grants data published by UK funders in the 360Giving Data Standard. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 7). Operates national."
183,https://voteforpolicies.org.uk,39.0,3,0.0,low,"Vote for Policies has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Compare political party policies without knowing which party they belong to, helping voters make inf. Governance model: foundation. Strongest on participatory governance (C2: 9.5). Operates national."
184,https://www.csail.mit.edu/research/wikum-bridging-discussion-systems-and-wikis-collective-summarization,39.0,3,0.0,low,Wikum has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Tools for communities to collectively summarize large online discussions and manage embedded knowled. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
185,https://gov.uk/find-local-consultations,38.7,6,0.0,low,"Find local consultations does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A UK government service enabling citizens to discover and participate in local council consultations. Governance model: project_of_larger_org. Strongest on participatory governance (C2: 9.1). Modifiers: M5:-11. Operates national."
186,https://parsethebill.com,38.7,3,0.0,low,"Parse The Bill does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: AI-generated overviews of UK parliamentary bills for engaged citizens and advocacy groups. Governance model: individual. Strongest on lifecycle governance (C3: 6.0). Modifiers: M5:-11. Operates national."
187,https://kialo.com,38.5,4,0.0,low,Kialo has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A platform for structured debate and critical thinking through collaborative argument mapping. Governance model: Platform-managed with community contribution guidelines. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
188,https://farmerchat.digitalgreen.org,38.2,4,0.0,low,"FarmerChat scores zero after modifier penalties. The project does not build enforcement infrastructure, lacks participatory governance mechanisms, and does not address lifecycle governance. M5:-11"
189,https://fixmyblock.org,38.2,4,0.0,low,"FixMyBlock does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Tried and tested action guides for getting stuff fixed in your block. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 8.0). Modifiers: M5:-11. Operates national (UK)."
190,https://benefits-calculator.turn2us.org.uk,38.0,4,0.0,low,"Turn2us Benefits Calculator does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Online tool to help people identify welfare benefits they may be entitled to. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 4.0). Operates national."
191,https://civiclick.com,38.0,4,0.0,low,"CiviClick does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Grassroots advocacy software platform that personalizes advocate experience and drives policy influe. Governance model: LLC. Strongest on participatory governance (C2: 7.8). Operates national."
192,https://civictech.guide,38.0,4,0.0,low,Civic Tech Field Guide has meaningful participatory elements but limited enforcement infrastructure. The project describes itself as: The world's largest collection of projects using tech for the common good. Governance model: project_of_larger_org. Strongest on participatory governance (C2: 10.4). Operates international.
193,https://climateaction.tech,38.0,4,0.0,low,"ClimateAction.Tech addresses some of my criteria but falls short on enforcement and lifecycle coverage. The project describes itself as: Tech workers seeding climate action in companies, organisations and industries. Governance model: cooperative. Strongest on cross-jurisdictional applicability (C5: 11). Modifiers: M4:+6. Operates international."
194,https://conservativepartyfunding.co.uk,38.0,4,0.0,low,"Conservative Party Funding does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Industry overview of donations to the UK Conservative Party since 2019. Governance model: individual. Strongest on institutional infrastructure (C4: 4.0). Operates national."
