"rank","project_name","url","score","criteria_score","modifier_adj","dossier_completeness","uncertainty","popularity_risk","primary_driver","rationale"
"81","The DAO (Standard DAO Framework)","https://github.com/vbuterin/dao","51.8","46.8","5","0.94","LOW","MEDIUM","criteria","The DAO addresses a genuine need in the civic technology space. The emerging_tech, participatory_democracy focus serves communities, particularly developers, blockchain enthusiasts, decentralized governance practitioners, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2016 origins give it real deployment history; The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"82","meet.coop","https://www.meet.coop","51.7","41.7","10","0.98","LOW","MEDIUM","modifier","meet.coop addresses a genuine need in the civic technology space. The participatory_democracy, digital_rights focus serves communities, particularly activists, educators, housing cooperatives, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"83","GOV.UK Notify","https://www.notifications.service.gov.uk","51.6","46.6","5","0.96","LOW","HIGH","criteria","GOV.UK Notify addresses a genuine need in the civic technology space. The govtech focus serves communities, particularly central government agencies, local authorities, NHS organizations, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2015 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"84","ODK (Open Data Kit)","https://getodk.org","51.5","51.5","0","0.95","LOW","HIGH","criteria","ODK addresses a genuine need in the civic technology space. The civic_data, govtech focus serves communities, particularly researchers, NGOs, government agencies, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2008 origins give it real deployment history; The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"85","OpenCRVS","https://www.opencrvs.org","51.5","46.5","5","0.95","LOW","MEDIUM","criteria","OpenCRVS addresses a genuine need in the civic technology space. The govtech, civic_data, digital_rights focus serves communities, particularly governments, civil registration authorities, system integrators, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"86","VFRAME","https://vframe.io","51.2","51.2","0","0.95","LOW","HIGH","criteria","VFRAME addresses a genuine need in the civic technology space. The advocacy_tech, emerging_tech, digital_rights focus serves communities, particularly human rights researchers, journalists, war crimes investigators, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"87","Open Data Communities","https://opendatacommunities.org","51.1","46.1","5","0.94","LOW","MEDIUM","criteria","Open Data Communities addresses a genuine need in the civic technology space. The civic_data, govtech focus serves communities, particularly researchers, citizens, local government, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2011 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"88","CiviClick","https://civiclick.com","50.8","37.8","13","0.95","LOW","MEDIUM","modifier","CiviClick addresses a genuine need in the civic technology space. The advocacy_tech, participatory_democracy focus serves communities, particularly public affairs professionals, nonprofits, associations, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"89","Parallel Parliament","https://www.parallelparliament.co.uk","50.8","40.8","10","0.97","LOW","MEDIUM","modifier","Parallel Parliament addresses a genuine need in the civic technology space. The participatory_democracy, govtech, civic_data focus serves communities, particularly researchers, journalists, campaigners, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2014 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"90","Wikidata","https://www.wikidata.org","50.8","45.8","5","0.95","LOW","HIGH","criteria","Wikidata as peer-learning infrastructure — communities collectively building shared structured knowledge — resonates with my values more than the encyclopaedic framing of Wikipedia. The governance model (multi-stakeholder, open contributions) is a genuine example of participatory sense-making at scale. The distance from political technology per se is the main score limiter."
"91","Members' Interests","https://membersinterests.org.uk","50.7","45.7","5","0.98","LOW","MEDIUM","criteria","Members' Interests addresses a genuine need in the civic technology space. The civic_data, participatory_democracy, govtech focus serves communities, particularly journalists, researchers, citizens, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2009 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"92","Open Supply Hub","https://opensupplyhub.org","50.3","45.3","5","0.98","LOW","MEDIUM","criteria","Open Supply Hub addresses a genuine need in the civic technology space. The civic_data, advocacy_tech focus serves communities, particularly researchers, advocacy organizations, supply chain stakeholders, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2016 origins give it real deployment history; The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"93","HURIDOCS","https://github.com/huridocs","50.1","50.1","0","0.95","LOW","MEDIUM","criteria","HURIDOCS addresses a genuine need in the civic technology space. The human rights documentation, information management, accountability focus serves communities, particularly human rights defenders, NGOs, civil society organisations, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 1982 origins give it real deployment history; The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"94","Humanitarian Data Exchange","https://data.humdata.org","50.1","45.1","5","0.98","LOW","MEDIUM","criteria","Humanitarian Data Exchange addresses a genuine need in the civic technology space. The civic_data focus serves communities, particularly humanitarian organizations, researchers, data analysts, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2014 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"95","Local Intelligence Hub","https://www.localintelligencehub.com","49.8","44.8","5","1.0","LOW","MEDIUM","criteria","Local Intelligence Hub addresses a genuine need in the civic technology space. The participatory_democracy, civic_data, advocacy_tech focus serves communities, particularly campaigners, organizers, climate advocates, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"96","PolicyKit","https://policykit.org","49.8","44.8","5","0.94","LOW","MEDIUM","criteria","PolicyKit addresses a genuine need in the civic technology space. The participatory_democracy, govtech focus serves communities, particularly online community leaders, community admins, community members, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"97","Contracts for Data Collaboration","https://contractsfordatacollaboration.org","49.7","39.7","10","0.94","LOW","MEDIUM","modifier","Contracts for Data Collaboration addresses a genuine need in the civic technology space. The civic_data, govtech focus serves communities, particularly researchers, policymakers, data collaboratives, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"98","Wikum","https://www.csail.mit.edu/research/wikum-bridging-discussion-systems-and-wikis-collective-summarization","49.4","39.4","10","0.96","LOW","MEDIUM","modifier","Wikum addresses a genuine need in the civic technology space. The participatory_democracy, civic_data focus serves communities, particularly researchers, online communities, discussion participants, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"99","docs.plus","https://docs.plus","49.4","39.4","10","0.67","LOW","LOW","modifier","docs.plus addresses a genuine need in the civic technology space. The participatory_democracy, civic_data focus serves communities, particularly organizations, civic groups, collaborative teams, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"100","Open Referral UK","https://openreferraluk.org","49.2","42.2","7","0.95","LOW","MEDIUM","modifier","Open Referral UK addresses a genuine need in the civic technology space. The community services, social care, open data standards focus serves communities, particularly local councils, community organisations, social care providers, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2016 origins give it real deployment history; The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"101","Tactical Data Engagement","https://communities.sunlightfoundation.com/methodology","49.2","46.2","3","0.96","LOW","MEDIUM","criteria","Tactical Data Engagement addresses a genuine need in the civic technology space. The participatory_democracy, govtech, civic_data focus serves communities, particularly local government staff, community members, data providers, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2013 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"102","UrbanistAI","https://site.urbanistai.com","48.2","38.2","10","0.96","LOW","MEDIUM","modifier","UrbanistAI addresses a genuine need in the civic technology space. The participatory_democracy, govtech, civic_data focus serves communities, particularly citizens, policymakers, local governments, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"103","GOV.UK Pay","https://www.payments.service.gov.uk","48.1","43.1","5","0.95","LOW","MEDIUM","criteria","GOV.UK Pay addresses a genuine need in the civic technology space. The govtech focus serves communities, particularly government agencies, local authorities, police services, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2015 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"104","Mastodon","https://github.com/mastodon/mastodon","48.0","43.0","5","0.95","LOW","MEDIUM","criteria","Federated social infrastructure is important civic technology, and Mastodon has actually deployed it at scale in a way that ActivityPub-based projects before it didn't manage. The community governance model — each instance governed by its own rules — is a genuine participation architecture experiment. My uncertainty is whether the federation model creates legible governance for ordinary users or just shifts complexity to a different layer. [Rank 104 — note: rationale shares structure with similar project]"
"105","Open Science Framework","https://osf.io","48.0","48.0","0","0.96","LOW","HIGH","criteria","Open Science Framework addresses a genuine need in the civic technology space. The civic_data focus serves communities, particularly researchers, academics, scientists, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2011 origins give it real deployment history; The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"106","OpenSanctions","https://www.opensanctions.org","48.0","48.0","0","0.95","LOW","MEDIUM","criteria","OpenSanctions addresses a genuine need in the civic technology space. The civic_data, govtech, advocacy_tech focus serves communities, particularly investigators, companies, technologists, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"107","Monitor Mamdani","https://monitormamdani.com/","47.8","44.8","3","1.0","LOW","MEDIUM","criteria","Monitor Mamdani addresses a genuine need in the civic technology space. The participatory_democracy, govtech, civic_data focus serves communities, particularly citizens, voters, researchers, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"108","ORCID","https://orcid.org","47.5","47.5","0","0.98","LOW","HIGH","criteria","ORCID addresses a genuine need in the civic technology space. The civic_data, digital_rights focus serves communities, particularly researchers, academics, scientists, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2010 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"109","OpenAudience","https://openaudience.org","47.5","37.5","10","0.97","LOW","MEDIUM","modifier","OpenAudience addresses a genuine need in the civic technology space. The civic_data, participatory_democracy focus serves communities, particularly campaigners, political organizations, researchers, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2015 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"110","Radicle","https://radicle.xyz","47.3","37.3","10","0.96","LOW","MEDIUM","modifier","Radicle addresses a genuine need in the civic technology space. The digital_rights, emerging_tech focus serves communities, particularly developers, open source contributors, technologists, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"111","Civic Tech Field Guide","https://civictech.guide","47.0","37.0","10","0.94","LOW","MEDIUM","modifier","Civic Tech Field Guide addresses a genuine need in the civic technology space. The participatory_democracy, govtech, advocacy_tech focus serves communities, particularly civic tech practitioners, nonprofits, social good organizations, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2014 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"112","LittleSis","https://littlesis.org","46.8","48.8","-2","0.97","LOW","MEDIUM","criteria","LittleSis addresses a genuine need in the civic technology space. The corporate accountability, government accountability, power mapping focus serves communities, particularly researchers, activists, journalists, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2009 origins give it real deployment history; The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"113","MapIt","https://mapit.mysociety.org","46.8","46.8","0","0.96","LOW","MEDIUM","criteria","MapIt addresses a genuine need in the civic technology space. The govtech, civic_data focus serves communities, particularly developers, campaigners, government agencies, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2009 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"114","Open Digital Planning","https://opendigitalplanning.org/","46.8","41.8","5","1.0","LOW","MEDIUM","criteria","Open Digital Planning addresses a genuine need in the civic technology space. The urban planning, local government, digital public services focus serves communities, particularly local planning authorities, council planning officers, residents, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"115","ОПОРА (Opora)","https://www.oporaua.org","46.7","41.7","5","0.95","LOW","MEDIUM","criteria","ОПОРА addresses a genuine need in the civic technology space. The participatory_democracy, civic_data, advocacy_tech focus serves communities, particularly citizens, election observers, researchers, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2007 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"116","Open Ownership","https://www.openownership.org","46.4","41.4","5","0.95","LOW","MEDIUM","criteria","Open Ownership addresses a genuine need in the civic technology space. The civic_data, govtech, advocacy_tech focus serves communities, particularly governments, researchers, civil society organizations, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2013 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"117","PlanIT","https://planit.org.uk","46.2","41.2","5","0.98","LOW","MEDIUM","criteria","PlanIT addresses a genuine need in the civic technology space. The participatory_democracy, govtech, civic_data focus serves communities, particularly citizens, local authorities, planning professionals, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2015 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"118","arXiv","https://arxiv.org","46.2","39.2","7","0.96","LOW","HIGH","modifier","arXiv addresses a genuine need in the civic technology space. The civic_data, digital_rights focus serves communities, particularly researchers, academics, scientists, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 1991 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"119","Martus","https://www.martus.org","46.0","41.0","5","0.94","LOW","MEDIUM","criteria","Martus addresses a genuine need in the civic technology space. The advocacy_tech, digital_rights, civic_data focus serves communities, particularly human rights activists, NGOs, civil liberties organizations, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2003 origins give it real deployment history; The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"120","Spacetube","https://spacetu.be","45.8","40.8","5","0.98","LOW","MEDIUM","criteria","Spacetube addresses a genuine need in the civic technology space. The digital_rights, participatory_democracy focus serves communities, particularly groups, organizations, communities, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"121","Gapminder Worldview Upgrader","https://upgrader.gapminder.org","45.3","40.3","5","0.96","LOW","MEDIUM","criteria","Gapminder Worldview Upgrader addresses a genuine need in the civic technology space. The data literacy, global development, public education focus serves communities, particularly general public, educators, students, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2005 origins give it real deployment history; The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"122","Campaign Tracker","https://www.campaigntracker.nl/en","45.1","45.1","0","0.97","LOW","MEDIUM","criteria","Campaign Tracker addresses a genuine need in the civic technology space. The civic_data, advocacy_tech, media_journalism focus serves communities, particularly journalists, researchers, citizens, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2016 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"123","Charity Digital Skills Report","https://charitydigitalskills.co.uk","45.1","40.1","5","0.98","LOW","MEDIUM","criteria","Charity Digital Skills Report addresses a genuine need in the civic technology space. The civic_data, emerging_tech, digital_rights focus serves communities, particularly charity sector professionals, nonprofit staff, trustees, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2016 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"124","ClimateAction.Tech","https://climateaction.tech","44.9","34.9","10","0.73","LOW","LOW","modifier","ClimateAction.Tech addresses a genuine need in the civic technology space. The advocacy_tech, emerging_tech focus serves communities, particularly tech workers, software engineers, tech industry employees, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"125","Riseup","https://riseup.net","44.8","34.8","10","0.94","LOW","MEDIUM","modifier","Riseup addresses a genuine need in the civic technology space. The digital_rights, cybersecurity, advocacy_tech focus serves communities, particularly activists, social movements, advocacy organizations, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 1999 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"126","Rahvaalgatus","https://github.com/rahvaalgatus/rahvaalgatus","44.4","39.4","5","0.96","LOW","MEDIUM","criteria","Rahvaalgatus addresses a genuine need in the civic technology space. The participatory_democracy, govtech, civic_data focus serves communities, particularly citizens, campaigners, civil society, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2012 origins give it real deployment history; The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"127","DISARM Frameworks","https://github.com/disarmfoundation/disarmframeworks","44.3","44.3","0","0.94","LOW","MEDIUM","criteria","DISARM Frameworks addresses a genuine need in the civic technology space. The disinformation, information operations, counter-influence focus serves communities, particularly disinformation researchers, government counter-influence units, NATO, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"128","Bluesky","https://bsky.app","44.1","39.1","5","0.95","LOW","MEDIUM","criteria","Federated social infrastructure matters for civic communication — who controls the communication infrastructure shapes who can speak and be heard. Bluesky's AT Protocol approach to decentralisation is more serious than Twitter's rhetorical decentralisation. My hesitation is whether federated social media, however well-designed, creates the conditions for genuine deliberation or just moves the dominant-voice problem to a new substrate."
"129","The Commons Social Change Library","https://commonslibrary.org","43.9","38.9","5","0.98","LOW","MEDIUM","criteria","The Commons Social Change Library addresses a genuine need in the civic technology space. The participatory_democracy, advocacy_tech, civic_data focus serves communities, particularly activists, campaigners, community organizers, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2012 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"130","Timecounts","https://timecounts.org","43.9","38.9","5","0.98","LOW","MEDIUM","criteria","Timecounts addresses a genuine need in the civic technology space. The participatory_democracy, civic_data focus serves communities, particularly nonprofits, community groups, event organizers, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2012 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"131","GOV.UK Forms","https://www.forms.service.gov.uk","43.7","38.7","5","0.96","LOW","MEDIUM","criteria","GOV.UK Forms addresses a genuine need in the civic technology space. The govtech, civic_data focus serves communities, particularly central government organisations, public sector agencies, citizens, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"132","Worker Info Exchange","https://www.workerinfoexchange.org","43.7","38.7","5","0.98","LOW","MEDIUM","criteria","Worker Info Exchange addresses a genuine need in the civic technology space. The civic_data, advocacy_tech, participatory_democracy focus serves communities, particularly workers, labor advocates, researchers, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"133","UK Housing Data Standards","https://hact.org.uk/tools-and-services/uk-housing-data-standards","43.6","38.6","5","0.98","LOW","MEDIUM","criteria","UK Housing Data Standards addresses a genuine need in the civic technology space. The housing, social housing, data governance focus serves communities, particularly social housing providers, housing associations, local authorities, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"134","Deliberation & Technology (DelibTech) Network","https://www.demnext.org/projects/delibtech-network","43.5","33.5","10","0.98","LOW","MEDIUM","modifier","Deliberation & Technology addresses a genuine need in the civic technology space. The participatory_democracy, govtech, emerging_tech focus serves communities, particularly technologists, practitioners, experts, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"135","GOV.UK One Login","https://www.sign-in.service.gov.uk","43.4","43.4","0","0.97","LOW","MEDIUM","criteria","GOV.UK One Login addresses a genuine need in the civic technology space. The govtech, digital_rights, cybersecurity focus serves communities, particularly citizens, government service users, central government agencies, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"136","Spartacus","https://spartacus.app","43.4","38.4","5","0.98","LOW","MEDIUM","criteria","Spartacus addresses a genuine need in the civic technology space. The participatory_democracy, civic_data focus serves communities, particularly citizens, community organizers, neighborhood groups, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"137","Viewpoints","https://viewpoints.xyz","42.9","32.9","10","0.98","LOW","MEDIUM","modifier","Viewpoints addresses a genuine need in the civic technology space. The participatory_democracy, civic_data focus serves communities, particularly teams and organizations, event organizers, educators, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"138","Give Food","https://www.givefood.org.uk","42.8","37.8","5","1.0","LOW","MEDIUM","criteria","Give Food addresses a genuine need in the civic technology space. The civic_data, advocacy_tech focus serves communities, particularly citizens, food banks, journalists, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2013 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"139","Internet Archive Wayback Machine","https://web.archive.org","42.8","37.8","5","0.98","LOW","HIGH","criteria","Internet Archive Wayback Machine addresses a genuine need in the civic technology space. The digital preservation, freedom of information, open access focus serves communities, particularly researchers, journalists, historians, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 1996 origins give it real deployment history; The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"140","Choose a License","https://choosealicense.com","42.6","42.6","0","0.96","LOW","HIGH","criteria","Choose a License addresses a genuine need in the civic technology space. The digital_rights, civic_data focus serves communities, particularly developers, open source contributors, software projects, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2013 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"141","ShineYourEye","https://www.shineyoureye.org","42.5","37.5","5","1.0","LOW","MEDIUM","criteria","ShineYourEye addresses a genuine need in the civic technology space. The participatory_democracy, civic_data, advocacy_tech focus serves communities, particularly citizens, voters, campaigners, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2012 origins give it real deployment history; Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
"142","Journal of Open Source Software","https://joss.theoj.org","42.4","32.4","10","0.96","LOW","MEDIUM","modifier","Journal of Open Source Software addresses a genuine need in the civic technology space. The Open Source Software, Research Infrastructure, Scientific Publishing focus serves communities, particularly Software developers, Researchers, Open source community, but the participation architecture — the structural mechanisms for equalising voice and ensuring genuine co-decision — is limited compared to what I weight most. 2016 origins give it real deployment history; The open-source model matters for community ownership. Solid work that my constitution scores in the middle tier because the evidence of humans redesigning power dynamics (rather than just accessing information) is partial."
